family	go_id	aspect	evidence	ancestral_node	loss_node	gain_confirmed	n_members_affected	n_subfamilies	subfamilies	loss_date
PTHR10003	GO:0004784	F	IKR	PTN000000113	PTN008300295	true	0	0		20260528
PTHR10003	GO:0004784	F	IRD	PTN000000113	PTN008300250	true	8	0		20260528
PTHR10003	GO:0005507	F	IRD	PTN000000113	PTN008300295	true	0	0		20221207
PTHR10003	GO:0005507	F	IRD	PTN000000113	PTN002224320	true	0	0		20230510
PTHR10003	GO:0019430	P	IRD	PTN000000113	PTN008300295	true	0	0		20260528
PTHR10037	GO:0001518	C	IRD	PTN000004137	PTN000004420	true	2	1	PTHR10037:SF14	20241119
PTHR10037	GO:0005248	F	IRD	PTN000004137	PTN000004420	true	2	1	PTHR10037:SF14	20241119
PTHR10037	GO:0005891	C	IRD	PTN001295293	PTN008692511	true	11	10	PTHR10037:SF14;PTHR10037:SF206;PTHR10037:SF208;PTHR10037:SF210;PTHR10037:SF221;PTHR10037:SF223;PTHR10037:SF23;PTHR10037:SF237;PTHR10037:SF278;PTHR10037:SF280	20260530
PTHR10037	GO:0008331	F	IRD	PTN001295293	PTN008692511	true	11	10	PTHR10037:SF14;PTHR10037:SF206;PTHR10037:SF208;PTHR10037:SF210;PTHR10037:SF221;PTHR10037:SF223;PTHR10037:SF23;PTHR10037:SF237;PTHR10037:SF278;PTHR10037:SF280	20260530
PTHR10037	GO:0019228	P	IRD	PTN002559277	PTN000004420	true	2	1	PTHR10037:SF14	20260218
PTHR10037	GO:0019233	P	IRD	PTN000004282	PTN000004420	true	2	1	PTHR10037:SF14	20250403
PTHR10037	GO:0030424	C	IRD	PTN008300729	PTN000004420	true	2	1	PTHR10037:SF14	20231214
PTHR10037	GO:0030424	C	IRD	PTN008300729	PTN001295085	true	0	0		20231214
PTHR10037	GO:0086010	P	IRD	PTN000004140	PTN000004420	true	2	1	PTHR10037:SF14	20241119
PTHR10037	GO:0098703	P	IRD	PTN001295293	PTN008692511	true	11	10	PTHR10037:SF14;PTHR10037:SF206;PTHR10037:SF208;PTHR10037:SF210;PTHR10037:SF221;PTHR10037:SF223;PTHR10037:SF23;PTHR10037:SF237;PTHR10037:SF278;PTHR10037:SF280	20230712
PTHR10071	GO:0048738	P	IRD	PTN002560190	PTN002467701	true	0	0		20181120
PTHR10073	GO:0032389	C	IRD	PTN000008284	PTN000008324	true	1	1	PTHR10073:SF54	20251218
PTHR10078	GO:0005125	F	IRD	PTN002560644	PTN000008663	true	0	0		20250411
PTHR10078	GO:0005125	F	IRD	PTN002560644	PTN007419360	true	6	1	PTHR10078:SF28	20250411
PTHR10078	GO:0019221	P	IRD	PTN002560644	PTN000008663	true	0	0		20250902
PTHR10078	GO:0019221	P	IRD	PTN002560644	PTN007419360	true	6	1	PTHR10078:SF28	20250902
PTHR10078	GO:0071222	P	IRD	PTN002560644	PTN007419360	true	6	1	PTHR10078:SF28	20260528
PTHR10110	GO:0005886	C	IRD	PTN008493947	PTN000803809	true	2	1	PTHR10110:SF187	20260528
PTHR10110	GO:0098719	P	IRD	PTN008493947	PTN000011723	true	4	1	PTHR10110:SF191	20170228
PTHR10110	GO:0098719	P	IRD	PTN008493947	PTN000803809	true	2	1	PTHR10110:SF187	20170228
PTHR10131	GO:0005164	F	IRD	PTN000805720	PTN000805728	true	0	0		20240924
PTHR10131	GO:0005164	F	IRD	PTN000805720	PTN007421972	true	0	0		20220704
PTHR10131	GO:0005164	F	IRD	PTN000805720	PTN002227906	true	0	0		20200807
PTHR10131	GO:0007166	P	IRD	PTN008301857	PTN000805728	true	0	0		20250411
PTHR10131	GO:0007166	P	IRD	PTN008301857	PTN007421972	true	0	0		20250411
PTHR10131	GO:0007166	P	IRD	PTN008301857	PTN002227906	true	0	0		20250411
PTHR10131	GO:0007166	P	IRD	PTN008301857	PTN008494389	true	0	0		20250411
PTHR10131	GO:0031663	P	IRD	PTN008494376	PTN000805675	true	0	0		20230508
PTHR10131	GO:0033209	P	IRD	PTN000805720	PTN000805728	true	0	0		20240409
PTHR10131	GO:0033209	P	IRD	PTN000805720	PTN002227906	true	0	0		20231108
PTHR10131	GO:0035591	F	IRD	PTN008301857	PTN000805728	true	0	0		20240409
PTHR10131	GO:0035591	F	IRD	PTN008301857	PTN007421972	true	0	0		20240409
PTHR10131	GO:0035591	F	IRD	PTN008301857	PTN002227906	true	0	0		20240409
PTHR10131	GO:0035591	F	IRD	PTN008301857	PTN008494389	true	0	0		20240409
PTHR10131	GO:0043122	P	IRD	PTN000805648	PTN000805728	true	0	0		20260528
PTHR10131	GO:0043122	P	IRD	PTN000805648	PTN007421972	true	0	0		20260528
PTHR10131	GO:0043122	P	IRD	PTN000805648	PTN002562099	true	0	0		20260528
PTHR10131	GO:0043122	P	IRD	PTN000805648	PTN002227906	true	0	0		20260528
PTHR10131	GO:0043122	P	IRD	PTN000805648	PTN008494389	true	0	0		20260528
PTHR10131	GO:0043122	P	IRD	PTN000805648	PTN000805675	true	0	0		20260528
PTHR10169	GO:0005634	C	IRD	PTN000018888	PTN000808013	true	1	1	PTHR10169:SF49	20250924
PTHR10169	GO:0005634	C	IRD	PTN000018888	PTN000808027	true	0	0		20250924
PTHR10169	GO:0005694	C	IRD	PTN000018888	PTN000808013	true	1	1	PTHR10169:SF49	20260528
PTHR10169	GO:0005694	C	IRD	PTN000018888	PTN000808027	true	0	0		20260528
PTHR10177	GO:0000082	P	IRD	PTN000019791	PTN000020164	true	0	0		20260528
PTHR10185	GO:0012505	C	IRD	PTN000022358	PTN002565043	true	0	0		20260528
PTHR10196	GO:0004370	F	IKR	PTN000023392	PTN000023496	true	0	0		20250326
