gene	acc	node	go_id	aspect	evidence	negated	n_seeds	propagated	our_action	node_date
wee1	P07527	PTN000113601	GO:0005737	C	IBD	false	19	true	KEEP_AS_NON_CORE	20260528
wee1	P07527	PTN000113601	GO:0005634	C	IBD	false	15	true	ACCEPT	20260528
wee1	P07527	PTN000113601	GO:0004672	F	IBD	false	37	false	-	20260528
wee1	P07527	PTN000867899	GO:0004713	F	IBD	false	3	true	ACCEPT	20230510
wee1	P07527	PTN008315181	GO:0110031	P	IBD	false	2	true	ACCEPT	20230510
wee1	P07527	PTN008315181	GO:0010972	P	IBD	false	5	true	ACCEPT	20250902
cdc25	P06652	PTN000089071	GO:0110032	P	IBD	false	1	true	KEEP_AS_NON_CORE	20180307
cdc25	P06652	PTN000089071	GO:0010971	P	IBD	false	3	true	ACCEPT	20240205
cdc25	P06652	PTN000089071	GO:0000086	P	IBD	false	5	true	ACCEPT	20240729
cdc25	P06652	PTN000850864	GO:0004725	F	IBD	false	6	false	-	20260528
cdc25	P06652	PTN000850864	GO:0005634	C	IBD	false	9	true	ACCEPT	20251218
cdc25	P06652	PTN000850864	GO:0005737	C	IBD	false	6	true	ACCEPT	20260528
cdc2	P04551	PTN000623979	GO:0005737	C	IBD	false	11	false	-	20260529
cdc2	P04551	PTN000623979	GO:0000086	P	IBD	false	2	true	ACCEPT	20250729
cdc2	P04551	PTN000623979	GO:0007165	P	IBD	false	6	false	-	20230111
cdc2	P04551	PTN000623980	GO:0004693	F	IBD	false	12	true	ACCEPT	20250729
cdc2	P04551	PTN000623980	GO:0000307	C	IBD	false	11	true	ACCEPT	20250903
cdc13	P10815	PTN000019791	GO:0000307	C	IBD	false	24	true	ACCEPT	20250902
cdc13	P10815	PTN000019791	GO:0005737	C	IBD	false	32	false	-	20260528
cdc13	P10815	PTN000019791	GO:0005634	C	IBD	false	47	false	-	20260528
cdc13	P10815	PTN000019791	GO:0016538	F	IBD	false	34	true	ACCEPT	20250902
cdc13	P10815	PTN000019791	GO:0000082	P	IBD	false	16	false	-	20260528
cdc13	P10815	PTN000808767	GO:0007089	P	IBD	false	1	true	MARK_AS_OVER_ANNOTATED	20240314
cdc13	P10815	PTN007424001	GO:0005815	C	IBD	false	7	true	KEEP_AS_NON_CORE	20251218
chk1	P34208	PTN002389494	GO:0005634	C	IBD	false	2	true	ACCEPT	20211119
chk1	P34208	PTN002389494	GO:0005737	C	IBD	false	1	true	KEEP_AS_NON_CORE	20170228
chk1	P34208	PTN002389494	GO:0035861	C	IBD	false	1	true	ACCEPT	20171018
chk1	P34208	PTN002389494	GO:0007095	P	IBD	false	1	true	ACCEPT	20210601
cds1	Q09170	PTN005196447	GO:0005737	C	IBD	false	6	true	KEEP_AS_NON_CORE	20260530
cds1	Q09170	PTN005196447	GO:0005634	C	IBD	false	9	true	ACCEPT	20230604
cds1	Q09170	PTN005196447	GO:0004674	F	IBD	false	9	true	ACCEPT	20241121
rad3	Q02099	PTN000124197	GO:0005634	C	IBD	false	31	false	-	20260528
rad3	Q02099	PTN000124197	GO:0004674	F	IBD	false	18	true	ACCEPT	20260528
rad3	Q02099	PTN001673376	GO:0005694	C	IBD	false	5	true	ACCEPT	20260528
rad3	Q02099	PTN001673376	GO:0000278	P	IBD	false	7	false	-	20260210
rad3	Q02099	PTN001673376	GO:0000723	P	IBD	false	7	false	-	20240918
rad3	Q02099	PTN001673376	GO:0006281	P	IBD	false	10	false	-	20241120
rad3	Q02099	PTN001673376	GO:0000077	P	IBD	false	11	true	ACCEPT	20250902
sty1	Q09892	PTN001172058	GO:0034599	P	IBD	false	4	true	ACCEPT	20220924
sty1	Q09892	PTN001172058	GO:0051403	P	IBD	false	1	true	ACCEPT	20240206
sty1	Q09892	PTN001172058	GO:0007231	P	IBD	false	2	true	ACCEPT	20210102
wis1	P33886	PTN000684494	GO:0004708	F	IBD	false	29	false	-	20250904
wis1	P33886	PTN000684494	GO:0000165	P	IBD	false	28	true	ACCEPT	20260601
wis1	P33886	PTN001220544	GO:0071474	P	IBD	false	3	true	ACCEPT	20210906
atf1	P52890	PTN004510459	GO:0000981	F	IBD	false	11	true	ACCEPT	20260529
atf1	P52890	PTN004510459	GO:0005634	C	IBD	false	12	true	ACCEPT	20260529
atf1	P52890	PTN004510459	GO:0006357	P	IBD	false	14	true	ACCEPT	20250903
atf1	P52890	PTN004510459	GO:0000978	F	IBD	false	9	true	ACCEPT	20241120
pap1	Q01663	PTN008082960	GO:0000976	F	IBD	false	3	true	ACCEPT	20210531
pap1	Q01663	PTN008082960	GO:0090575	C	IBD	false	2	true	ACCEPT	20210407
pap1	Q01663	PTN008082960	GO:0001228	F	IBD	false	3	true	ACCEPT	20210407
ste11	P36631	PTN002910095	GO:0000981	F	IBD	false	7	true	ACCEPT	20251220
ste11	P36631	PTN002910095	GO:0006357	P	IBD	false	9	true	ACCEPT	20251220
ste11	P36631	PTN002910095	GO:0005634	C	IBD	false	12	true	ACCEPT	20260530
ste11	P36631	PTN002910095	GO:0000978	F	IBD	false	5	true	ACCEPT	20200909
ago1	O74957	PTN000527276	GO:0003727	F	IBD	false	9	true	ACCEPT	20210924
dcr1	Q09884	PTN000383725	GO:0030422	P	IBD	false	5	true	ACCEPT	20220414
dcr1	Q09884	PTN000383725	GO:0004525	F	IBD	false	5	true	ACCEPT	20241120
dcr1	Q09884	PTN000383725	GO:0005634	C	IBD	false	4	true	ACCEPT	20230603
dcr1	Q09884	PTN000383725	GO:0003723	F	IBD	false	6	true	MARK_AS_OVER_ANNOTATED	20241120
dcr1	Q09884	PTN000383725	GO:0005737	C	IBD	false	7	true	KEEP_AS_NON_CORE	20251219
cnp1	Q9Y812	PTN008320273	GO:0043505	C	IBD	false	4	true	ACCEPT	20250701
cnp1	Q9Y812	PTN008517672	GO:0000776	C	IBD	false	4	true	ACCEPT	20250902
cnp1	Q9Y812	PTN008967730	GO:0030527	F	IBD	false	10	true	ACCEPT	20260528
cnp1	Q9Y812	PTN008967730	GO:0005634	C	IBD	false	31	false	-	20260528
cnp1	Q9Y812	PTN008967730	GO:0000786	C	IBD	false	17	false	-	20250902
cdc42	Q01112	PTN000632671	GO:0003924	F	IBD	false	44	false	-	20260529
cdc42	Q01112	PTN000632671	GO:0007015	P	IBD	false	21	true	ACCEPT	20241120
cdc42	Q01112	PTN000632671	GO:0005525	F	IBD	false	27	false	-	20250903
cdc42	Q01112	PTN000632671	GO:0005886	C	IBD	false	52	false	-	20260529
cdc42	Q01112	PTN000632671	GO:0007165	P	IBD	false	34	false	-	20260529
cdc42	Q01112	PTN008604840	GO:0019901	F	IBD	false	4	true	MARK_AS_OVER_ANNOTATED	20230330
cdc42	Q01112	PTN008604842	GO:0006897	P	IBD	false	3	true	KEEP_AS_NON_CORE	20230406
cdc42	Q01112	PTN008604842	GO:0030010	P	IBD	false	6	true	ACCEPT	20240305
pom1	Q09690	PTN008603465	GO:0005737	C	IBD	false	7	true	KEEP_AS_NON_CORE	20260529
pom1	Q09690	PTN008603465	GO:0005856	C	IBD	false	4	true	REMOVE	20200809
swi6	P40381	PTN000517042	GO:0031507	P	IBD	false	9	true	ACCEPT	20260529
swi6	P40381	PTN000517042	GO:0005721	C	IBD	false	10	true	ACCEPT	20260529
swi6	P40381	PTN000517042	GO:0003682	F	IBD	false	5	true	KEEP_AS_NON_CORE	20250903
plo1	P50528	PTN000679870	GO:0005737	C	IBD	false	6	true	KEEP_AS_NON_CORE	20240919
plo1	P50528	PTN000679870	GO:0007052	P	IBD	false	4	true	ACCEPT	20221124
plo1	P50528	PTN000679870	GO:0004674	F	IBD	false	13	true	ACCEPT	20250903
plo1	P50528	PTN000679870	GO:0000922	C	IBD	false	7	true	ACCEPT	20241120
plo1	P50528	PTN000679870	GO:0000776	C	IBD	false	4	true	ACCEPT	20221124
plo1	P50528	PTN001217810	GO:0005816	C	IBD	false	4	true	ACCEPT	20210531
plo1	P50528	PTN007795324	GO:0005634	C	IBD	false	13	true	ACCEPT	20260529
ark1	O59790	PTN000681967	GO:0051233	C	IBD	false	9	true	ACCEPT	20240731
ark1	O59790	PTN000681967	GO:0005876	C	IBD	false	4	true	KEEP_AS_NON_CORE	20250903
ark1	O59790	PTN000681967	GO:0005634	C	IBD	false	13	false	-	20251220
ark1	O59790	PTN000681967	GO:0032133	C	IBD	false	9	true	ACCEPT	20250903
ark1	O59790	PTN000681967	GO:0032465	P	IBD	false	5	true	KEEP_AS_NON_CORE	20231109
ark1	O59790	PTN000681967	GO:0007052	P	IBD	false	7	true	KEEP_AS_NON_CORE	20260529
ark1	O59790	PTN000681968	GO:0000922	C	IBD	false	8	true	KEEP_AS_NON_CORE	20250903
ark1	O59790	PTN000681968	GO:0000776	C	IBD	false	5	true	ACCEPT	20221124
cut7	P24339	PTN000649234	GO:0051231	P	IBD	false	5	true	ACCEPT	20250904
cut7	P24339	PTN000649234	GO:0072686	C	IBD	false	5	true	ACCEPT	20251221
cut7	P24339	PTN000649234	GO:0090307	P	IBD	false	5	true	ACCEPT	20220926
cut7	P24339	PTN000649234	GO:0005876	C	IBD	false	7	true	ACCEPT	20250904
cut7	P24339	PTN000649234	GO:0008574	F	IBD	false	3	true	ACCEPT	20220926
cut7	P24339	PTN000649235	GO:0005634	C	IBD	false	1	true	KEEP_AS_NON_CORE	20210601
