family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR43880	PTN000191653	GO:0005829	C	IBD	false	MGI:MGI:87921|UniProtKB:P00325|UniProtKB:P00326|UniProtKB:P07327|UniProtKB:P25437|UniProtKB:P40394	taxon:	20260530
PTHR43880	PTN000191653	GO:0004022	F	IBD	false	AGI_LocusCode:AT1G77120|AGI_LocusCode:AT5G43940|FB:FBgn0011768|MGI:MGI:1349472|MGI:MGI:87921|MGI:MGI:87926|RGD:2044|RGD:2292706|RGD:621638|RGD:71028|SGD:S000002327|UniProtKB:P00325|UniProtKB:P00326|UniProtKB:P07327|UniProtKB:P08319|UniProtKB:P11766|UniProtKB:P25437|UniProtKB:P28332|UniProtKB:P28469|UniProtKB:P40394|ZFIN:ZDB-GENE-030529-2|ZFIN:ZDB-GENE-030529-3	taxon:	20260828
PTHR43880	PTN000191653	GO:0008270	F	IBD	false	RGD:621638|UniProtKB:P00325|UniProtKB:P08319|UniProtKB:P11766|UniProtKB:P25437	taxon:	20181004
PTHR43880	PTN000191653	GO:0051903	F	IBD	false	AGI_LocusCode:AT5G43940|FB:FBgn0011768|MGI:MGI:87929|SGD:S000002327|UniProtKB:P11766|UniProtKB:P25437	taxon:	20260530
PTHR43880	PTN000191653	GO:0046294	P	IBD	false	MGI:MGI:87929|SGD:S000002327|UniProtKB:P25437	taxon:	20181004
PTHR43880	PTN000191662	GO:0004745	F	IBD	false	MGI:MGI:87921|MGI:MGI:87926|RGD:2044|UniProtKB:P00325|UniProtKB:P40394	taxon:32523	20241121
PTHR43880	PTN000191662	GO:0051903	F	IRD	true	PANTHER:PTN000191653	taxon:32523	20260530
PTHR43880	PTN000191662	GO:0042572	P	IBD	false	MGI:MGI:87921|MGI:MGI:87926|RGD:621638	taxon:32523	20181004
PTHR43880	PTN000191662	GO:0042573	P	IBD	false	MGI:MGI:87921|MGI:MGI:87926	taxon:32523	20181004
PTHR43880	PTN000191662	GO:0046294	P	IRD	true	PANTHER:PTN000191653	taxon:32523	20181004
