id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0L833,Sec-independent protein translocase protein TatC,protein,156889,Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),tatC,271,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
A0RW14,Sec-independent protein translocase protein TatC,protein,414004,Cenarchaeum symbiosum (strain A),Cenarchaeum symbiosum (strain A),tatC,264,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
B2UN92,Sec-independent protein translocase protein TatC,protein,349741,Akkermansia muciniphila (strain ATCC BAA-835 / DSM 22959 / JCM 33894 / BCRC 81048 / CCUG 64013 / CIP 107961 / Muc),Akkermansia muciniphila (strain ATCC BAA-835 / DSM 22959 / JCM 33894 / BCRC 81048 / CCUG 64013 / CIP 107961 / Muc),tatC,348,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
C0QD59,Sec-independent protein translocase protein TatC,protein,177437,Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2),Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2),tatC,270,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
C4IZX0,"Sec-independent protein translocase protein TATC, chloroplastic",protein,4577,Zea mays,Zea mays (Maize),TATC,356,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
C4LIK6,Sec-independent protein translocase protein TatC,protein,645127,Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717),Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717),tatC,414,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D0J948,Sec-independent protein translocase protein TatC,protein,600809,Blattabacterium sp. subsp. Periplaneta americana (strain BPLAN),Blattabacterium sp. subsp. Periplaneta americana (strain BPLAN),tatC,266,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D0KWI6,Sec-independent protein translocase protein TatC,protein,555778,Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2),Halothiobacillus neapolitanus (strain ATCC 23641 / DSM 15147 / CIP 104769 / NCIMB 8539 / c2),tatC,366,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D1BTU8,Sec-independent protein translocase protein TatC,protein,446471,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),tatC,276,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D2BJS8,Sec-independent protein translocase protein TatC,protein,311424,Dehalococcoides mccartyi (strain VS),Dehalococcoides mccartyi (strain VS),tatC,262,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D2NT99,Sec-independent protein translocase protein TatC,protein,680646,Rothia mucilaginosa (strain DY-18),Rothia mucilaginosa (strain DY-18),tatC,293,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D4GZC9,Sec-independent protein translocase protein TatCt,protein,309800,Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2),Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2),tatCt,718,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D4GZD0,Sec-independent protein translocase protein TatCo,protein,309800,Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2),Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2),tatCo,441,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
D5AT98,Sec-independent protein translocase protein TatC,protein,272942,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),tatC,282,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
O05523,Sec-independent protein translocase protein TatCy,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),tatC2,254,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
O21266,Uncharacterized tatC-like protein ymf16,protein,48483,Reclinomonas americana,Reclinomonas americana,YMF16,260,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
O25701,Sec-independent protein translocase protein TatC,protein,85962,Helicobacter pylori (strain ATCC 700392 / 26695),Helicobacter pylori (strain ATCC 700392 / 26695),tatC,253,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
O67305,Sec-independent protein translocase protein TatC,protein,224324,Aquifex aeolicus (strain VF5),Aquifex aeolicus (strain VF5),tatC,240,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
O78493,Uncharacterized tatC-like protein ycf43,protein,55529,Guillardia theta,Guillardia theta (Cryptophyte),ycf43,290,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P38459,Uncharacterized tatC-like protein ymf16,protein,3197,Marchantia polymorpha,Marchantia polymorpha (Common liverwort),YMF16,244,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P42252,Sec-independent protein translocase protein TatCd,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),tatC1,242,PTHR30371:SF4,SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATCD,True
P44560,Sec-independent protein translocase protein TatC,protein,71421,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),tatC,256,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P49538,Uncharacterized tatC-like protein ycf43,protein,1514140,Trieres chinensis,Trieres chinensis (Marine centric diatom),ycf43,263,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P51264,Uncharacterized tatC-like protein ycf43,protein,2787,Porphyra purpurea,Porphyra purpurea (Red seaweed),ycf43,254,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P54078,Sec-independent protein translocase protein TatC,protein,272631,Mycobacterium leprae (strain TN),Mycobacterium leprae (strain TN),tatC,310,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P54085,Sec-independent protein translocase protein TatC,protein,355,Azotobacter chroococcum mcd 1,Azotobacter chroococcum mcd 1,tatC,255,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P54086,Sec-independent protein translocase protein TatC,protein,1111708,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),tatC,254,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P66896,Sec-independent protein translocase protein TatC,protein,233413,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),tatC,308,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
P69423,Sec-independent protein translocase protein TatC,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),tatC,258,PTHR30371:SF0,"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED",True
