gene	contrast	log2fc	p_value	significant
CASPL1B1	prolonged heat stress vs control in root	-2.3	8.56294296257416e-45	True
CASPL1B1	prolonged salt treatment vs control in root	-1.0	3.11785548599664e-11	True
CASPL1B1	short term cold temperature regimen vs control in root	-0.1	0.880406589204031	False
CASPL1B1	short term drought environment vs control in root	-1.4	1.35899727881973e-08	True
CASPL1B1	short term heat stress vs control in root	-1.2	1.28666442500737e-09	True
CASPL1B1	short term salt treatment vs control in root	-0.4	0.0263052601083261	False
CASPL1B1	prolonged cold temperature regimen vs control in root	-0.4	0.0194195359501269	False
CASPL1B1	prolonged drought environment vs control in root	-0.3	0.0942745038377888	False
CASPL1B1	prolonged heat stress vs control in stem xylem	-1.6	0.120121505637285	False
CASPL1B1	prolonged salt treatment vs control in stem xylem	-1.0	0.310779371016682	False
CASPL1B1	short term cold temperature regimen vs control in stem xylem	-1.3	0.0672410934888997	False
CASPL1B1	short term drought environment vs control in stem xylem	-1.0	0.179450704889087	False
CASPL1B1	short term heat stress vs control in stem xylem	-1.1	0.298255103723786	False
CASPL1B1	short term salt treatment vs control in stem xylem	-1.1	0.0424280885184589	True
CASPL1B1	prolonged cold temperature regimen vs control in stem xylem	-0.8	0.295406331691065	False
CASPL1B1	prolonged drought environment vs control in stem xylem	-0.8	0.484183475507744	False
CASPL1B1	prolonged heat stress vs control in vascular leaf	-1.8	0.0958690923259294	False
CASPL1B1	prolonged salt treatment vs control in vascular leaf	-2.5	0.0643997202678851	False
CASPL1B1	short term cold temperature regimen vs control in vascular leaf	-0.8	0.4643132087359	False
CASPL1B1	short term heat stress vs control in vascular leaf	-2.2	0.037228956513969	True
CASPL1B1	short term salt treatment vs control in vascular leaf	-0.9	0.32054579919109	False
CASPL1B1	prolonged cold temperature regimen vs control in vascular leaf	-0.7	0.43063506071262	False
CASPL1B1	prolonged drought environment vs control in vascular leaf	0.4	0.714189448572653	False
CASPL1F1	prolonged heat stress vs control in stem xylem	-1.5	0.210036944326011	False
CASPL1F1	prolonged salt treatment vs control in stem xylem	0.1	0.920609391401314	False
CASPL1F1	short term drought environment vs control in stem xylem	-0.3	0.759773983157798	False
CASPL1F1	prolonged cold temperature regimen vs control in stem xylem	0.2	0.860695257170916	False
CASPL1F1	prolonged drought environment vs control in stem xylem	-1.3	0.432348878070441	False
CASPL1F1	prolonged heat stress vs control in vascular leaf	-1.8	0.096840418595688	False
CASPL1F1	prolonged salt treatment vs control in vascular leaf	-1.1	0.440190585055486	False
CASPL1F1	short term cold temperature regimen vs control in vascular leaf	-1.2	0.256171269618349	False
CASPL1F1	short term heat stress vs control in vascular leaf	-1.7	0.110044617326234	False
CASPL1F1	short term salt treatment vs control in vascular leaf	-1.3	0.104155656591712	False
CASPL1F1	prolonged cold temperature regimen vs control in vascular leaf	-0.4	0.680559551696967	False
CASPL1F1	prolonged drought environment vs control in vascular leaf	-1.5	0.0930224613917321	False
CASPL1F2	prolonged heat stress vs control in root	-2.7	0.00161919977267584	True
CASPL1F2	prolonged salt treatment vs control in root	-1.3	0.0587945114994778	False
CASPL1F2	short term cold temperature regimen vs control in root	-1.5	0.0593804351905585	False
CASPL1F2	short term drought environment vs control in root	-1.9	0.00709406936344457	True
CASPL1F2	short term heat stress vs control in root	-2.3	0.00489881072735205	True
CASPL1F2	short term salt treatment vs control in root	-1.7	0.0181548420832718	True
CASPL1F2	prolonged cold temperature regimen vs control in root	-1.6	0.0520137432134035	False
CASPL1F2	prolonged drought environment vs control in root	-2.1	0.00614291457602477	True
CASPL1F2	prolonged heat stress vs control in stem xylem	-2.7	0.000508880066201021	True
CASPL1F2	prolonged salt treatment vs control in stem xylem	-3.9	7.80839015805117e-07	True
CASPL1F2	short term cold temperature regimen vs control in stem xylem	-1.1	0.119886915532583	False
CASPL1F2	short term drought environment vs control in stem xylem	-0.8	0.240076374720528	False
CASPL1F2	short term heat stress vs control in stem xylem	-1.9	0.0201978541129645	True
CASPL1F2	short term salt treatment vs control in stem xylem	-0.5	0.507700993205813	False
CASPL1F2	prolonged cold temperature regimen vs control in stem xylem	0.2	0.812884226511595	False
CASPL1F2	prolonged drought environment vs control in stem xylem	-4.1	9.13825375013514e-05	True
CASPL1F2	prolonged heat stress vs control in vascular leaf	0.8	3.14036485143306e-05	False
CASPL1F2	prolonged salt treatment vs control in vascular leaf	-3.6	1.15779148107172e-33	True
CASPL1F2	short term cold temperature regimen vs control in vascular leaf	-0.4	0.123331317433477	False
CASPL1F2	short term heat stress vs control in vascular leaf	-0.2	0.449698084234018	False
CASPL1F2	short term salt treatment vs control in vascular leaf	0.7	0.00244235188536463	False
CASPL1F2	prolonged cold temperature regimen vs control in vascular leaf	-0.6	0.04619221727699	False
CASPL1F2	prolonged drought environment vs control in vascular leaf	-0.9	0.0505770239242139	False
CASPL2A2	prolonged salt treatment vs control in root	-0.1	0.940492047055424	False
CASPL2A2	short term cold temperature regimen vs control in root	0.4	0.722544072966308	False
