gene	contrast	log2fc	p_value	significant
CASPL1B1	prolonged heat stress vs control in root	-2.3	8.56294296257416e-45	True
CASPL1B1	prolonged salt treatment vs control in root	-1.0	3.11785548599664e-11	True
CASPL1B1	short term drought environment vs control in root	-1.4	1.35899727881973e-08	True
CASPL1B1	short term heat stress vs control in root	-1.2	1.28666442500737e-09	True
CASPL1B1	short term salt treatment vs control in stem xylem	-1.1	0.0424280885184589	True
CASPL1B1	short term heat stress vs control in vascular leaf	-2.2	0.037228956513969	True
CASPL1F2	prolonged heat stress vs control in root	-2.7	0.00161919977267584	True
CASPL1F2	short term drought environment vs control in root	-1.9	0.00709406936344457	True
CASPL1F2	short term heat stress vs control in root	-2.3	0.00489881072735205	True
CASPL1F2	short term salt treatment vs control in root	-1.7	0.0181548420832718	True
CASPL1F2	prolonged drought environment vs control in root	-2.1	0.00614291457602477	True
CASPL1F2	prolonged heat stress vs control in stem xylem	-2.7	0.000508880066201021	True
CASPL1F2	prolonged salt treatment vs control in stem xylem	-3.9	7.80839015805117e-07	True
CASPL1F2	short term heat stress vs control in stem xylem	-1.9	0.0201978541129645	True
CASPL1F2	prolonged drought environment vs control in stem xylem	-4.1	9.13825375013514e-05	True
CASPL1F2	prolonged salt treatment vs control in vascular leaf	-3.6	1.15779148107172e-33	True
CASPL2A2	prolonged heat stress vs control in vascular leaf	-3.5	1.39585504685561e-12	True
CASPL2A2	prolonged salt treatment vs control in vascular leaf	-4.8	2.25385364998671e-13	True
CASPL2A2	short term heat stress vs control in vascular leaf	-3.4	1.07098607210743e-11	True
CASPL2A2	short term salt treatment vs control in vascular leaf	-2.0	5.3318904009911e-07	True
CASPL2A2	prolonged drought environment vs control in vascular leaf	-1.7	8.62143674639377e-06	True
CASPL2B2	short term drought environment vs control in root	1.1	0.000115235623484361	True
CASPL2B2	prolonged cold temperature regimen vs control in stem xylem	1.1	9.12428004222355e-08	True
CASPL2B2	prolonged salt treatment vs control in vascular leaf	-3.0	0.000138048533755068	True
CASPL2B2	short term heat stress vs control in vascular leaf	-1.5	0.0210545748781577	True
CASPL2B2	prolonged drought environment vs control in vascular leaf	-2.0	0.00172952708767564	True
CASPL2C1	prolonged heat stress vs control in vascular leaf	-2.6	4.07459368274948e-08	True
CASPL2C1	prolonged salt treatment vs control in vascular leaf	-5.0	6.49232705871541e-11	True
CASPL2C1	short term cold temperature regimen vs control in vascular leaf	-1.4	0.00316027460177785	True
CASPL2C1	short term heat stress vs control in vascular leaf	-2.0	4.13909332172196e-06	True
CASPL2C1	short term salt treatment vs control in vascular leaf	-1.5	0.000285150735683605	True
CASPL2C1	prolonged drought environment vs control in vascular leaf	-1.6	0.00181909439595904	True
CASPL3A1	prolonged cold temperature regimen vs control in root	2.1	8.20066697356367e-09	True
CASPL3A1	prolonged drought environment vs control in stem xylem	-2.1	0.00664621180196848	True
CASPL3A2	short term salt treatment vs control in root	1.2	3.17520498932755e-08	True
CASPL3A2	prolonged cold temperature regimen vs control in root	1.2	1.67557006487349e-10	True
CASPL3A2	prolonged salt treatment vs control in stem xylem	1.7	3.83569562195274e-05	True
CASPL4C1	prolonged salt treatment vs control in root	1.8	1.2653587380046e-06	True
CASPL4C1	short term drought environment vs control in root	1.9	3.36866969177305e-05	True
CASPL4C1	short term heat stress vs control in root	1.6	3.30389399834897e-05	True
CASPL4C1	short term salt treatment vs control in root	1.9	1.93785052037662e-06	True
CASPL4C1	prolonged drought environment vs control in root	1.0	0.0152963979534354	True
CASPL4C1	prolonged heat stress vs control in stem xylem	1.6	1.62470326389121e-05	True
CASPL4C1	prolonged salt treatment vs control in stem xylem	1.1	0.0111877717542281	True
CASPL4C1	short term drought environment vs control in stem xylem	2.0	2.48408776770609e-10	True
CASPL4C1	short term heat stress vs control in stem xylem	2.1	9.49479633751206e-10	True
CASPL4C1	prolonged drought environment vs control in stem xylem	3.0	2.14384149068742e-14	True
CASPL4C1	short term cold temperature regimen vs control in vascular leaf	-2.3	3.76675977471513e-06	True
CASPL4C1	short term salt treatment vs control in vascular leaf	1.0	0.000620330441713759	True
CASPL4C1	prolonged cold temperature regimen vs control in vascular leaf	-1.8	0.000106627199702356	True
CASPL4C2	prolonged salt treatment vs control in root	1.0	8.72966114689695e-05	True
CASPL4C2	prolonged heat stress vs control in stem xylem	1.1	0.00632910802915541	True
CASPL4C2	prolonged salt treatment vs control in stem xylem	1.3	0.000435615676922073	True
CASPL4C2	prolonged heat stress vs control in vascular leaf	1.7	0.00443688479148612	True
CASPL4C2	short term heat stress vs control in vascular leaf	1.6	0.0105567919780614	True
CASPL4D1	prolonged heat stress vs control in root	-1.8	0.0205446469483322	True
CASPL4D1	prolonged salt treatment vs control in root	-1.8	0.00755590376265193	True
CASPL4D1	short term drought environment vs control in root	-2.1	0.00378429788836175	True
CASPL4D1	short term heat stress vs control in root	-1.8	0.020419383400569	True
CASPL4D1	prolonged cold temperature regimen vs control in root	-2.0	0.0116526343965305	True
CASPL4D1	short term drought environment vs control in stem xylem	1.6	0.0109215553936899	True
CASPL4D1	prolonged drought environment vs control in stem xylem	5.1	1.60323369261144e-05	True
