species,gene,term_id,term_label,evidence,action,reason
rat,Akt1,GO:0048266,behavioral response to pain,ISO,REMOVE,"Transferred donor phenotype/context is too narrow, tissue-specific, or stimulus-specific to justify a rat ISO annotation without rat-directed evidence."
rat,Aprt,GO:0007625,grooming behavior,ISO,MARK_AS_OVER_ANNOTATED,The cited/source evidence links Aprt to changes in expression or a downstream physiological state; it does not establish Aprt as an effector of grooming behavior.
rat,Ddo,GO:0007625,grooming behavior,ISO,MARK_AS_OVER_ANNOTATED,This phenotype or tissue/developmental term overstates the direct functional role of Ddo; it is better treated as downstream context.
rat,Casp3,GO:0036269,swimming behavior,IEP,MARK_AS_OVER_ANNOTATED,"Spurious IEP over-annotation derived from the swimming-based Morris Water Maze memory assay; the paper assays cognition/apoptosis, not swimming behaviour, and caspase-3 has no proximal role in locomotion or swimming."
rat,Tp53,GO:0048512,circadian behavior,ISS,MARK_AS_OVER_ANNOTATED,Organismal behavioral phenotype; not a core p53 function.
rat,Tp53,GO:0048512,circadian behavior,ISO,MARK_AS_OVER_ANNOTATED,Organismal behavioral phenotype; not a core p53 function.
human,INS,GO:2000252,negative regulation of feeding behavior,IDA,KEEP_AS_NON_CORE,"While insulin's central effects on appetite are physiologically important and contribute to
overall energy homeostasis, this is not a direct metabolic function. It's a behavioral/
neurological effect that is peripheral to core function."
human,TP53,GO:0048512,circadian behavior,IEA,KEEP_AS_NON_CORE,Non-core developmental function - p53 knockout mice develop normally.
human,TP53,GO:0048512,circadian behavior,ISS,KEEP_AS_NON_CORE,Non-core developmental function - p53 knockout mice develop normally.
human,UCK2,GO:0007631,feeding behavior,IEA,REMOVE,"No supporting evidence for UCK2 involvement in feeding behavior. This
appears to be an incorrect orthology-based inference. The deep research and
all publications focus on nucleotide metabolism, cancer biology, and drug activation,
with no mention of feeding behavior. The falcon deep research, which surveyed
foundational enzymology through 2024 cancer/antiviral literature, likewise
describes UCK2 exclusively as a pyrimidine ribonucleoside salvage kinase with
no feeding-behavior role, reinforcing that this is a false positive from
automated annotation transfer."
human,STAT3,GO:0060259,regulation of feeding behavior,IEA,KEEP_AS_NON_CORE,Electronic (IEA/ISS) behavioural annotation on a pleiotropic transcription factor; distal to its core JAK-STAT signalling role; non-core.
human,STAT3,GO:0060259,regulation of feeding behavior,ISS,KEEP_AS_NON_CORE,Electronic (IEA/ISS) behavioural annotation on a pleiotropic transcription factor; distal to its core JAK-STAT signalling role; non-core.
human,STAT3,GO:0042755,eating behavior,ISS,KEEP_AS_NON_CORE,Electronic (ISS) behavioural annotation on a pleiotropic transcription factor; non-core.
human,MKKS,GO:0035176,social behavior,ISS,MARK_AS_OVER_ANNOTATED,Distant behavioral phenotype from ortholog transfer; not a direct function.
human,CRBN,GO:0035641,locomotory exploration behavior,IEA,KEEP_AS_NON_CORE,Reflects organism-level behavioral phenotypes of rodent Crbn (consistent with CRBN's neuronal/BK-channel role) but is far removed from the molecular function and rests only on ortholog transfer.
human,BACE1,GO:0036269,swimming behavior,IEA,KEEP_AS_NON_CORE,"For GO:0036269 (swimming behavior), the IEA annotation with qualifier involved_in from GO_REF:0000107 supports retaining the annotation, but the term describes a context-specific outcome or peripheral branch rather than the principal BACE1 function: membrane aspartyl endopeptidase activity that initiates beta-site APP cleavage in TGN/endosomal trafficking compartments. Keeping it as non-core prevents broad pathway participation from being promoted to core function."
human,SOD1,GO:0007626,locomotory behavior,ISS,KEEP_AS_NON_CORE,Transferred from the rodent ortholog (electronic/ortholog evidence); reflects a pleiotropic organismal response to the loss of antioxidant protection rather than a core molecular function. Kept as non-core.
human,BBS4,GO:0030534,adult behavior,ISS,KEEP_AS_NON_CORE,Phenotype-derived; non-core.
human,ARCN1,GO:0008344,adult locomotory behavior,IEA,KEEP_AS_NON_CORE,"This annotation is based on mouse phenotype projection and represents a pleiotropic effect rather than ARCN1's core molecular or cellular function. ARCN1 mutations cause broad developmental defects including neurological abnormalities, and locomotory defects in mice likely reflect the general requirement for COPI-mediated transport in neuronal development and function rather than a specific role in locomotory behavior per se. This is a non-core annotation that reflects the consequences of disrupting an essential housekeeping protein during development."
human,TREM2,GO:0035176,social behavior,IEA,KEEP_AS_NON_CORE,This annotation reflects a cell-type-specific or downstream phenotype rather than the core TREM2 receptor-ligand signaling mechanism.
human,TREM2,GO:0035176,social behavior,IMP,KEEP_AS_NON_CORE,This annotation reflects a cell-type-specific or downstream phenotype rather than the core TREM2 receptor-ligand signaling mechanism.
human,THBS1,GO:0048266,behavioral response to pain,ISS,KEEP_AS_NON_CORE,Behavioral response to pain is not a well-characterized direct function of TSP1. Any effect would be indirect through its roles in inflammation or vascular regulation.
human,GCG,GO:0007631,feeding behavior,TAS,ACCEPT,Central GLP-1 inhibits feeding and is a physiological mediator of satiety. Correct process annotation for the GLP-1 chain.
human,THBS4,GO:0048266,behavioral response to pain,IEA,KEEP_AS_NON_CORE,"UniProt indicates TSP-4 ""May contribute to spinal presynaptic hypersensitivity and neuropathic pain states after peripheral nerve injury"" based on similarity. This is not a core function but a specialized role in the nervous system that warrants keeping the annotation as non-core."
human,THBS4,GO:0048266,behavioral response to pain,ISS,KEEP_AS_NON_CORE,This is based on similarity to mouse studies suggesting a role in neuropathic pain. Keep as non-core function.
human,BBS2,GO:0030534,adult behavior,ISS,KEEP_AS_NON_CORE,"Downstream organismal phenotype, not a direct molecular function."
human,CASP3,GO:0036269,swimming behavior,IEA,KEEP_AS_NON_CORE,Swimming behavior is a zebrafish-derived organismal phenotype transferred by orthology; non-core for human caspase-3.
human,APP,GO:0036269,swimming behavior,IEA,KEEP_AS_NON_CORE,Behavioral phenotype (swimming behavior) observed in mouse models. Not a core function of APP but a downstream consequence. Keep as non-core.
human,APP,GO:0007617,mating behavior,ISS,KEEP_AS_NON_CORE,Behavioral phenotype (mating behavior) observed in mouse models. Not a core function of APP but a downstream consequence. Keep as non-core.
human,APP,GO:0007626,locomotory behavior,ISS,KEEP_AS_NON_CORE,Behavioral phenotype (locomotory behavior) observed in mouse models. Not a core function of APP but a downstream consequence. Keep as non-core.
human,APP,GO:0008344,adult locomotory behavior,ISS,KEEP_AS_NON_CORE,Behavioral phenotype (adult locomotory behavior) observed in mouse models. Not a core function of APP but a downstream consequence. Keep as non-core.
human,PTEN,GO:0007626,locomotory behavior,ISS,KEEP_AS_NON_CORE,Downstream behavioral effect. Very distant from PTEN's core lipid phosphatase function.
human,PTEN,GO:0030534,adult behavior,ISS,MARK_AS_OVER_ANNOTATED,Too vague and distant from core molecular function. Over-annotation.
human,PTEN,GO:0035176,social behavior,ISS,MARK_AS_OVER_ANNOTATED,Behavioral phenotype very distant from core molecular function.
human,PTEN,GO:0042711,maternal behavior,ISS,MARK_AS_OVER_ANNOTATED,Behavioral phenotype very distant from core molecular function.
human,PEX13,GO:0001967,suckling behavior,ISS,KEEP_AS_NON_CORE,"Highly pleiotropic phenotype far removed from PEX13 molecular function. Suckling behavior impairment is a clinical feature of Zellweger syndrome mouse models due to neurological dysfunction, not a direct role of PEX13."
human,PEX13,GO:0007626,locomotory behavior,ISS,KEEP_AS_NON_CORE,Pleiotropic phenotype far removed from PEX13 molecular function. Locomotory defects arise from broad neurological and developmental impacts of peroxisome dysfunction.
