id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O60065,Peroxisomal membrane protein pex14,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),pex14,286,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
O75381,Peroxisomal membrane protein PEX14,protein,9606,Homo sapiens,Homo sapiens (Human),PEX14,377,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
P53112,Peroxisomal membrane protein PEX14,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),PEX14,341,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
P78723,Peroxisomal membrane protein PEX14,protein,870730,Pichia angusta,Pichia angusta (Yeast),PEX14,351,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
Q54C55,Peroxisomal membrane protein PEX14,protein,44689,Dictyostelium discoideum,Dictyostelium discoideum (Social amoeba),pex14,748,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
Q642G4,Peroxisomal membrane protein PEX14,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Pex14,376,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
Q9FXT6,Peroxisomal membrane protein PEX14,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),PEX14,507,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
Q9HG09,Peroxisomal membrane protein PEX14,protein,4922,Komagataella pastoris,Komagataella pastoris (Yeast),PEX14,425,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
Q9R0A0,Peroxisomal membrane protein PEX14,protein,10090,Mus musculus,Mus musculus (Mouse),Pex14,376,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
Q9Z2Z3,Peroxisomal membrane protein PEX14,protein,10030,Cricetulus longicaudatus,Cricetulus longicaudatus (Long-tailed dwarf hamster),PEX14,377,PTHR23058:SF0,PEROXISOMAL MEMBRANE PROTEIN PEX14,True
