gene	term_id	pmid	located
ARCN1	GO:0000139	33378371	ABSTRACT
ARCN1	GO:0006890	33378371	ABSTRACT
ARCN1	GO:0030126	33378371	ABSTRACT
ATP6AP1	GO:0005789	27231034	FULLTEXT
ATP6AP1	GO:0007035	33065002	ABSTRACT
ATP6AP1	GO:0007042	33065002	ABSTRACT
ATP6AP1	GO:0007042	33065002	FULLTEXT
ATP6AP1	GO:0010008	33065002	ABSTRACT
ATP6AP1	GO:0010008	33065002	FULLTEXT
ATP6AP1	GO:0033116	27231034	FULLTEXT
ATP6AP1	GO:0033176	27231034	ABSTRACT
ATP6AP1	GO:0033176	33065002	ABSTRACT
ATP6AP1	GO:0046611	22053050	FULLTEXT
ATP6AP1	GO:0046611	33065002	ABSTRACT
ATP6AP1	GO:0048388	33065002	FULLTEXT
ATP6AP1	GO:0061795	27231034	FULLTEXT
ATP6AP1	GO:0071230	22053050	FULLTEXT
ATP6AP1	GO:0071230	33065002	ABSTRACT
ATP6AP1	GO:0160124	22053050	FULLTEXT
ATP6AP1	GO:1902600	33065002	ABSTRACT
ATP6AP1	GO:1904263	22053050	FULLTEXT
ATP6AP1	GO:1904263	33065002	ABSTRACT
ATP6V1E1	GO:0000221	33065002	ABSTRACT
ATP6V1E1	GO:0005765	22053050	ABSTRACT
ATP6V1E1	GO:0016324	29993276	ABSTRACT
ATP6V1E1	GO:0046611	22053050	ABSTRACT
ATP6V1E1	GO:0046961	33065002	ABSTRACT
ATP6V1E1	GO:1902600	33065002	ABSTRACT
CKAP2	GO:0005813	21399614	ABSTRACT
CYB5D2	GO:0005496	24466094	ABSTRACT
CYB5D2	GO:0005496	28396637	FULLTEXT
CYB5D2	GO:0005576	28396637	FULLTEXT
CYB5D2	GO:0007399	28396637	FULLTEXT
CYB5D2	GO:0012505	24466094	ABSTRACT
CYB5D2	GO:0016020	24466094	ABSTRACT
CYB5D2	GO:0020037	24466094	ABSTRACT
CYB5D2	GO:0045666	28396637	FULLTEXT
CYB5R4	GO:0004128	10611283	ABSTRACT
CYB5R4	GO:0004128	15131110	ABSTRACT
CYB5R4	GO:0005783	15131110	ABSTRACT
CYB5R4	GO:0016174	15131110	ABSTRACT
CYB5R4	GO:0016653	15131110	ABSTRACT
CYB5R4	GO:0020037	15131110	ABSTRACT
CYB5R4	GO:0048471	10611283	ABSTRACT
DDB2	GO:0003684	33937266	ABSTRACT
DDB2	GO:0006289	33937266	ABSTRACT
DDB2	GO:0051865	33937266	ABSTRACT
EIF4E2	GO:0000340	35878012	ABSTRACT
EIF4E2	GO:0000932	23991149	ABSTRACT
EIF4E2	GO:0000932	28487484	ABSTRACT
EIF4E2	GO:0005737	23991149	ABSTRACT
EIF4E2	GO:0005829	23991149	ABSTRACT
EIF4E2	GO:0035278	28487484	ABSTRACT
EIF4E2	GO:0045947	32726578	ABSTRACT
EIF4E2	GO:0045947	35878012	ABSTRACT
FTH1	GO:0005776	24695223	ABSTRACT
FTH1	GO:0042802	25416956	ABSTRACT
FTH1	GO:0042802	31515488	ABSTRACT
HSPA13	GO:0005524	8131751	ABSTRACT
HSPA13	GO:0016887	8131751	ABSTRACT
LRRK2	GO:0004672	25500533	ABSTRACT
LRRK2	GO:0004674	22899650	ABSTRACT
LRRK2	GO:0004674	23949442	ABSTRACT
LRRK2	GO:0004674	26751287	ABSTRACT
LRRK2	GO:0004674	27830463	ABSTRACT
LRRK2	GO:0005525	22899650	ABSTRACT
LRRK2	GO:0016301	23916833	ABSTRACT
LRRK2	GO:0042802	22363216	ABSTRACT
LRRK2	GO:0042802	24275654	ABSTRACT
LRRK2	GO:0042802	24904275	ABSTRACT
LRRK2	GO:0042802	26824392	ABSTRACT
LRRK2	GO:0042802	27013965	ABSTRACT
LRRK2	GO:0042802	38127736	ABSTRACT
NFE2L2	GO:0005515	21988832	ABSTRACT
NFE2L2	GO:0005515	25416956	ABSTRACT
NFE2L2	GO:0005515	26700459	ABSTRACT
NFE2L2	GO:0005515	32296183	ABSTRACT
NFE2L2	GO:0005515	32911434	ABSTRACT
NFE2L2	GO:0005515	33961781	ABSTRACT
NFE2L2	GO:0005515	34591642	ABSTRACT
NFE2L2	GO:0005515	35512704	ABSTRACT
NFE2L2	GO:0005515	38891776	ABSTRACT
NFE2L2	GO:0005515	39009827	ABSTRACT
PHYKPL	GO:0030170	22241472	ABSTRACT
PHYKPL	GO:0042802	25416956	ABSTRACT
PHYKPL	GO:0042802	31515488	ABSTRACT
PHYKPL	GO:0042802	32296183	ABSTRACT
SEC63	GO:0031204	29719251	ABSTRACT
SOD1	GO:0004784	17324120	ABSTRACT
SOD1	GO:0004784	24567322	ABSTRACT
SOD1	GO:0005507	31292775	ABSTRACT
SOD1	GO:0019430	24567322	ABSTRACT
SOD1	GO:0019430	31292775	ABSTRACT
SOD1	GO:0042802	19171884	ABSTRACT
SOD1	GO:0042803	24567322	ABSTRACT
SOD1	GO:0051087	30735496	ABSTRACT
SRP19	GO:0003723	17434535	ABSTRACT
SRP19	GO:0005737	10618370	FULLTEXT
SRP19	GO:0005786	34208095	FULLTEXT
SRP19	GO:0006617	34208095	FULLTEXT
SRP19	GO:0008312	17434535	ABSTRACT
SRP19	GO:0008312	27899666	FULLTEXT
SRP19	GO:0048500	27899666	FULLTEXT
TARDBP	GO:0003677	26735904	ABSTRACT
TARDBP	GO:0042802	26735904	ABSTRACT
TARDBP	GO:0061158	28335005	ABSTRACT
