gene	reference_id	publication_type_auto	publication_type_final	is_review_final	notes
RGS20	GO_REF:0000033	DATABASE			
RGS20	GO_REF:0000043	DATABASE			
RGS20	GO_REF:0000044	DATABASE			
RGS20	GO_REF:0000117	DATABASE			
RGS20	PMID:10791963	PRIMARY_RESEARCH			
RGS20	PMID:17353931	PRIMARY_RESEARCH			
RGS20	PMID:20859254	PRIMARY_RESEARCH			
RGS20	PMID:21516116	PRIMARY_RESEARCH			
RGS20	PMID:23088713	PRIMARY_RESEARCH			
RGS20	PMID:25416956	PRIMARY_RESEARCH			
RGS20	PMID:29892012	PRIMARY_RESEARCH			
RGS20	PMID:31515488	PRIMARY_RESEARCH			
RGS20	PMID:33961781	PRIMARY_RESEARCH			
RGS20	PMID:9748279	PRIMARY_RESEARCH			
RGS20	Reactome:R-HSA-388396	DATABASE			
RGS20	Reactome:R-HSA-8981892	DATABASE			
RGS20	Reactome:R-HSA-8982012	DATABASE			
RGS20	Reactome:R-HSA-8982018	DATABASE			
RGS20	Reactome:R-HSA-8982019	DATABASE			
RGS20	Reactome:R-HSA-8982020	DATABASE			
RGS20	Reactome:R-HSA-8982021	DATABASE			
HSPA13	GO_REF:0000002	DATABASE			
HSPA13	GO_REF:0000033	DATABASE			
HSPA13	GO_REF:0000044	DATABASE			
HSPA13	PMID:8131751	PRIMARY_RESEARCH			
HSPA13	PMID:10675567	PRIMARY_RESEARCH			
HSPA13	PMID:16189514	PRIMARY_RESEARCH			
HSPA13	PMID:16713569	PRIMARY_RESEARCH			
HSPA13	PMID:19199708	PRIMARY_RESEARCH			
HSPA13	PMID:21988832	PRIMARY_RESEARCH			
HSPA13	PMID:25416956	PRIMARY_RESEARCH			
HSPA13	PMID:28514442	PRIMARY_RESEARCH			
HSPA13	PMID:32296183	PRIMARY_RESEARCH			
HSPA13	PMID:33961781	PRIMARY_RESEARCH			
HSPA13	PMID:35914814	PRIMARY_RESEARCH			
HSPA13	file:human/HSPA13/HSPA13-uniprot.txt	BIOINFORMATICS			
HSPA13	file:human/HSPA13/HSPA13-goa.tsv	BIOINFORMATICS			
LRRK2	GO_REF:0000024	DATABASE			
LRRK2	GO_REF:0000033	DATABASE			
LRRK2	GO_REF:0000043	DATABASE			
LRRK2	GO_REF:0000044	DATABASE			
LRRK2	GO_REF:0000107	DATABASE			
LRRK2	GO_REF:0000108	DATABASE			
LRRK2	GO_REF:0000116	DATABASE			
LRRK2	GO_REF:0000117	DATABASE			
LRRK2	GO_REF:0000120	DATABASE			
LRRK2	PMID:16269541	PRIMARY_RESEARCH			
LRRK2	PMID:16321986	PRIMARY_RESEARCH			
LRRK2	PMID:16352719	PRIMARY_RESEARCH			
LRRK2	PMID:16980962	PRIMARY_RESEARCH			
LRRK2	PMID:17114044	PRIMARY_RESEARCH			
LRRK2	PMID:17120249	PRIMARY_RESEARCH			
LRRK2	PMID:17200152	PRIMARY_RESEARCH			
LRRK2	PMID:17260967	PRIMARY_RESEARCH			
LRRK2	PMID:17400507	PRIMARY_RESEARCH			
LRRK2	PMID:17442267	PRIMARY_RESEARCH			
LRRK2	PMID:18230735	PRIMARY_RESEARCH			
LRRK2	PMID:18367605	PRIMARY_RESEARCH			
LRRK2	PMID:18397888	PRIMARY_RESEARCH			
LRRK2	PMID:18445495	PRIMARY_RESEARCH			
LRRK2	PMID:19056867	PRIMARY_RESEARCH			
LRRK2	PMID:19176810	PRIMARY_RESEARCH			
LRRK2	PMID:19196961	PRIMARY_RESEARCH			
LRRK2	PMID:19302196	PRIMARY_RESEARCH			
LRRK2	PMID:19559761	PRIMARY_RESEARCH			
LRRK2	PMID:19576176	PRIMARY_RESEARCH			
LRRK2	PMID:19625296	PRIMARY_RESEARCH			
LRRK2	PMID:19640926	PRIMARY_RESEARCH			
LRRK2	PMID:19692353	PRIMARY_RESEARCH			
LRRK2	PMID:19712061	PRIMARY_RESEARCH			
LRRK2	PMID:19733152	PRIMARY_RESEARCH			
LRRK2	PMID:20067578	PRIMARY_RESEARCH			
LRRK2	PMID:20144646	PRIMARY_RESEARCH			
LRRK2	PMID:20173330	PRIMARY_RESEARCH			
LRRK2	PMID:20515039	PRIMARY_RESEARCH			
LRRK2	PMID:20642453	PRIMARY_RESEARCH			
LRRK2	PMID:20659558	PRIMARY_RESEARCH			
LRRK2	PMID:20671708	PRIMARY_RESEARCH			
LRRK2	PMID:21048939	PRIMARY_RESEARCH			
LRRK2	PMID:21073465	PRIMARY_RESEARCH			
LRRK2	PMID:21159966	PRIMARY_RESEARCH			
LRRK2	PMID:21168496	PRIMARY_RESEARCH			
LRRK2	PMID:21307259	PRIMARY_RESEARCH			
LRRK2	PMID:21362567	PRIMARY_RESEARCH			
LRRK2	PMID:21370995	PRIMARY_RESEARCH			
LRRK2	PMID:21454543	PRIMARY_RESEARCH			
LRRK2	PMID:21563316	REVIEW			
LRRK2	PMID:21658387	PRIMARY_RESEARCH			
LRRK2	PMID:21696411	PRIMARY_RESEARCH			
LRRK2	PMID:21850687	PRIMARY_RESEARCH			
