ida_id	domain_accession	domain_name	start	end
b08c3642c0e9234dfbdc7105856d284a3a8c0285	PF13250	SNIPE	153	271
b08c3642c0e9234dfbdc7105856d284a3a8c0285	IPR025280	SNIPE	153	271
b08c3642c0e9234dfbdc7105856d284a3a8c0285	PF13455	MUG113	377	454
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	PF13250	SNIPE	196	301
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	IPR025280	SNIPE	196	301
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	PF10544	T5orf172	394	484
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	IPR018306	Phage_T5_Orf172_DNA-bd	394	484
67d1e1dddfc561dfe80bd9556661a18d736cc263	PF13250	SNIPE	200	299
67d1e1dddfc561dfe80bd9556661a18d736cc263	IPR025280	SNIPE	200	299
85b8dc41e00e38257c9406400f0509bd31598a34	PF10708	DUF2510	5	36
85b8dc41e00e38257c9406400f0509bd31598a34	IPR018929	DUF2510	5	36
85b8dc41e00e38257c9406400f0509bd31598a34	PF13250	SNIPE	213	328
85b8dc41e00e38257c9406400f0509bd31598a34	IPR025280	SNIPE	213	328
85b8dc41e00e38257c9406400f0509bd31598a34	PF13455	MUG113	427	502
7925d3f40c650946f4551c1ee778ce34d447487c	PF10708	DUF2510	5	36
7925d3f40c650946f4551c1ee778ce34d447487c	IPR018929	DUF2510	5	36
7925d3f40c650946f4551c1ee778ce34d447487c	PF13250	SNIPE	213	328
7925d3f40c650946f4551c1ee778ce34d447487c	IPR025280	SNIPE	213	328
70a64eaf085f228f2b56c6f301604d0f437fe867	PF02342	TerD	19	161
70a64eaf085f228f2b56c6f301604d0f437fe867	IPR003325	TerD	19	161
70a64eaf085f228f2b56c6f301604d0f437fe867	PF13250	SNIPE	262	378
70a64eaf085f228f2b56c6f301604d0f437fe867	IPR025280	SNIPE	262	378
70a64eaf085f228f2b56c6f301604d0f437fe867	PF13455	MUG113	475	550
7492a6de7692e24780780330649c65d24be77779	PF13250	SNIPE	76	193
7492a6de7692e24780780330649c65d24be77779	IPR025280	SNIPE	76	193
