ida_id	representative_accession	tmhelix_count	tmhelix_ranges	signal_peptide_count	signal_peptide_ranges	feature_keys
b08c3642c0e9234dfbdc7105856d284a3a8c0285	Q7MG17	1	5-22	1	1-23	Coil,NON_CYTOPLASMIC_DOMAIN,SIGNAL_PEPTIDE,SIGNAL_PEPTIDE_C_REGION,SIGNAL_PEPTIDE_H_REGION,SIGNAL_PEPTIDE_N_REGION,TMhelix
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	Q6AMX9	1	7-24	0		CYTOPLASMIC_DOMAIN,Coil,NON_CYTOPLASMIC_DOMAIN,TMhelix,TRANSMEMBRANE
67d1e1dddfc561dfe80bd9556661a18d736cc263	D0SB30	0		1	1-18	Coil,NON_CYTOPLASMIC_DOMAIN,SIGNAL_PEPTIDE,SIGNAL_PEPTIDE_C_REGION,SIGNAL_PEPTIDE_H_REGION,SIGNAL_PEPTIDE_N_REGION,SignalP-TM,SignalP-noTM
85b8dc41e00e38257c9406400f0509bd31598a34	A5CTV5	0		0		Coil,mobidb-lite
7925d3f40c650946f4551c1ee778ce34d447487c	A0A251XL74	0		0		Coil,mobidb-lite
70a64eaf085f228f2b56c6f301604d0f437fe867	A0A6M6JKP1	0		0		Coil,mobidb-lite
7492a6de7692e24780780330649c65d24be77779	A0A4Y3WUN0	0		0		Coil,mobidb-lite
073f14e3f2ac3102409383bf9d0364a0390e0c12	A0ABY5YKV0	0		0		Coil
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	A0ABP3ZBM2	0		0		Coil,mobidb-lite
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	A0ABN6CNX3	0		0		Coil
02eedb23c5414abda42268b1c2b81528f1b92fde	A0A935IHD2	0		0		Coil,mobidb-lite
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	A0A419V4J9	1	151-173	0		CYTOPLASMIC_DOMAIN,Coil,NON_CYTOPLASMIC_DOMAIN,TMhelix,TRANSMEMBRANE
5451d0a2130dc298c9a93b61c74757959f3d15eb	A0A5P1X5N9	2	15-37;44-66	0		CYTOPLASMIC_DOMAIN,Coil,NON_CYTOPLASMIC_DOMAIN,TMhelix,TRANSMEMBRANE
815df52351688553b079c43cf777f469e988bdc5	A0A3L7J1U0	0		0		Coil,mobidb-lite
8643f3641aa2983d7e569e5cda0a9bd08d963b06	A0A1V6N2F1	1	71-102	0		CYTOPLASMIC_DOMAIN,Coil,NON_CYTOPLASMIC_DOMAIN,TMhelix,TRANSMEMBRANE,mobidb-lite
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	A0A1R4B5Q4	1	7-26	0		CYTOPLASMIC_DOMAIN,Coil,NON_CYTOPLASMIC_DOMAIN,TMhelix,TRANSMEMBRANE
e730da5d7aa779f21c96053c702cfb831784b7b0	A0ABS6ULK0	0		0		Coil,mobidb-lite
