ida_id	ida_signature	unique_proteins	prevalence_pct	representative_accession
b08c3642c0e9234dfbdc7105856d284a3a8c0285	PF13250:IPR025280-PF13455	1109	68.80	Q7MG17
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	PF13250:IPR025280-PF10544:IPR018306	270	16.75	Q6AMX9
67d1e1dddfc561dfe80bd9556661a18d736cc263	PF13250:IPR025280	139	8.62	D0SB30
85b8dc41e00e38257c9406400f0509bd31598a34	PF10708:IPR018929-PF13250:IPR025280-PF13455	68	4.22	A5CTV5
7925d3f40c650946f4551c1ee778ce34d447487c	PF10708:IPR018929-PF13250:IPR025280	6	0.37	A0A251XL74
70a64eaf085f228f2b56c6f301604d0f437fe867	PF02342:IPR003325-PF13250:IPR025280-PF13455	4	0.25	A0A6M6JKP1
7492a6de7692e24780780330649c65d24be77779	PF13250:IPR025280-PF10544:IPR018306-PF02342:IPR003325	3	0.19	A0A4Y3WUN0
073f14e3f2ac3102409383bf9d0364a0390e0c12	PF02342:IPR003325-PF13250:IPR025280-PF10544:IPR018306	2	0.12	A0ABY5YKV0
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF14470:IPR039519-PF13250:IPR025280-PF13455	2	0.12	A0ABP3ZBM2
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	PF08797:IPR014905-PF13250:IPR025280-PF13455	2	0.12	A0ABN6CNX3
02eedb23c5414abda42268b1c2b81528f1b92fde	PF13250:IPR025280-PF13455-PF10708:IPR018929	1	0.06	A0A935IHD2
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	PF14470:IPR039519-PF13250:IPR025280	1	0.06	A0A419V4J9
5451d0a2130dc298c9a93b61c74757959f3d15eb	PF05154:IPR007829-PF13250:IPR025280-PF10544:IPR018306	1	0.06	A0A5P1X5N9
815df52351688553b079c43cf777f469e988bdc5	PF10708:IPR018929-PF10708:IPR018929-PF13250:IPR025280-PF13455	1	0.06	A0A3L7J1U0
8643f3641aa2983d7e569e5cda0a9bd08d963b06	PF13240:IPR026870-PF13250:IPR025280-PF10544:IPR018306	1	0.06	A0A1V6N2F1
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	PF13250:IPR025280-PF15272:IPR029330-PF13455	1	0.06	A0A1R4B5Q4
e730da5d7aa779f21c96053c702cfb831784b7b0	PF13250:IPR025280-PF13455-PF02342:IPR003325	1	0.06	A0ABS6ULK0
