ida_id	proteins_in_ida	nterm_tm_like_count	nterm_tm_like_pct	avg_tm_like_regions_first120aa
b08c3642c0e9234dfbdc7105856d284a3a8c0285	1109	693	62.49	0.918
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	270	171	63.33	0.985
67d1e1dddfc561dfe80bd9556661a18d736cc263	139	91	65.47	1.000
85b8dc41e00e38257c9406400f0509bd31598a34	68	19	27.94	0.721
7925d3f40c650946f4551c1ee778ce34d447487c	6	1	16.67	1.333
70a64eaf085f228f2b56c6f301604d0f437fe867	4	3	75.00	1.250
7492a6de7692e24780780330649c65d24be77779	3	2	66.67	1.000
59fed3d09fa1d577eedf0fc7287ed42b4604fc6b	2	2	100.00	3.000
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	2	2	100.00	2.000
073f14e3f2ac3102409383bf9d0364a0390e0c12	2	1	50.00	2.000
bc98916074e5d9f37e68b47d1ac3cd3ee7e359bd	1	1	100.00	1.000
8643f3641aa2983d7e569e5cda0a9bd08d963b06	1	0	0.00	1.000
815df52351688553b079c43cf777f469e988bdc5	1	1	100.00	1.000
35dbf09c5d4f502accb34a2b6ee47f7d58a335ce	1	0	0.00	1.000
5451d0a2130dc298c9a93b61c74757959f3d15eb	1	1	100.00	1.000
02eedb23c5414abda42268b1c2b81528f1b92fde	1	1	100.00	3.000
e730da5d7aa779f21c96053c702cfb831784b7b0	1	1	100.00	1.000
