GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
UniProtKB	P0AFG6	sucB	acts_upstream_of_or_within	GO:0006099	P	ECO:0000315	IMP	PMID:6284701		83333	EcoliWiki		20091027
UniProtKB	P0AFG6	sucB	enables	GO:0004149	F	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000567956|SGD:S000002555|UniProtKB:P0AFG6|UniProtKB:P36957|UniProtKB:Q9N0F1	83333	GO_Central		20250904
UniProtKB	P0AFG6	sucB	enables	GO:0004149	F	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006255|RHEA:15213|EC:2.3.1.61	83333	UniProt		20260105
UniProtKB	P0AFG6	sucB	enables	GO:0004149	F	ECO:0000314	IDA	PMID:5335914		83333	EcoliWiki		20091027
UniProtKB	P0AFG6	sucB	enables	GO:0004149	F	ECO:0000315	IMP	PMID:6284701		83333	EcoliWiki		20091027
UniProtKB	P0AFG6	sucB	enables	GO:0005515	F	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A9P0	83333	IntAct		20260103
UniProtKB	P0AFG6	sucB	enables	GO:0005515	F	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AFG3	83333	IntAct		20260103
UniProtKB	P0AFG6	sucB	enables	GO:0005515	F	ECO:0000353	IPI	PMID:15690043	UniProtKB:P77717	83333	IntAct		20260103
UniProtKB	P0AFG6	sucB	enables	GO:0005515	F	ECO:0000353	IPI	PMID:19402753	UniProtKB:P77717	83333	IntAct		20260103
UniProtKB	P0AFG6	sucB	enables	GO:0005515	F	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A9P0	83333	IntAct		20260103
UniProtKB	P0AFG6	sucB	enables	GO:0005515	F	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFG3	83333	IntAct		20260103
UniProtKB	P0AFG6	sucB	enables	GO:0016740	F	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	83333	UniProt		20260105
UniProtKB	P0AFG6	sucB	enables	GO:0016746	F	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001078|InterPro:IPR004167|InterPro:IPR036625|UniProtKB-KW:KW-0012	83333	UniProt		20260105
UniProtKB	P0AFG6	sucB	enables	GO:0031405	F	ECO:0000314	IDA	PMID:1854331		83333	EcoliWiki		20091027
UniProtKB	P0AFG6	sucB	involved_in	GO:0006099	P	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0037891|MGI:MGI:1926170|PANTHER:PTN000567956|PomBase:SPBC776.15c|UniProtKB:P0AFG6|UniProtKB:P36957	83333	GO_Central		20250904
UniProtKB	P0AFG6	sucB	involved_in	GO:0006099	P	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006255|UniProtKB-KW:KW-0816	83333	UniProt		20260105
UniProtKB	P0AFG6	sucB	involved_in	GO:0006099	P	ECO:0000314	IDA	PMID:17367808		83333	ComplexPortal		20250805
UniProtKB	P0AFG6	sucB	involved_in	GO:0033512	P	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00868	83333	UniProt		20240129
UniProtKB	P0AFG6	sucB	is_active_in	GO:0005829	C	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002459361|UniProtKB:P0AFG6	83333	GO_Central		20220223
UniProtKB	P0AFG6	sucB	located_in	GO:0005737	C	ECO:0000314	IDA	PMID:18304323		83333	ComplexPortal		20250805
UniProtKB	P0AFG6	sucB	located_in	GO:0005829	C	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		20140602
UniProtKB	P0AFG6	sucB	located_in	GO:0005829	C	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		20140602
UniProtKB	P0AFG6	sucB	located_in	GO:0005829	C	ECO:0000314	IDA	PMID:18304323		83333	EcoCyc		20140602
UniProtKB	P0AFG6	sucB	part_of	GO:0045252	C	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006255	83333	InterPro		20260105
UniProtKB	P0AFG6	sucB	part_of	GO:0045252	C	ECO:0000314	IDA	PMID:5335914		83333	EcoliWiki		20091027
