id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0A0H2ZGR9,RNA polymerase sigma-54 factor,protein,208963,Pseudomonas aeruginosa (strain UCBPP-PA14),Pseudomonas aeruginosa (strain UCBPP-PA14),rpoN,497,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
D5ANH9,RNA polymerase sigma-54 factor,protein,272942,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),rpoN,428,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
O08429,RNA polymerase sigma-54 factor,protein,55601,Vibrio anguillarum,Vibrio anguillarum,rpoN,486,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
O83149,RNA polymerase sigma-54 factor,protein,243276,Treponema pallidum (strain Nichols),Treponema pallidum (strain Nichols),rpoN,475,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P06223,RNA polymerase sigma-54 factor,protein,571,Klebsiella oxytoca,Klebsiella oxytoca,rpoN,477,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P08623,RNA polymerase sigma-54 factor,protein,354,Azotobacter vinelandii,Azotobacter vinelandii,rpoN,502,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P0A171,RNA polymerase sigma-54 factor,protein,160488,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),rpoN,497,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P0A172,RNA polymerase sigma-54 factor,protein,303,Pseudomonas putida,Pseudomonas putida,rpoN,497,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P0CY59,RNA polymerase sigma-54 factor,protein,1061,Rhodobacter capsulatus,Rhodobacter capsulatus,rpoN,426,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P17263,RNA polymerase sigma-54 factor,protein,266834,Rhizobium meliloti (strain 1021),Rhizobium meliloti (strain 1021) (Ensifer meliloti),rpoN,514,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P22881,RNA polymerase sigma-54 factor,protein,394,Sinorhizobium fredii (strain NBRC 101917 / NGR234),Sinorhizobium fredii (strain NBRC 101917 / NGR234),rpoN,519,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P24219,RNA polymerase sigma-54 factor,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),sigL,436,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P24255,RNA polymerase sigma-54 factor,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),rpoN,477,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
P24695,RNA polymerase sigma-54 factor,protein,1232575,Acidithiobacillus ferridurans,Acidithiobacillus ferridurans,rpoN,475,PTHR32248:SF4,RNA POLYMERASE SIGMA-54 FACTOR,True
