ida_id	ida_signature	unique_proteins	prevalence_pct	representative_accession
4c82d335440f124823d8aa6a746a64cc06ebd464	PF10544:IPR018306	6122	86.49	Q10180
8521cb79a85c1cb48aa40bf1544d4df9e5d001f0	PF10544:IPR018306-PF04851:IPR006935	287	4.05	Q7V2T1
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	PF13250:IPR025280-PF10544:IPR018306	270	3.81	Q6AMX9
ef75773c72ccc437f252f5812e44186ca8cee3fe	PF10553:IPR018879-PF10544:IPR018306	82	1.16	Q9YVP4
1aafa636c25be2a7d1936d801a1bb0910c7e4116	PF10544:IPR018306-PF04851:IPR006935-PF00271:IPR001650	66	0.93	Q65143
388346fcb3fd47fc6c2bc7d27728290f5281dbf3	PF02498:IPR003497-PF10544:IPR018306	47	0.66	Q91FN5
0a7f01bbc5adf7aca67616f1edaa5fa18e85c126	PF10544:IPR018306-PF13651:IPR025247	43	0.61	B2KAM9
778fb04fe3d2f4f9ef349b447e18d9c355c525ef	PF10544:IPR018306-PF14267:IPR025579	25	0.35	E6LME2
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	PF05265:IPR007929-PF05265:IPR007929-PF05265:IPR007929-PF10544:IPR018306	20	0.28	S4TRP1
1daffb163f7eab0c03947f6f942f51a8cc9d4239	PF05265:IPR007929-PF10544:IPR018306	18	0.25	A0A0M7RDZ6
772469a4056a022c0d006704050e24292ff5bd35	PF21817:IPR048793-PF21817:IPR048793-PF21817:IPR048793-PF10544:IPR018306	14	0.20	A0A4Y5TXG0
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	PF10544:IPR018306-PF04851:IPR006935-PF07669:IPR011639	13	0.18	F4HBT7
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	PF13344:IPR006357-PF13242-PF10544:IPR018306	10	0.14	A0A4E9ECI1
8287a1b2b1aa19785d12ae4dc6367c4e9a5adb43	PF25164:IPR057253-PF10544:IPR018306	10	0.14	A0A1P8DRH2
bed25a3be652917ec9569915c12ff2ab13bec5ff	PF10544:IPR018306-PF08238:IPR006597-PF08238:IPR006597	10	0.14	Q5P8Q1
cb5357cd8a396399ed14296cc7fec6f5b0189282	PF04383:IPR018004-PF10544:IPR018306	10	0.14	V5GSQ5
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	PF10544:IPR018306-PF00172:IPR001138-PF04082:IPR007219	9	0.13	A0A1L9PAV6
91881632bfab8dedcd7d6a851e48ad940402de9e	PF14311:IPR025487-PF10544:IPR018306	8	0.11	A0A162E9M1
0c9eb69c9c0499427c57f0de84099e18afe813d8	PF03810:IPR001494-PF24140:IPR057942-PF10544:IPR018306	7	0.10	A0A1L9NI65
7c4c9044aeeb491dda9fce9b5023d2177c46195f	PF13455-PF10544:IPR018306	7	0.10	A0A164ZII2
