ida_id	proteins_in_ida	nterm_tm_like_count	nterm_tm_like_pct	avg_tm_like_regions_first120aa
4c82d335440f124823d8aa6a746a64cc06ebd464	6122	2987	48.79	0.981
2ae31fb66a802d6a5ea1d83b1e087160ba713231	2697	1363	50.54	1.126
b08c3642c0e9234dfbdc7105856d284a3a8c0285	1109	693	62.49	0.918
8521cb79a85c1cb48aa40bf1544d4df9e5d001f0	287	186	64.81	1.080
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	270	171	63.33	0.985
5edeab158b1a0295285c62bea31e4ebb70ae61ff	116	77	66.38	1.345
UNKNOWN	89	81	91.01	1.944
ef75773c72ccc437f252f5812e44186ca8cee3fe	82	32	39.02	0.793
85b8dc41e00e38257c9406400f0509bd31598a34	68	19	27.94	0.721
1aafa636c25be2a7d1936d801a1bb0910c7e4116	66	65	98.48	2.000
388346fcb3fd47fc6c2bc7d27728290f5281dbf3	47	29	61.70	1.340
0a7f01bbc5adf7aca67616f1edaa5fa18e85c126	43	11	25.58	0.512
79e3575cee6971dc272e763da6f50228965e8c83	42	29	69.05	1.429
ef90cae4259670fc3150f448edb583a278437fee	42	34	80.95	0.952
778fb04fe3d2f4f9ef349b447e18d9c355c525ef	25	25	100.00	1.640
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	20	10	50.00	1.050
1daffb163f7eab0c03947f6f942f51a8cc9d4239	18	3	16.67	0.611
3d00b0a8e69aafb166cb383b0a72f0c986941125	17	12	70.59	1.235
772469a4056a022c0d006704050e24292ff5bd35	14	14	100.00	2.071
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	13	9	69.23	0.846
8287a1b2b1aa19785d12ae4dc6367c4e9a5adb43	10	6	60.00	1.600
bed25a3be652917ec9569915c12ff2ab13bec5ff	10	10	100.00	2.200
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	10	8	80.00	2.700
cb5357cd8a396399ed14296cc7fec6f5b0189282	10	2	20.00	0.600
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	9	0	0.00	0.000
91881632bfab8dedcd7d6a851e48ad940402de9e	8	8	100.00	1.250
7c4c9044aeeb491dda9fce9b5023d2177c46195f	7	4	57.14	1.286
0c9eb69c9c0499427c57f0de84099e18afe813d8	7	0	0.00	1.857
9da20c0b8a78508945a2c0ef17258bef0a80d251	7	4	57.14	1.571
dfeb7862b34b1598bce70f34ea1bbbd54ad11d6c	6	1	16.67	0.833
e7a3b8b835cf7da35c1fe38d10243380bc447ad1	6	4	66.67	1.500
5102801d88b0fd1059c2d28a607c969f62bb1ea5	6	0	0.00	0.667
dddb9e3a88d02c82e9cb85fb7f8265df6a072441	6	6	100.00	3.167
7238faaf790a186cbae7b6a61e00369c6759681d	6	4	66.67	0.667
1cadeac377d51bae070b2fcadc383a6179d89a75	6	2	33.33	0.333
35a7398ea7e60e0df99ab06309e4981fd5dcee64	6	4	66.67	1.167
0dd735c686905d3bfcb43e0f9876bb7e155b3729	5	2	40.00	1.200
6989eea729e691a47a45f7e3d2e3640b655686a1	5	5	100.00	1.600
072163f913a43c12d2044ade2dda91d88f0fe714	5	4	80.00	1.200
32553ee7b929380c50cc3cd45b27f44143eeaf81	5	0	0.00	0.000
9a5a076b02044edd6b03a7dcb73524b5f22e1a85	4	4	100.00	1.000
8e0e609ec192894a448528114d342e8e424176bc	4	2	50.00	0.750
f2d6e1546fd4cfc861a727d4ab6dbb86557ac19d	4	1	25.00	0.750
39f8d19e001349adfc2501c22aad20b168cc7102	4	3	75.00	0.750
70a64eaf085f228f2b56c6f301604d0f437fe867	4	3	75.00	1.250
e69846889e267d37ac8718449a412dbba37112d2	4	3	75.00	1.750
58c3f03c76cf7e239bd0ea71ad38f3fa450e3182	3	0	0.00	0.000
040f3525046d7de577dc74309f35ac5091cda357	3	2	66.67	0.667
1f866b8e89f4a3337c0ef7f5da056e15fb99acbf	3	2	66.67	1.333
