ida_id	domain_accession	domain_name	start	end
4c82d335440f124823d8aa6a746a64cc06ebd464	PF10544	T5orf172	202	312
4c82d335440f124823d8aa6a746a64cc06ebd464	IPR018306	Phage_T5_Orf172_DNA-bd	202	312
8521cb79a85c1cb48aa40bf1544d4df9e5d001f0	PF10544	T5orf172	17	109
8521cb79a85c1cb48aa40bf1544d4df9e5d001f0	IPR018306	Phage_T5_Orf172_DNA-bd	17	109
8521cb79a85c1cb48aa40bf1544d4df9e5d001f0	PF04851	ResIII	124	278
8521cb79a85c1cb48aa40bf1544d4df9e5d001f0	IPR006935	Helicase/UvrB_N	124	278
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	PF13250	SNIPE	196	301
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	IPR025280	SNIPE	196	301
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	PF10544	T5orf172	394	484
451a8ab99e3cbcff1f7bbd0286b81bdc50e4b0af	IPR018306	Phage_T5_Orf172_DNA-bd	394	484
ef75773c72ccc437f252f5812e44186ca8cee3fe	PF10553	MSV199	2	148
ef75773c72ccc437f252f5812e44186ca8cee3fe	IPR018879	MSV199_dom	2	148
ef75773c72ccc437f252f5812e44186ca8cee3fe	PF10544	T5orf172	198	288
ef75773c72ccc437f252f5812e44186ca8cee3fe	IPR018306	Phage_T5_Orf172_DNA-bd	198	288
1aafa636c25be2a7d1936d801a1bb0910c7e4116	PF10544	T5orf172	5	92
1aafa636c25be2a7d1936d801a1bb0910c7e4116	IPR018306	Phage_T5_Orf172_DNA-bd	5	92
1aafa636c25be2a7d1936d801a1bb0910c7e4116	PF04851	ResIII	165	332
1aafa636c25be2a7d1936d801a1bb0910c7e4116	IPR006935	Helicase/UvrB_N	165	332
1aafa636c25be2a7d1936d801a1bb0910c7e4116	PF00271	Helicase_C	404	499
1aafa636c25be2a7d1936d801a1bb0910c7e4116	IPR001650	Helicase_C-like	404	499
388346fcb3fd47fc6c2bc7d27728290f5281dbf3	PF02498	Bro-N	31	128
388346fcb3fd47fc6c2bc7d27728290f5281dbf3	IPR003497	BRO_N_domain	31	128
388346fcb3fd47fc6c2bc7d27728290f5281dbf3	PF10544	T5orf172	205	297
388346fcb3fd47fc6c2bc7d27728290f5281dbf3	IPR018306	Phage_T5_Orf172_DNA-bd	205	297
0a7f01bbc5adf7aca67616f1edaa5fa18e85c126	PF10544	T5orf172	9	84
0a7f01bbc5adf7aca67616f1edaa5fa18e85c126	IPR018306	Phage_T5_Orf172_DNA-bd	9	84
0a7f01bbc5adf7aca67616f1edaa5fa18e85c126	PF13651	EcoRI_methylase	140	388
0a7f01bbc5adf7aca67616f1edaa5fa18e85c126	IPR025247	EcoRI-like_methylase	140	388
778fb04fe3d2f4f9ef349b447e18d9c355c525ef	PF10544	T5orf172	4	89
778fb04fe3d2f4f9ef349b447e18d9c355c525ef	IPR018306	Phage_T5_Orf172_DNA-bd	4	89
778fb04fe3d2f4f9ef349b447e18d9c355c525ef	PF14267	DUF4357	178	216
778fb04fe3d2f4f9ef349b447e18d9c355c525ef	IPR025579	DUF4357	178	216
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	PF05265	DUF723	3	63
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	IPR007929	DUF723	3	63
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	PF05265	DUF723	72	131
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	IPR007929	DUF723	72	131
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	PF05265	DUF723	141	199
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	IPR007929	DUF723	141	199
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	PF10544	T5orf172	209	297
8f3e86c5c075a9faf9d8e497cd5a51aa7a67eaf6	IPR018306	Phage_T5_Orf172_DNA-bd	209	297
1daffb163f7eab0c03947f6f942f51a8cc9d4239	PF05265	DUF723	52	106
1daffb163f7eab0c03947f6f942f51a8cc9d4239	IPR007929	DUF723	52	106
1daffb163f7eab0c03947f6f942f51a8cc9d4239	PF10544	T5orf172	129	226
1daffb163f7eab0c03947f6f942f51a8cc9d4239	IPR018306	Phage_T5_Orf172_DNA-bd	129	226
772469a4056a022c0d006704050e24292ff5bd35	PF21817	CapR	12	75
772469a4056a022c0d006704050e24292ff5bd35	IPR048793	CapR_dom	12	75
772469a4056a022c0d006704050e24292ff5bd35	PF21817	CapR	84	143
772469a4056a022c0d006704050e24292ff5bd35	IPR048793	CapR_dom	84	143
772469a4056a022c0d006704050e24292ff5bd35	PF21817	CapR	160	215
772469a4056a022c0d006704050e24292ff5bd35	IPR048793	CapR_dom	160	215
772469a4056a022c0d006704050e24292ff5bd35	PF10544	T5orf172	234	312
772469a4056a022c0d006704050e24292ff5bd35	IPR018306	Phage_T5_Orf172_DNA-bd	234	312
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	PF10544	T5orf172	17	104
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	IPR018306	Phage_T5_Orf172_DNA-bd	17	104
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	PF04851	ResIII	139	313
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	IPR006935	Helicase/UvrB_N	139	313
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	PF07669	Eco57I	1027	1165
f00d123d9e24920553a6dbe92dfa01e5d2a3dd13	IPR011639	MethylTrfase_TaqI-like_dom	1027	1165
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	PF13344	Hydrolase_6	97	204
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	IPR006357	HAD-SF_hydro_IIA	97	204
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	PF13242	Hydrolase_like	360	461
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	PF10544	T5orf172	961	1058
5f4cb1d7dd5471edd3a04ca678e1e551a6904f90	IPR018306	Phage_T5_Orf172_DNA-bd	961	1058
8287a1b2b1aa19785d12ae4dc6367c4e9a5adb43	PF25164	CoiA_N	23	56
8287a1b2b1aa19785d12ae4dc6367c4e9a5adb43	IPR057253	CoiA-like_N	23	56
8287a1b2b1aa19785d12ae4dc6367c4e9a5adb43	PF10544	T5orf172	253	330
8287a1b2b1aa19785d12ae4dc6367c4e9a5adb43	IPR018306	Phage_T5_Orf172_DNA-bd	253	330
bed25a3be652917ec9569915c12ff2ab13bec5ff	PF10544	T5orf172	4	93
bed25a3be652917ec9569915c12ff2ab13bec5ff	IPR018306	Phage_T5_Orf172_DNA-bd	4	93
bed25a3be652917ec9569915c12ff2ab13bec5ff	PF08238	Sel1	123	156
bed25a3be652917ec9569915c12ff2ab13bec5ff	IPR006597	Sel1-like	123	156
bed25a3be652917ec9569915c12ff2ab13bec5ff	PF08238	Sel1	157	192
bed25a3be652917ec9569915c12ff2ab13bec5ff	IPR006597	Sel1-like	157	192
cb5357cd8a396399ed14296cc7fec6f5b0189282	PF04383	KilA-N	22	105
cb5357cd8a396399ed14296cc7fec6f5b0189282	IPR018004	KilA/APSES_HTH	22	105
cb5357cd8a396399ed14296cc7fec6f5b0189282	PF10544	T5orf172	115	185
cb5357cd8a396399ed14296cc7fec6f5b0189282	IPR018306	Phage_T5_Orf172_DNA-bd	115	185
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	PF10544	T5orf172	185	283
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	IPR018306	Phage_T5_Orf172_DNA-bd	185	283
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	PF00172	Zn_clus	609	646
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	IPR001138	Zn2Cys6_DnaBD	609	646
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	PF04082	Fungal_trans	885	1068
c54d58ab5b9f13d8f7469b59d5c87f36f2ce7920	IPR007219	XnlR_reg_dom	885	1068
91881632bfab8dedcd7d6a851e48ad940402de9e	PF14311	DUF4379	30	61
91881632bfab8dedcd7d6a851e48ad940402de9e	IPR025487	DUF4379	30	61
91881632bfab8dedcd7d6a851e48ad940402de9e	PF10544	T5orf172	127	218
91881632bfab8dedcd7d6a851e48ad940402de9e	IPR018306	Phage_T5_Orf172_DNA-bd	127	218
0c9eb69c9c0499427c57f0de84099e18afe813d8	PF03810	IBN_N	42	102
0c9eb69c9c0499427c57f0de84099e18afe813d8	IPR001494	Importin-beta_N	42	102
0c9eb69c9c0499427c57f0de84099e18afe813d8	PF24140	TPR_TNPO3_IPO13_3rd	527	591
0c9eb69c9c0499427c57f0de84099e18afe813d8	IPR057942	TPR_TNPO3_IPO13_3rd	527	591
0c9eb69c9c0499427c57f0de84099e18afe813d8	PF10544	T5orf172	997	1105
0c9eb69c9c0499427c57f0de84099e18afe813d8	IPR018306	Phage_T5_Orf172_DNA-bd	997	1105
7c4c9044aeeb491dda9fce9b5023d2177c46195f	PF13455	MUG113	370	402
7c4c9044aeeb491dda9fce9b5023d2177c46195f	PF10544	T5orf172	563	625
7c4c9044aeeb491dda9fce9b5023d2177c46195f	IPR018306	Phage_T5_Orf172_DNA-bd	563	625
