family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR23189	PTN000052389	GO:0005685	C	IBD	false	AGI_LocusCode:AT2G47580|PomBase:SPBC4B4.07c|RGD:1307416|SGD:S000000323|UniProtKB:P09012|UniProtKB:Q06AA4	taxon:2759	20250411
PTHR23189	PTN000052389	GO:0030619	F	IBD	false	FB:FBgn0003449|SGD:S000000323|UniProtKB:P09012	taxon:2759	20200807
PTHR23189	PTN000052389	GO:0000398	P	IBD	false	SGD:S000000323|UniProtKB:P08579	taxon:2759	20190206
PTHR23189	PTN000567445	GO:0016607	C	IBD	false	AGI_LocusCode:AT1G02840|AGI_LocusCode:AT1G09140|AGI_LocusCode:AT1G23860|AGI_LocusCode:AT1G55310|AGI_LocusCode:AT2G37340|AGI_LocusCode:AT3G13570|AGI_LocusCode:AT3G55460|AGI_LocusCode:AT3G61860|AGI_LocusCode:AT4G25500|AGI_LocusCode:AT4G31580|AGI_LocusCode:AT5G18810|AGI_LocusCode:AT5G52040|AGI_LocusCode:AT5G64200|FB:FBgn0265298|MGI:MGI:1333805|MGI:MGI:98283|MGI:MGI:98284|MGI:MGI:98285|MGI:MGI:98287|RGD:1359422|UniProtKB:O75494|UniProtKB:P84103|UniProtKB:Q01130|UniProtKB:Q07955|UniProtKB:Q08170|UniProtKB:Q13247|UniProtKB:Q57YE1|UniProtKB:Q586R7|UniProtKB:Q96PK6|UniProtKB:Q9BWF3	taxon:	20260601
PTHR23189	PTN000573360	GO:0006355	P	IBD	false	MGI:MGI:1855692|MGI:MGI:1913895|MGI:MGI:1918764|UniProtKB:P23246	taxon:33213	20200809
PTHR23189	PTN000573512	GO:0000381	P	IRD	true	PANTHER:PTN001142786	taxon:33213	20210310
PTHR23189	PTN000573512	GO:0006357	P	IBD	false	UniProtKB:Q96T58	taxon:33213	20210310
PTHR23189	PTN001142786	GO:0003729	F	IBD	false	UniProtKB:Q96T37	taxon:6072	20210310
PTHR23189	PTN001142786	GO:0000381	P	IBD	false	FB:FBgn0027548|MGI:MGI:2443205|UniProtKB:Q8NDT2|UniProtKB:Q96T37	taxon:6072	20210310
PTHR23189	PTN002509179	GO:0003723	F	IBD	false	AGI_LocusCode:AT1G29400|AGI_LocusCode:AT5G07290|AGI_LocusCode:AT5G61960|MGI:MGI:1913895|MGI:MGI:2443205|PomBase:SPAC27D7.03c|RGD:1549738|SGD:S000005195|UniProtKB:Q584Q1|UniProtKB:Q8NDT2|UniProtKB:Q8WXF1|UniProtKB:Q96T37	taxon:	20250903
PTHR23189	PTN002754431	GO:0005634	C	IBD	false	FB:FBgn0004227|FB:FBgn0016977|FB:FBgn0027548|MGI:MGI:1855692|MGI:MGI:1891706|MGI:MGI:1913895|MGI:MGI:1918764|MGI:MGI:1923598|MGI:MGI:2443205|UniProtKB:P23246|UniProtKB:Q15233|UniProtKB:Q8NDT2|UniProtKB:Q8WXF1|UniProtKB:Q96T37|UniProtKB:Q96T58|ZFIN:ZDB-GENE-040426-2452	taxon:	20260828
PTHR23189	PTN007736978	GO:0045836	P	IBD	false	AGI_LocusCode:AT1G29400|AGI_LocusCode:AT2G42890	taxon:58023	20230227
PTHR23189	PTN008592829	GO:0000380	P	IBD	false	UniProtKB:P23246	taxon:32523	20170228
PTHR23189	PTN009063129	GO:0003729	F	IBD	false	AGI_LocusCode:AT1G02840|AGI_LocusCode:AT1G23860|AGI_LocusCode:AT2G24590|AGI_LocusCode:AT2G37340|AGI_LocusCode:AT3G13570|AGI_LocusCode:AT3G49430|AGI_LocusCode:AT3G53500|AGI_LocusCode:AT3G61860|AGI_LocusCode:AT4G31580|AGI_LocusCode:AT5G52040|AGI_LocusCode:AT5G64200|FB:FBgn0011305|FB:FBgn0028554|FB:FBgn0030479|FB:FBgn0260944|FB:FBgn0265298|FB:FBgn0283477|MGI:MGI:1100865|MGI:MGI:1929092|MGI:MGI:98283|RGD:1309233|UniProtKB:Q07955|UniProtKB:Q57VT4|UniProtKB:Q57YE1|UniProtKB:Q586R7|UniProtKB:Q9BWF3|ZFIN:ZDB-GENE-030131-3019	taxon:	20250903
PTHR23189	PTN009063129	GO:0000381	P	IBD	false	FB:FBgn0011305|FB:FBgn0028554|FB:FBgn0030479|FB:FBgn0260944|FB:FBgn0265298|FB:FBgn0283477|MGI:MGI:1100865|MGI:MGI:98284|UniProtKB:Q13247|UniProtKB:Q8WXF0|UniProtKB:Q9BWF3	taxon:	20250403
