id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0AKE2,Transcriptional regulator MraZ,protein,386043,Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),mraZ,143,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0JV85,Transcriptional regulator MraZ,protein,290399,Arthrobacter sp. (strain FB24),Arthrobacter sp. (strain FB24),mraZ,142,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0K477,Transcriptional regulator MraZ,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),mraZ,142,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0L1Q1,Transcriptional regulator MraZ,protein,94122,Shewanella sp. (strain ANA-3),Shewanella sp. (strain ANA-3),mraZ,152,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0LNY1,Transcriptional regulator MraZ,protein,335543,Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),mraZ,150,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0LTL4,Transcriptional regulator MraZ,protein,351607,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),mraZ,144,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0M535,Transcriptional regulator MraZ,protein,411154,Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803),Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803),mraZ,155,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0PTJ7,Transcriptional regulator MraZ,protein,362242,Mycobacterium ulcerans (strain Agy99),Mycobacterium ulcerans (strain Agy99),mraZ,143,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0QF43,Transcriptional regulator MraZ,protein,243243,Mycobacterium avium (strain 104),Mycobacterium avium (strain 104),mraZ,143,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A0R025,Transcriptional regulator MraZ,protein,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),mraZ,143,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1AU70,Transcriptional regulator MraZ,protein,338966,Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),mraZ,162,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1BJY7,Transcriptional regulator MraZ,protein,290317,Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),Chlorobium phaeobacteroides (strain DSM 266 / SMG 266 / 2430),mraZ,148,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1JJI4,Transcriptional regulator MraZ,protein,393305,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),mraZ,152,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1K3T7,Transcriptional regulator MraZ,protein,418699,Azoarcus sp. (strain BH72),Azoarcus sp. (strain BH72),mraZ,147,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1KKK9,Transcriptional regulator MraZ,protein,410289,Mycobacterium bovis (strain BCG / Pasteur 1173P2),Mycobacterium bovis (strain BCG / Pasteur 1173P2),mraZ,143,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1KVM5,Transcriptional regulator MraZ,protein,272831,Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18),mraZ,151,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1R5E9,Transcriptional regulator MraZ,protein,290340,Paenarthrobacter aurescens (strain TC1),Paenarthrobacter aurescens (strain TC1),mraZ,143,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
A1REY7,Transcriptional regulator MraZ,protein,351745,Shewanella sp. (strain W3-18-1),Shewanella sp. (strain W3-18-1),mraZ,152,PTHR34701:SF1,TRANSCRIPTIONAL REGULATOR MRAZ,True
