family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR32096	PTN001582325	GO:0005634	C	IBD	false	AGI_LocusCode:AT2G23320|UniProtKB:Q0JEE2|AGI_LocusCode:AT4G31550|AGI_LocusCode:AT3G56400	taxon:3193	20260529
PTHR32096	PTN001582325	GO:0000976	F	IBD	false	AGI_LocusCode:AT2G24570|AGI_LocusCode:AT5G22570|AGI_LocusCode:AT3G58710|AGI_LocusCode:AT4G24240|AGI_LocusCode:AT2G23320|AGI_LocusCode:AT1G29280|AGI_LocusCode:AT3G56400|AGI_LocusCode:AT2G40740|AGI_LocusCode:AT4G31550|AGI_LocusCode:AT2G30590	taxon:3193	20250130
PTHR32096	PTN001582325	GO:0003700	F	IBD	false	AGI_LocusCode:AT3G56400|AGI_LocusCode:AT5G22570|UniProtKB:Q5W6D6	taxon:3193	20250130
PTHR32096	PTN001582325	GO:0006355	P	IBD	false	UniProtKB:Q5W6D6|AGI_LocusCode:AT3G56400	taxon:3193	20250130
PTHR32096	PTN001593849	GO:0005634	C	IBD	false	AGI_LocusCode:AT5G24110|AGI_LocusCode:AT4G23810|AGI_LocusCode:AT1G30650|AGI_LocusCode:AT1G66600|AGI_LocusCode:AT5G52830|UniProtKB:Q9SUS1|AGI_LocusCode:AT1G80590	taxon:	20251220
PTHR32096	PTN001593849	GO:0000976	F	IBD	false	AGI_LocusCode:AT4G01250|AGI_LocusCode:AT2G46400|AGI_LocusCode:AT1G66600	taxon:	20250904
PTHR32096	PTN001593849	GO:0003700	F	IBD	false	AGI_LocusCode:AT1G30650|AGI_LocusCode:AT4G11070|AGI_LocusCode:AT4G23810|AGI_LocusCode:AT2G40750	taxon:	20231109
PTHR32096	PTN004796487	GO:0009862	P	IBD	false	AGI_LocusCode:AT3G56400	taxon:1437201	20250130
PTHR32096	PTN004796487	GO:0042742	P	IBD	false	AGI_LocusCode:AT3G56400	taxon:1437201	20250130
PTHR32096	PTN004796487	GO:1900457	P	IBD	false	AGI_LocusCode:AT3G56400	taxon:1437201	20250130
