family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR22781	PTN000513025	GO:0010008	C	IBD	false	MGI:MGI:107734|UniProtKB:O14617	taxon:2759	20170922
PTHR22781	PTN000513025	GO:0030123	C	IBD	false	SGD:S000006116|dictyBase:DDB_G0279537	taxon:2759	20170601
PTHR22781	PTN000513025	GO:0006623	P	IBD	false	SGD:S000006116	taxon:2759	20170601
PTHR22781	PTN000513025	GO:0006896	P	IBD	false	SGD:S000006116	taxon:2759	20170601
PTHR22781	PTN000513028	GO:0043195	C	IBD	false	MGI:MGI:107734	taxon:33213	20170922
PTHR22781	PTN000513028	GO:0098830	C	IBD	false	MGI:MGI:107734	taxon:33213	20170922
PTHR22781	PTN000513028	GO:0016182	P	IBD	false	MGI:MGI:107734|RGD:1308659	taxon:33213	20200808
PTHR22781	PTN000513028	GO:0048490	P	IBD	false	MGI:MGI:107734	taxon:33213	20170922
PTHR22781	PTN000513028	GO:0048499	P	IBD	false	MGI:MGI:107734	taxon:33213	20170922
PTHR22781	PTN000513028	GO:0098943	P	IBD	false	MGI:MGI:107734	taxon:33213	20170922
