family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR19857	PTN000457233	GO:0046540	C	IBD	false	UniProtKB:O43172|SGD:S000006382|PomBase:SPAC227.12	taxon:2759	20170228
PTHR19857	PTN000457233	GO:0071011	C	IBD	false	UniProtKB:O43172	taxon:2759	20260224
PTHR19857	PTN000457233	GO:0017070	F	IBD	false	FB:FBgn0036733	taxon:2759	20170228
PTHR19857	PTN000457233	GO:0030621	F	IBD	false	FB:FBgn0036733	taxon:2759	20170228
PTHR19857	PTN000457233	GO:0045292	P	IBD	false	PomBase:SPAC227.12	taxon:2759	20260224
PTHR19857	PTN000521567	GO:0140378	F	IBD	false	SGD:S000000402	taxon:	20260603
PTHR19857	PTN001068868	GO:0009986	C	IBD	false	UniProtKB:Q13685	taxon:	20260710
PTHR19857	PTN001068868	GO:0030695	F	IBD	false	UniProtKB:Q13685	taxon:	20260710
PTHR19857	PTN001068868	GO:0007155	P	IBD	false	UniProtKB:Q13685	taxon:	20260710
PTHR19857	PTN001068868	GO:0014909	P	IBD	false	UniProtKB:Q13685	taxon:	20250625
PTHR19857	PTN008366535	GO:0005829	C	IBD	false	SGD:S000002972|SGD:S000001451|UniProtKB:Q13685	taxon:	20260828
PTHR19857	PTN008366536	GO:0044183	F	IBD	false	SGD:S000002972	taxon:2759	20260710
PTHR19857	PTN008366536	GO:0006511	P	IBD	false	SGD:S000002972	taxon:2759	20260710
PTHR19857	PTN008366536	GO:0070682	P	IBD	false	SGD:S000002972	taxon:2759	20260710
PTHR19857	PTN008571999	GO:0000124	C	IRD	true	PANTHER:PTN000459161	taxon:117571	20250116
PTHR19857	PTN008571999	GO:0000502	C	IBD	false	UniProtKB:Q9BRP4	taxon:117571	20250116
PTHR19857	PTN008571999	GO:0005669	C	IRD	true	PANTHER:PTN000459161	taxon:117571	20250116
PTHR19857	PTN008571999	GO:0006367	P	IRD	true	PANTHER:PTN000459161	taxon:117571	20250116
