id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O25581,Probable tautomerase HP_0924,protein,85962,Helicobacter pylori (strain ATCC 700392 / 26695),Helicobacter pylori (strain ATCC 700392 / 26695),HP_0924,68,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P0DF84,Probable tautomerase SpyM3_0797,protein,198466,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),SpyM3_0797,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P0DF85,Probable tautomerase SPs0996,protein,193567,Streptococcus pyogenes serotype M3 (strain SSI-1),Streptococcus pyogenes serotype M3 (strain SSI-1),SPs0996,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P45418,Probable tautomerase K2,protein,198628,Dickeya dadantii (strain 3937),Dickeya dadantii (strain 3937),Dda3937_02002,67,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P49172,2-hydroxymuconate tautomerase,protein,79676,Pseudomonas sp. (strain CF600),Pseudomonas sp. (strain CF600),dmpI,63,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67526,Probable tautomerase SAV1363,protein,158878,Staphylococcus aureus (strain Mu50 / ATCC 700699),Staphylococcus aureus (strain Mu50 / ATCC 700699),SAV1363,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67527,Probable tautomerase MW1250,protein,196620,Staphylococcus aureus (strain MW2),Staphylococcus aureus (strain MW2),MW1250,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67528,Probable tautomerase gbs1111,protein,211110,Streptococcus agalactiae serotype III (strain NEM316),Streptococcus agalactiae serotype III (strain NEM316),gbs1111,60,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67529,Probable tautomerase SAG1079,protein,208435,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),SAG1079,60,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67530,Probable tautomerase SP_1017,protein,170187,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),SP_1017,60,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67531,Probable tautomerase spr0921,protein,171101,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),Streptococcus pneumoniae (strain ATCC BAA-255 / R6),spr0921,60,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67532,Probable tautomerase SPy_1139/M5005_Spy0861,protein,301447,Streptococcus pyogenes serotype M1,Streptococcus pyogenes serotype M1,SPy_1139,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P67534,Probable tautomerase spyM18_1099,protein,186103,Streptococcus pyogenes serotype M18 (strain MGAS8232),Streptococcus pyogenes serotype M18 (strain MGAS8232),spyM18_1099,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P70994,2-hydroxymuconate tautomerase,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),ywhB,62,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
P99132,Probable tautomerase SA1195.1,protein,158879,Staphylococcus aureus (strain N315),Staphylococcus aureus (strain N315),SA1195.1,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q01468,2-hydroxymuconate tautomerase,protein,303,Pseudomonas putida,Pseudomonas putida,xylH,63,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q49XG3,Probable tautomerase SSP1389,protein,342451,Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41),Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41),SSP1389,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q4L670,Probable tautomerase SH1546,protein,279808,Staphylococcus haemolyticus (strain JCSC1435),Staphylococcus haemolyticus (strain JCSC1435),SH1546,62,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q5HG56,Probable tautomerase SACOL1399,protein,93062,Staphylococcus aureus (strain COL),Staphylococcus aureus (strain COL),SACOL1399,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q5HPH8,Probable tautomerase SERP0934,protein,176279,Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A),Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A),SERP0934,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q5LZM1,Probable tautomerase str1128,protein,299768,Streptococcus thermophilus (strain CNRZ 1066),Streptococcus thermophilus (strain CNRZ 1066),str1128,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q5M474,Probable tautomerase stu1128,protein,264199,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),stu1128,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q5XC71,Probable tautomerase M6_Spy0857,protein,286636,Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394),Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394),M6_Spy0857,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q6G9J6,Probable tautomerase SAS1303,protein,282459,Staphylococcus aureus (strain MSSA476),Staphylococcus aureus (strain MSSA476),SAS1303,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q6GH41,Probable tautomerase SAR1376,protein,282458,Staphylococcus aureus (strain MRSA252),Staphylococcus aureus (strain MRSA252),SAR1376,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q71WL5,Probable tautomerase LMOf2365_2536,protein,265669,Listeria monocytogenes serotype 4b (strain F2365),Listeria monocytogenes serotype 4b (strain F2365),LMOf2365_2536,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q814P5,Probable tautomerase BC_5378,protein,226900,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),BC_5378,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q81JS3,Probable tautomerase BA_5626/GBAA_5626/BAS5226,protein,1392,Bacillus anthracis,Bacillus anthracis (anthrax bacterium),BA_5626,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q830C9,Probable tautomerase EF_2859,protein,226185,Enterococcus faecalis (strain ATCC 700802 / V583),Enterococcus faecalis (strain ATCC 700802 / V583),EF_2859,59,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q88WD0,Probable tautomerase lp_1712,protein,220668,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),lp_1712,64,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q89DI3,Probable tautomerase bsl7456,protein,224911,Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110),Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110),bsl7456,67,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q8CPB7,Probable tautomerase SE_1045,protein,176280,Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200),Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200),SE_1045,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q8DU62,Probable tautomerase SMU_1087,protein,210007,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),Streptococcus mutans serotype c (strain ATCC 700610 / UA159),SMU_1087,61,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q8KRR5,2-hydroxymuconate tautomerase,protein,294,Pseudomonas fluorescens,Pseudomonas fluorescens,nahJ,63,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
Q8RQD2,2-hydroxymuconate tautomerase,protein,303,Pseudomonas putida,Pseudomonas putida,xylH,63,PTHR35530:SF1,2-HYDROXYMUCONATE TAUTOMERASE,True
