GO_ID	GO_Label	Evidence_Code	Reference	Action	Rationale_Summary
GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	Core nuclear localization conserved across sirtuins
GO:0003714	transcription corepressor activity	IBA	GO_REF:0000033	ACCEPT	Fundamental mechanism of SIR2 function
GO:0006974	DNA damage response	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	Recombination suppression is consequence of silencing not primary function
GO:0031509	subtelomeric heterochromatin formation	IBA	GO_REF:0000033	ACCEPT	Original core identified function
GO:0032041	histone H3K14 deacetylase activity NAD-dependent	IBA	GO_REF:0000033	ACCEPT	Direct catalytic activity with experimental support
GO:0046969	histone H3K9 deacetylase activity NAD-dependent	IBA	GO_REF:0000033	ACCEPT	Direct catalytic activity with experimental support
GO:0046970	histone H4K16 deacetylase activity NAD-dependent	IBA	GO_REF:0000033	ACCEPT	Most critical substrate for silencing function
GO:0000785	chromatin	IEA	GO_REF:0000117	ACCEPT	Appropriate subcellular component annotation
GO:0005730	nucleolus	IEA	GO_REF:0000044	ACCEPT	Core localization for rDNA silencing via RENT complex
GO:0006281	DNA repair	IEA	GO_REF:0000043	REMOVE	SIR2 is not a DNA repair enzyme; suppresses recombination through heterochromatin
GO:0006325	chromatin organization	IEA	GO_REF:0000043	ACCEPT	Core function through histone deacetylation and chromatin remodeling
GO:0006351	DNA-templated transcription	IEA	GO_REF:0000043	KEEP_AS_NON_CORE	Regulation of transcription through silencing not primary transcription function
GO:0006974	DNA damage response	IEA	GO_REF:0000043	KEEP_AS_NON_CORE	Secondary effect of recombination suppression through heterochromatin
GO:0016740	transferase activity	IEA	GO_REF:0000043	REMOVE	Mechanistically incorrect; SIR2 is deacetylase not transferase
GO:0017136	histone deacetylase activity NAD-dependent	IEA	GO_REF:0000117	ACCEPT	Canonical and defining enzymatic activity
GO:0030466	silent mating-type cassette heterochromatin formation	IEA	GO_REF:0000117	ACCEPT	Original identified core function at HML/HMR loci
GO:0031981	nuclear lumen	IEA	GO_REF:0000117	ACCEPT	Appropriate subcellular compartment designation
GO:0034979	NAD-dependent protein lysine deacetylase activity	IEA	GO_REF:0000120	ACCEPT	Broader generalization of specific histone deacetylase activities
GO:0045892	negative regulation of DNA-templated transcription	IEA	GO_REF:0000108	ACCEPT	Core transcriptional repression mechanism
GO:0045910	negative regulation of DNA recombination	IEA	GO_REF:0000117	ACCEPT	rDNA recombination suppression via heterochromatin
GO:0046872	metal ion binding	IEA	GO_REF:0000043	ACCEPT	Zinc ion as structural cofactor for catalysis
GO:0070403	NAD+ binding	IEA	GO_REF:0000002	ACCEPT	Obligate cofactor binding for enzymatic activity
GO:0005515	protein binding	IPI	PMID:11805837	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:15282295	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:16429126	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:16554755	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:17043313	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:19541632	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:20489023	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:21179020	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005515	protein binding	IPI	PMID:37968396	REMOVE	Generic term explicitly discouraged by GO; specific interactions captured by complex membership terms
GO:0005634	nucleus	HDA	PMID:22842922	ACCEPT	Complementary direct evidence of nuclear localization
GO:0000183	rDNA heterochromatin formation	NAS	PMID:12923057	ACCEPT	Core RENT complex function with strong literature support
GO:0005730	nucleolus	NAS	PMID:10219244	ACCEPT	Complementary direct localization evidence
GO:0031507	heterochromatin formation	NAS	PMID:15282295	ACCEPT	Broad heterochromatin establishment role
GO:0008270	zinc ion binding	RCA	PMID:30358795	ACCEPT	Structurally validated zinc coordination
GO:0006325	chromatin organization	IDA	PMID:11553718	ACCEPT	Direct experimental evidence from chromosome stretching
GO:0005677	chromatin silencing complex	IDA	PMID:9122169	ACCEPT	Established core component of Sir2-Sir3-Sir4 complex
GO:0017136	histone deacetylase activity NAD-dependent	IDA	PMID:10811920	ACCEPT	Direct enzyme assay confirmation
GO:0031494	regulation of mating type switching	IMP	PMID:31461456	ACCEPT	HML/HMR silencing requirement for phenotype
GO:0003688	DNA replication origin binding	IDA	PMID:29795547	ACCEPT	Direct binding at euchromatic replication origins
GO:0008156	negative regulation of DNA replication	IMP	PMID:15082529	KEEP_AS_NON_CORE	Secondary effect through heterochromatin formation
GO:0031509	subtelomeric heterochromatin formation	IMP	PMID:11950950	ACCEPT	Functional requirement demonstrated by mutation
GO:0031509	subtelomeric heterochromatin formation	IMP	PMID:1913809	ACCEPT	Shared silencing mechanism with mating-type loci
GO:0031509	subtelomeric heterochromatin formation	IMP	PMID:9501103	ACCEPT	Ku-dependent telomeric pathway involvement
GO:0000781	chromosome, telomeric region	IMP	PMID:27122604	ACCEPT	Nuclear periphery localization and telomere clustering
GO:0000781	chromosome, telomeric region	IDA	PMID:9710643	ACCEPT	Direct telomeric DNA binding demonstrated
GO:0000792	heterochromatin	IDA	PMID:20176978	ACCEPT	Localization within heterochromatic regions
