organism	gene	pmid	go_id	go_label	aspect	evidence_type	negated	action	readout_class	proximity	convergence	aligned	full_text
9POAL	rbcL	22609438	GO:0009570	chloroplast stroma	CC	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ACET2	celE	3066698	GO:0008810	cellulase activity	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
ACET2	celE	3066698	GO:0030245	cellulose catabolic process	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
ACET2	celE	19338387	GO:0030248	cellulose binding	MF	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ACET2	celE	19338387	GO:0045493	xylan catabolic process	BP	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ACET2	celE	19338387	GO:0046555	acetylxylan esterase activity	MF	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ACET2	celE	19338387	GO:2000884	glucomannan catabolic process	BP	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ACET2	celE	19338387	GO:0043263	cellulosome	CC	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ACET2	celE	19338387	GO:1990311	type-I cohesin domain binding	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ACET2	xynY	14623971	GO:0005515	protein binding	MF	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	False	False
ACET2	xynY	17360613	GO:0005515	protein binding	MF	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	False	False
ACET2	xynY	14623971	GO:1990311	type-I cohesin domain binding	?	IPI	False	NEW	DIRECT_BINDING	molecular	low	False	False
ACET2	celM	23226342	GO:0070006	metalloaminopeptidase activity	?	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ACET2	sdbA	24955112	GO:0044575	cellulosome assembly	?	TAS	False	NEW	DIRECT_BINDING	molecular	low	False	True
ACET2	sdbA	24955112	GO:0044575	cellulosome assembly	?	TAS	False	NEW	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ACET2	sdbA	24955112	GO:0009986	cell surface	CC	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ACET2	sdbA	24955112	GO:0009986	cell surface	CC	IDA	False	NEW	VIABILITY_PROLIFERATION	phenotypic	high	False	True
ACET2	cipA	14623971	GO:0005515	protein binding	MF	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	False	False
ACET2	cipA	17360613	GO:0005515	protein binding	MF	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	False	False
ACET2	cipA	14623971	GO:0043263	cellulosome	CC	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ACET2	cipA	14623971	GO:0044575	cellulosome assembly	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ACET2	cipA	14623971	GO:0005198	structural molecule activity	MF	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	False
ANOGA	7DL3	35460690	GO:0051378	serotonin binding	?	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	7DL3	35460690	GO:0051378	serotonin binding	?	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	7DL3	35460690	GO:1900047	negative regulation of hemostasis	BP	IDA	False	NEW	DIRECT_BINDING	molecular	low	False	True
ANOGA	7DL3	35460690	GO:1900047	negative regulation of hemostasis	BP	IDA	False	NEW	IN_VITRO_ENZYME	molecular	low	False	True
ANOGA	Agaphelin	25211214	GO:0140106	hematophagy	BP	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
ANOGA	Agaphelin	25211214	GO:0005515	protein binding	MF	IPI	False	REMOVE	DIRECT_BINDING	molecular	low	False	True
ANOGA	Agaphelin	25211214	GO:0030414	peptidase inhibitor activity	MF	IDA	False	MODIFY	DIRECT_BINDING	molecular	low	False	True
