id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A7E2Z2,Histone-lysine N-methyltransferase EZH1,protein,9913,Bos taurus,Bos taurus (Bovine),EZH1,747,PTHR45747:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE EZH1,True
G0SDW4,Histone-lysine N-methyltransferase EZH2,protein,759272,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),EZH2,1522,PTHR45747:SF4,HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),True
O17514,Histone-lysine N-methyltransferase mes-2,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,mes-2,773,PTHR45747:SF4,HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),True
O65312,Histone-lysine N-methyltransferase MEDEA,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),MEA,689,PTHR45747:SF7,HISTONE-LYSINE N-METHYLTRANSFERASE MEDEA,True
P42124,Histone-lysine N-methyltransferase E(z),protein,7227,Drosophila melanogaster,Drosophila melanogaster (Fruit fly),E(z),760,PTHR45747:SF4,HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),True
P70351,Histone-lysine N-methyltransferase EZH1,protein,10090,Mus musculus,Mus musculus (Mouse),Ezh1,747,PTHR45747:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE EZH1,True
P93831,Histone-lysine N-methyltransferase CLF,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),CLF,902,PTHR45747:SF4,HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),True
Q08BS4,Histone-lysine N-methyltransferase EZH2,protein,7955,Danio rerio,Danio rerio (Zebrafish),ezh2,760,PTHR45747:SF18,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q10MI4,Histone-lysine N-methyltransferase EZ1,protein,39947,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica (Rice),EZ1,895,PTHR45747:SF14,HISTONE-LYSINE N-METHYLTRANSFERASE EZA1,True
Q15910,Histone-lysine N-methyltransferase EZH2,protein,9606,Homo sapiens,Homo sapiens (Human),EZH2,746,PTHR45747:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q28D84,Histone-lysine N-methyltransferase EZH2,protein,8364,Xenopus tropicalis,Xenopus tropicalis (Western clawed frog),ezh2,748,PTHR45747:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q4R381,Histone-lysine N-methyltransferase EZH2,protein,9541,Macaca fascicularis,Macaca fascicularis (Crab-eating macaque),EZH2,746,PTHR45747:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q4V863,Histone-lysine N-methyltransferase EZH2,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),ezh2-b,748,PTHR45747:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q5RDS6,Histone-lysine N-methyltransferase EZH1,protein,9601,Pongo abelii,Pongo abelii (Sumatran orangutan),EZH1,747,PTHR45747:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE EZH1,True
Q5VN06,Histone-lysine N-methyltransferase CLF,protein,39947,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica (Rice),CLF,896,PTHR45747:SF4,HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),True
Q61188,Histone-lysine N-methyltransferase EZH2,protein,10090,Mus musculus,Mus musculus (Mouse),Ezh2,746,PTHR45747:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q84UI6,Histone-lysine N-methyltransferase EZ1,protein,39946,Oryza sativa subsp. indica,Oryza sativa subsp. indica (Rice),EZ1,895,PTHR45747:SF14,HISTONE-LYSINE N-METHYLTRANSFERASE EZA1,True
Q8S4P4,Histone-lysine N-methyltransferase EZ3,protein,4577,Zea mays,Zea mays (Maize),EZ3,895,PTHR45747:SF14,HISTONE-LYSINE N-METHYLTRANSFERASE EZA1,True
Q8S4P5,Histone-lysine N-methyltransferase EZ2,protein,4577,Zea mays,Zea mays (Maize),EZ2,894,PTHR45747:SF14,HISTONE-LYSINE N-METHYLTRANSFERASE EZA1,True
Q8S4P6,Histone-lysine N-methyltransferase EZ1,protein,4577,Zea mays,Zea mays (Maize),EZ1,931,PTHR45747:SF4,HISTONE-LYSINE N-METHYLTRANSFERASE E(Z),True
Q92800,Histone-lysine N-methyltransferase EZH1,protein,9606,Homo sapiens,Homo sapiens (Human),EZH1,747,PTHR45747:SF1,HISTONE-LYSINE N-METHYLTRANSFERASE EZH1,True
Q98SM3,Histone-lysine N-methyltransferase EZH2,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),ezh2-a,748,PTHR45747:SF3,HISTONE-LYSINE N-METHYLTRANSFERASE EZH2,True
Q9ZSM8,Histone-lysine N-methyltransferase EZA1,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),EZA1,856,PTHR45747:SF14,HISTONE-LYSINE N-METHYLTRANSFERASE EZA1,True
