gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
HSPA1A		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		more_specific_than_existing_goa	GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA1B		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		more_specific_than_existing_goa	GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA1L		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		more_specific_than_existing_goa	GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA2		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		more_specific_than_existing_goa	GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA6		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		more_specific_than_existing_goa	GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA8		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		already_in_goa_exact	GO:0140662 ATP-dependent protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA12A		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		new_to_goa		In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA12B		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		new_to_goa		In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
HSPA14		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6		more_specific_than_existing_goa	GO:0006457 protein folding;GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
DNAJA1		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJA2		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJA4		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB1		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB2		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB4		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding;GO:0051087 protein-folding chaperone binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB5		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding;GO:0051087 protein-folding chaperone binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB6		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB7		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJB8		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC2		Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
