job_id,canonical_symbol,fetch_id,alias,species,status,notes
na_ao2_candidate_ao_0,NaAO2,A0A1J6KBX2,NaAO2_candidate_AO_0,NICAT,launch_ready,AO_0 candidate for the root-pathway AO paralog
na_ao2_candidate_ao_1,NaAO2,A0A314LIN0,NaAO2_candidate_AO_1,NICAT,launch_ready,AO_1 candidate for the root-pathway AO paralog
na_qpt2_candidate_qpt_0,NaQPT2,A0A1J6KEF3,NaQPT2_candidate_QPT_0,NICAT,launch_ready,QPT_0 candidate for the nicotine-pathway QPT paralog
na_qpt2_candidate_qpt_1,NaQPT2,A0A1J6IKI8,NaQPT2_candidate_QPT_1,NICAT,launch_ready,QPT_1 candidate for the nicotine-pathway QPT paralog
na_odc_candidate_odc,NaODC1/NaODC2,A0A314KUM9,NaODC_candidate_ODC,NICAT,launch_ready,ODC-like paralog requiring pathway-vs-housekeeping review
na_odc_candidate_dcor,NaODC1/NaODC2,A0A1J6ITS2,NaODC_candidate_DCOR,NICAT,launch_ready,Second ODC-like paralog requiring pathway-vs-housekeeping review
na_pmt1_1,NaPMT1.1,Q93XQ5,NaPMT1.1,NICAT,launch_ready,Cell minimal reconstruction component
na_pmt1_2,NaPMT1.2,Q93XQ4,NaPMT1.2,NICAT,launch_ready,Root-specific PMT paralog
na_pmt3_followup,NaPMT3,A0A314LG79,NaPMT3,NICAT,launch_ready,Paralog-resolution follow-up outside the seed-core list
na_a622,NaA622,A0A314KUK7,NaA622,NICAT,launch_ready,Mapped through NCBI LOC109206509 and UniProt IFRH_2
na_a622_alt,NaA622,A0A1J6I5H4,NaA622_candidate_IFRH_0,NICAT,launch_ready,Alternate A622-like paralog
na_bbl1_candidate_fox1_0,NaBBL1,A0A1J6JGR6,NaBBL1_candidate_FOX1_0,NICAT,launch_ready,FOX1_0 late-oxidase candidate
na_bbl2_candidate_fox1_2,NaBBL2,A0A1J6KPK0,NaBBL2_candidate_FOX1_2,NICAT,launch_ready,FOX1_2 late-oxidase candidate and best current BBL2 anchor
na_bbl_candidate_fox1_4,NaBBL,A0A1J6KZ94,NaBBL_candidate_FOX1_4,NICAT,launch_ready,Additional BBL-like late-oxidase candidate
na_bbl_candidate_fox2_2,NaBBL,A0A314LBC4,NaBBL_candidate_FOX2_2,NICAT,launch_ready,Additional BBL-like late-oxidase candidate
na_bbl_candidate_fox2_4,NaBBL,A0A1J6KAK0,NaBBL_candidate_FOX2_4,NICAT,launch_ready,Additional BBL-like late-oxidase candidate
na_bgl1_candidate_bglu42,NaBGL1,A0A314LBF6,NaBGL1_candidate_BGLU42,NICAT,launch_ready,Currently the only NICAT beta-glucosidase carrying the UniProt alkaloid-metabolism keyword
na_mpo1_pending,NaMPO1,,NaMPO1,NICAT,pending_accession,AMO-family mapping still unresolved
na_namnh_pending,NaNAMNH,,NaNAMNH,NICAT,pending_accession,Cell 2026 core gene not yet surfaced in public annotation by stable symbol
na_ugt1_pending,NaUGT1,,NaUGT1,NICAT,pending_accession,Cell 2026 core gene not yet surfaced in public annotation by stable symbol
na_bgl2_pending,NaBGL2,,NaBGL2,NICAT,pending_accession,Second BGL copy unresolved
na_mate1_pending,NaMATE1,,NaMATE1,NICAT,pending_accession,MATE/DTX family candidate not yet mapped cleanly
na_nup_followup,NaNUP,,NaNUP,NICAT,pending_accession,Transport follow-up gene outside the minimal Cell metabolon

