id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
O64885,Protein BCCIP homolog,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),At2g44510,326,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
O74907,Protein bcp1,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),bcp1,282,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q06338,Protein BCP1,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),BCP1,283,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q23402,Protein BCCIP homolog,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,ZK1127.4,349,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q2H137,Protein BCP1,protein,306901,Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970),Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus),BCP1,291,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q2NL37,BRCA2 and CDKN1A-interacting protein,protein,9913,Bos taurus,Bos taurus (Bovine),BCCIP,306,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q2U600,Protein bcp1,protein,510516,Aspergillus oryzae (strain ATCC 42149 / RIB 40),Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),bcp1,290,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q4HZK7,Protein BCP1,protein,229533,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1),Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus),BCP1,285,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q4PA45,Protein BCP1,protein,5270,Mycosarcoma maydis,Mycosarcoma maydis (Corn smut fungus),BCP1,335,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
Q4WVS2,Protein bcp1,protein,330879,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293),Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293),bcp1,291,PTHR13261:SF0,BRCA2 AND CDKN1A-INTERACTING PROTEIN,True
