family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR46877	PTN000699977	GO:0030425	C	IBD	false	UniProtKB:P54756|RGD:70957|RGD:1560587|MGI:MGI:98277|MGI:MGI:99611|RGD:1564232	taxon:33213	20260828
PTHR46877	PTN000699977	GO:0005005	F	IBD	false	MGI:MGI:98277|UniProtKB:Q5JZY3|UniProtKB:P54762|MGI:MGI:99611	taxon:33213	20241121
PTHR46877	PTN000699977	GO:0007411	P	IBD	false	MGI:MGI:1096337|MGI:MGI:98277|MGI:MGI:99611|MGI:MGI:95276|MGI:MGI:104770|MGI:MGI:109378	taxon:33213	20200930
PTHR46877	PTN000699977	GO:0048013	P	IBD	false	MGI:MGI:99611|UniProtKB:P54753|MGI:MGI:98277|UniProtKB:P29320|RGD:1560587|UniProtKB:P54756|ZFIN:ZDB-GENE-070713-2|UniProtKB:Q15375|RGD:620831|UniProtKB:P54762|MGI:MGI:1096337|MGI:MGI:109378|MGI:MGI:95276|UniProtKB:P54764|MGI:MGI:99612	taxon:33213	20251220
PTHR46877	PTN000700012	GO:0001525	P	IBD	false	UniProtKB:P54760|MGI:MGI:104757	taxon:40674	20250904
PTHR46877	PTN000700012	GO:0048013	P	IBD	false	MGI:MGI:104757|UniProtKB:P54760	taxon:40674	20221008
PTHR46877	PTN001230349	GO:0005886	C	IBD	false	RGD:620144|UniProtKB:P10721|MGI:MGI:95294|UniProtKB:Q05688|UniProtKB:P17948|UniProtKB:P08581|WB:WBGene00002299|RGD:620486|UniProtKB:Q12866|UniProtKB:P16234|UniProtKB:P29376|UniProtKB:P11362|RGD:3082|FB:FBgn0010389|ZFIN:ZDB-GENE-030131-6458|RGD:620713|FB:FBgn0283499|WB:WBGene00000289|MGI:MGI:104771|ZFIN:ZDB-GENE-070209-277|MGI:MGI:96840|UniProtKB:Q91987|FB:FBgn0015380|RGD:69323|UniProtKB:P22455|UniProtKB:Q08345|MGI:MGI:103581|MGI:MGI:95561|UniProtKB:P04629|UniProtKB:P29317|MGI:MGI:96677|RGD:3285|FB:FBgn0003731|UniProtKB:P54760|WB:WBGene00006868|FB:FBgn0285896|FB:FBgn0003733|RGD:620568|MGI:MGI:101766|FB:FBgn0011829|UniProtKB:Q02763|UniProtKB:P22607|FB:FBgn0003366|UniProtKB:P04626|UniProtKB:P09619|MGI:MGI:96683|UniProtKB:O15146|MGI:MGI:1339758|MGI:MGI:96575|UniProtKB:P35968|UniProtKB:P21709|UniProtKB:P00533|RGD:3284|UniProtKB:Q15303|UniProtKB:P21802|RGD:3213|UniProtKB:P35590|UniProtKB:Q9PVZ4|WB:WBGene00003007|RGD:3214|MGI:MGI:97384|UniProtKB:P08069|UniProtKB:P30530|RGD:619855|RGD:2252|RGD:2543|WB:WBGene00000898|MGI:MGI:95410|RGD:3211|RGD:2917|UniProtKB:Q16832|UniProtKB:Q01973|RGD:2869|MGI:MGI:95411|FB:FBgn0032006|MGI:MGI:96433|UniProtKB:P07949|MGI:MGI:99614|MGI:MGI:99654|UniProtKB:P06213|MGI:MGI:97530|WB:WBGene00017381|MGI:MGI:95559|MGI:MGI:99906|UniProtKB:Q9UM73|UniProtKB:G1K218|RGD:2561|MGI:MGI:95522|MGI:MGI:99216|UniProtKB:Q16620|UniProtKB:P07333|UniProtKB:P35916|MGI:MGI:95524|UniProtKB:P21860	taxon:	20260828
PTHR46877	PTN001230349	GO:0043235	C	IBD	false	FB:FBgn0015380|UniProtKB:P21860|UniProtKB:Q01973|UniProtKB:P07333|UniProtKB:P35916|MGI:MGI:95410|FB:FBgn0283499|UniProtKB:O15146|FB:FBgn0033791|UniProtKB:Q16620|UniProtKB:P08069|UniProtKB:P04626|UniProtKB:P11362|UniProtKB:P14616|UniProtKB:P06213|FB:FBgn0024245|UniProtKB:Q15303|UniProtKB:P17948|UniProtKB:P07949|UniProtKB:Q08345|UniProtKB:P04629|UniProtKB:Q16288|UniProtKB:P00533	taxon:	20260828
PTHR46877	PTN001230349	GO:0004714	F	IBD	false	RGD:2621|RGD:621737|UniProtKB:P21802|UniProtKB:Q15303|UniProtKB:P00533|UniProtKB:P21709|WB:WBGene00002299|WB:WBGene00020504|RGD:3284|RGD:620144|UniProtKB:P10721|MGI:MGI:95294|UniProtKB:P17948|UniProtKB:P29376|MGI:MGI:95558|RGD:3214|UniProtKB:P11362|MGI:MGI:97384|RGD:620714|UniProtKB:P16234|UniProtKB:Q9PVZ4|RGD:3213|ZFIN:ZDB-GENE-980526-255|RGD:2543|WB:WBGene00000898|RGD:2965|RGD:2612|FB:FBgn0283499|RGD:3082|MGI:MGI:95278|FB:FBgn0010389|UniProtKB:P08069|FB:FBgn0040505|MGI:MGI:97902|RGD:2917|UniProtKB:Q16832|UniProtKB:Q91987|RGD:2869|MGI:MGI:97531|MGI:MGI:96969|RGD:2611|WB:WBGene00000289|MGI:MGI:104771|RGD:3285|UniProtKB:P06213|MGI:MGI:97530|UniProtKB:P14616|MGI:MGI:96677|MGI:MGI:99654|MGI:MGI:95561|UniProtKB:P04629|UniProtKB:P29317|MGI:MGI:96433|FB:FBgn0032006|UniProtKB:Q08345|UniProtKB:P22455|UniProtKB:P07949|UniProtKB:Q9UM73|FB:FBgn0285896|FB:FBgn0003733|FB:FBgn0003731|UniProtKB:P54760|WB:WBGene00006868|UniProtKB:O73798|MGI:MGI:1339758|UniProtKB:Q16620|MGI:MGI:96683|UniProtKB:P09619|MGI:MGI:1345277|MGI:MGI:95522|UniProtKB:P22607|UniProtKB:P04626|FB:FBgn0003366|UniProtKB:Q02763|MGI:MGI:107381|UniProtKB:P35916|MGI:MGI:95524|UniProtKB:P35968|UniProtKB:P07333|MGI:MGI:96575	taxon:	20260828
PTHR46877	PTN001230349	GO:0007169	P	IBD	false	RGD:3213|UniProtKB:P16234|UniProtKB:Q9PVZ4|MGI:MGI:95525|RGD:620714|MGI:MGI:97384|UniProtKB:P11362|UniProtKB:P29376|MGI:MGI:95558|UniProtKB:P17948|UniProtKB:P08581|UniProtKB:P10721|MGI:MGI:95294|ZFIN:ZDB-GENE-020503-2|UniProtKB:Q16288|UniProtKB:P21709|WB:WBGene00002299|UniProtKB:P00533|RGD:620486|UniProtKB:Q15303|UniProtKB:P21802|RGD:621737|MGI:MGI:95523|MGI:MGI:104771|RGD:2611|MGI:MGI:95410|RGD:2869|MGI:MGI:96969|MGI:MGI:97531|RGD:2917|UniProtKB:Q16832|MGI:MGI:97902|UniProtKB:P08069|FB:FBgn0040505|FB:FBgn0010389|MGI:MGI:95278|RGD:2612|FB:FBgn0283499|WB:WBGene00001184|ZFIN:ZDB-GENE-980526-255|RGD:2252|RGD:2543|RGD:2965|ZFIN:ZDB-GENE-020503-1|UniProtKB:O73798|FB:FBgn0003731|UniProtKB:P54760|UniProtKB:Q9UM73|FB:FBgn0285896|FB:FBgn0003733|RGD:2561|ZFIN:ZDB-GENE-980526-326|MGI:MGI:96433|FB:FBgn0032006|UniProtKB:Q08345|UniProtKB:P07949|UniProtKB:P22455|MGI:MGI:95411|RGD:69323|UniProtKB:P29317|UniProtKB:P04629|MGI:MGI:99654|ZFIN:ZDB-GENE-060503-14|MGI:MGI:97530|ZFIN:ZDB-GENE-030805-2|UniProtKB:P06213|MGI:MGI:96575|MGI:MGI:95524|UniProtKB:P35916|UniProtKB:P35968|UniProtKB:P21860|MGI:MGI:104757|UniProtKB:Q02763|ZFIN:ZDB-GENE-990415-62|FB:FBgn0003366|UniProtKB:P04626|MGI:MGI:95522|UniProtKB:P22607|UniProtKB:P09619|MGI:MGI:96683|MGI:MGI:1345277|MGI:MGI:99216|UniProtKB:Q16620|MGI:MGI:1339758	taxon:	20260828
