id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0A0S1RVB0,4'-phosphopantetheinyl transferase pptA,protein,71150,Paxillus involutus,Paxillus involutus (Brown roll-rim),pptA,263,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A0A1B3PEJ0,Phosphopantetheinyl transferase,protein,672127,Thraustochytrium sp. (strain ATCC 26185 / S-3),Thraustochytrium sp. (strain ATCC 26185 / S-3),PPTase,288,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A0A1L7T8M0,4'-phosphopantetheinyl transferase 1,protein,192010,Fusarium mangiferae,Fusarium mangiferae (Mango malformation disease fungus),PPT1,292,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A0A223GB52,4'-phosphopantetheinyl transferase,protein,46634,Aureobasidium melanogenum,Aureobasidium melanogenum,,338,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A0R8U9,Holo-[acyl-carrier-protein] synthase,protein,412694,Bacillus thuringiensis (strain Al Hakam),Bacillus thuringiensis (strain Al Hakam),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A4IJT3,Holo-[acyl-carrier-protein] synthase,protein,420246,Geobacillus thermodenitrificans (strain NG80-2),Geobacillus thermodenitrificans (strain NG80-2),acpS,129,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A4XIB7,Holo-[acyl-carrier-protein] synthase,protein,351627,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),acpS,123,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A5F5H4,Holo-[acyl-carrier-protein] synthase,protein,345073,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),acpS,126,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A5VI50,Holo-[acyl-carrier-protein] synthase,protein,557436,Limosilactobacillus reuteri (strain DSM 20016),Limosilactobacillus reuteri (strain DSM 20016),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A7GKE4,Holo-[acyl-carrier-protein] synthase,protein,315749,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A7Z1L9,Holo-[acyl-carrier-protein] synthase,protein,326423,Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42),acpS,121,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A8FA63,Holo-[acyl-carrier-protein] synthase,protein,315750,Bacillus pumilus (strain SAFR-032),Bacillus pumilus (strain SAFR-032),acpS,121,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
A9VQF0,Holo-[acyl-carrier-protein] synthase,protein,315730,Bacillus mycoides (strain KBAB4),Bacillus mycoides (strain KBAB4),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B1I756,Holo-[acyl-carrier-protein] synthase,protein,487214,Streptococcus pneumoniae (strain Hungary19A-6),Streptococcus pneumoniae (strain Hungary19A-6),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B2G5M8,Holo-[acyl-carrier-protein] synthase,protein,557433,Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112),Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B2GA64,Holo-[acyl-carrier-protein] synthase,protein,334390,Limosilactobacillus fermentum (strain NBRC 3956 / LMG 18251),Limosilactobacillus fermentum (strain NBRC 3956 / LMG 18251),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B2RYJ4,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Aasdhppt,309,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B5E746,Holo-[acyl-carrier-protein] synthase,protein,512566,Streptococcus pneumoniae serotype 19F (strain G54),Streptococcus pneumoniae serotype 19F (strain G54),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B7GIY1,Holo-[acyl-carrier-protein] synthase,protein,491915,Anoxybacillus flavithermus (strain DSM 21510 / WK1),Anoxybacillus flavithermus (strain DSM 21510 / WK1),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B7H4P0,Holo-[acyl-carrier-protein] synthase,protein,405532,Bacillus cereus (strain B4264),Bacillus cereus (strain B4264),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B7HRY9,Holo-[acyl-carrier-protein] synthase,protein,405534,Bacillus cereus (strain AH187),Bacillus cereus (strain AH187),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B7IU30,Holo-[acyl-carrier-protein] synthase,protein,405531,Bacillus cereus (strain G9842),Bacillus cereus (strain G9842),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B7JLE6,Holo-[acyl-carrier-protein] synthase,protein,405535,Bacillus cereus (strain AH820),Bacillus cereus (strain AH820),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B8ZMG2,Holo-[acyl-carrier-protein] synthase,protein,561276,Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1),Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
B9J0N5,Holo-[acyl-carrier-protein] synthase,protein,361100,Bacillus cereus (strain Q1),Bacillus cereus (strain Q1),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C1C8T7,Holo-[acyl-carrier-protein] synthase,protein,488221,Streptococcus pneumoniae (strain 70585),Streptococcus pneumoniae (strain 70585),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C1CFR8,Holo-[acyl-carrier-protein] synthase,protein,488222,Streptococcus pneumoniae (strain JJA),Streptococcus pneumoniae (strain JJA),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C1CM35,Holo-[acyl-carrier-protein] synthase,protein,488223,Streptococcus pneumoniae (strain P1031),Streptococcus pneumoniae (strain P1031),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C1CSW0,Holo-[acyl-carrier-protein] synthase,protein,487213,Streptococcus pneumoniae (strain Taiwan19F-14),Streptococcus pneumoniae (strain Taiwan19F-14),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C1EU95,Holo-[acyl-carrier-protein] synthase,protein,572264,Bacillus cereus (strain 03BB102),Bacillus cereus (strain 03BB102),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C3LK79,Holo-[acyl-carrier-protein] synthase,protein,568206,Bacillus anthracis (strain CDC 684 / NRRL 3495),Bacillus anthracis (strain CDC 684 / NRRL 3495),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C3LR00,Holo-[acyl-carrier-protein] synthase,protein,579112,Vibrio cholerae serotype O1 (strain M66-2),Vibrio cholerae serotype O1 (strain M66-2),acpS,126,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C3PAT6,Holo-[acyl-carrier-protein] synthase,protein,592021,Bacillus anthracis (strain A0248),Bacillus anthracis (strain A0248),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
C5D4D1,Holo-[acyl-carrier-protein] synthase,protein,471223,Geobacillus sp. (strain WCH70),Geobacillus sp. (strain WCH70),acpS,119,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
G5EB87,4'-phosphopantetheinyl transferase NpgA,protein,227321,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139),Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139),npgA,344,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
P0A2W6,Holo-[acyl-carrier-protein] synthase,protein,170187,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),acpS,120,PTHR12215:SF10,L-AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE-PHOSPHOPANTETHEINYL TRANSFERASE,True
