id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0A482PU20,Glutathione synthetase,protein,67825,Citrobacter rodentium,Citrobacter rodentium,gshB,315,PTHR21621:SF4,GLUTATHIONE SYNTHETASE,True
A0KFE0,Probable alpha-L-glutamate ligase,protein,380703,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),rimK,298,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A0KSL6,Probable alpha-L-glutamate ligase 1,protein,94122,Shewanella sp. (strain ANA-3),Shewanella sp. (strain ANA-3),rimK1,301,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A0KXI4,Probable alpha-L-glutamate ligase 2,protein,94122,Shewanella sp. (strain ANA-3),Shewanella sp. (strain ANA-3),rimK2,299,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A1A991,Ribosomal protein bS6--L-glutamate ligase,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,rimK,300,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A1RFM0,Probable alpha-L-glutamate ligase 1,protein,351745,Shewanella sp. (strain W3-18-1),Shewanella sp. (strain W3-18-1),rimK1,301,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A1RJ58,Probable alpha-L-glutamate ligase 2,protein,351745,Shewanella sp. (strain W3-18-1),Shewanella sp. (strain W3-18-1),rimK2,301,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A1S550,Probable alpha-L-glutamate ligase 1,protein,326297,Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),rimK1,301,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A1SAF6,Probable alpha-L-glutamate ligase 2,protein,326297,Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),rimK2,301,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
A1SYG9,Probable alpha-L-glutamate ligase,protein,357804,Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37),Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37),rimK,302,PTHR21621:SF7,RIBOSOMAL PROTEIN BS6--L-GLUTAMATE LIGASE,True
