family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR32467	PTN000795346	GO:0010311	P	IBD	false	AGI_LocusCode:AT5G57390|AGI_LocusCode:AT5G10510|AGI_LocusCode:AT5G65510	taxon:3398	20251022
PTHR32467	PTN000795346	GO:0010492	P	IBD	false	AGI_LocusCode:AT5G10510|AGI_LocusCode:AT5G65510	taxon:3398	20251022
PTHR32467	PTN000795346	GO:0060772	P	IBD	false	AGI_LocusCode:AT5G65510|AGI_LocusCode:AT5G57390|AGI_LocusCode:AT5G10510	taxon:3398	20251022
PTHR32467	PTN000795346	GO:1990110	P	IBD	false	AGI_LocusCode:AT5G10510|AGI_LocusCode:AT5G57390|AGI_LocusCode:AT5G65510	taxon:3398	20251022
PTHR32467	PTN004946983	GO:0045824	P	IBD	false	AGI_LocusCode:AT2G28550	taxon:	20251022
PTHR32467	PTN004947341	GO:0006110	P	IBD	false	AGI_LocusCode:AT3G54320	taxon:3398	20251022
PTHR32467	PTN004947579	GO:0045723	P	IBD	false	AGI_LocusCode:AT1G79700|AGI_LocusCode:AT1G16060	taxon:1437201	20251022
PTHR32467	PTN004947579	GO:1901959	P	IBD	false	AGI_LocusCode:AT1G16060|AGI_LocusCode:AT1G79700	taxon:1437201	20251022
PTHR32467	PTN004947792	GO:0080037	P	IBD	false	UniProtKB:Q84Z02	taxon:4734	20251022
PTHR32467	PTN007961304	GO:0005667	C	IBD	false	UniProtKB:A0A0N7KJT8	taxon:3398	20251022
PTHR32467	PTN007961304	GO:0009908	P	IBD	false	AGI_LocusCode:AT4G36920|AGI_LocusCode:AT5G67180	taxon:3398	20251022
PTHR32467	PTN007961304	GO:0048316	P	IBD	false	AGI_LocusCode:AT4G36920	taxon:3398	20251022
PTHR32467	PTN008647154	GO:0010337	P	IBD	false	AGI_LocusCode:AT4G13040	taxon:	20251022
PTHR32467	PTN008647154	GO:1900426	P	IBD	false	AGI_LocusCode:AT4G13040	taxon:	20251022
PTHR32467	PTN008647289	GO:0010492	P	IBD	false	AGI_LocusCode:AT4G37750	taxon:	20251022
PTHR32467	PTN009136420	GO:0005634	C	IBD	false	AGI_LocusCode:AT4G13040|UniProtKB:Q8H443|AGI_LocusCode:AT5G57390|AGI_LocusCode:AT4G37750|AGI_LocusCode:AT3G20840|UniProtKB:A0A0N7KJT8|UniProtKB:X5HYT8|AGI_LocusCode:AT1G79700	taxon:	20260529
PTHR32467	PTN009136420	GO:0000976	F	IBD	false	AGI_LocusCode:AT5G57390|AGI_LocusCode:AT4G37750|AGI_LocusCode:AT3G20840|AGI_LocusCode:AT1G72570|AGI_LocusCode:AT1G79700|UniProtKB:A0A0N7KJT8|AGI_LocusCode:AT3G54990|AGI_LocusCode:AT4G36920|AGI_LocusCode:AT5G10510|AGI_LocusCode:AT5G60120	taxon:	20251022
PTHR32467	PTN009136420	GO:0003700	F	IBD	false	AGI_LocusCode:AT1G16060|AGI_LocusCode:AT1G79700|UniProtKB:A0A0N7KJT8	taxon:	20251022
PTHR32467	PTN009136420	GO:0006355	P	IBD	false	UniProtKB:Q2TQ34|UniProtKB:Q8H443	taxon:	20251022
PTHR32467	PTN009136537	GO:0000723	P	IBD	false	AGI_LocusCode:AT1G51190|AGI_LocusCode:AT3G20840	taxon:1437183	20251022
PTHR32467	PTN009136537	GO:0007389	P	IBD	false	AGI_LocusCode:AT3G20840|AGI_LocusCode:AT1G51190	taxon:1437183	20251022
PTHR32467	PTN009136537	GO:0048364	P	IBD	false	AGI_LocusCode:AT3G20840|AGI_LocusCode:AT1G51190	taxon:1437183	20251022
