organism	gene	kind	reference_id	path	supporting_text
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-uniprot.txt	existing_annotations[0].review.supported_by[0]	RecName: Full=Urease subunit alpha; EC=3.5.1.5.
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-deep-research-falcon.md	existing_annotations[0].review.supported_by[2]	Recent EN76 literature explicitly identifies ureC/NVIE_014740 as the urease alpha subunit in a urea transporter-urease operon.
9ARCH	ureC1	not_verbatim	file:interpro/panther/PTHR43440/PTHR43440-deep-research-falcon.md	existing_annotations[1].review.supported_by[1]	PTHR43440 family research supports nickel-dependent urease annotations for canonical UreC homologs with explicit Ni-binding evidence, while warning that iron urease paralogs make blanket nickel propagation unsafe.
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-uniprot.txt	existing_annotations[2].review.supported_by[0]	RecName: Full=Urease subunit alpha; EC=3.5.1.5.
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-uniprot.txt	existing_annotations[3].review.supported_by[0]	RecName: Full=Urease subunit alpha; EC=3.5.1.5.
9ARCH	ureC1	not_verbatim	file:interpro/panther/PTHR43440/PTHR43440-deep-research-falcon.md	existing_annotations[4].review.supported_by[1]	Family research identifies canonical UreC/large-subunit ureases as the catalytic subunits for urea hydrolysis, supporting urea catabolism for conserved UreC proteins.
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-deep-research-falcon.md	existing_annotations[4].review.supported_by[2]	In N. viennensis EN76, ut and ureC/NVIE_014740 transcripts change about tenfold after urea versus ammonia addition, supporting regulated urea utilization by this locus.
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-deep-research-falcon.md	existing_annotations[5].review.supported_by[1]	Culture studies found no extracellular urease activity and no secretion signal context for the urease genes, supporting intracellular urea catabolism in ammonia-oxidizing archaea including EN76.
9ARCH	ureC1	not_verbatim	file:9ARCH/ureC1/ureC1-uniprot.txt	core_functions[0].supported_by[0]	RecName: Full=Urease subunit alpha; EC=3.5.1.5.
9ARCH	ureC1	not_verbatim	file:interpro/panther/PTHR43440/PTHR43440-deep-research-falcon.md	core_functions[0].supported_by[1]	Canonical urease large/alpha subunits house the dinuclear active site and catalyze urea hydrolysis; ureC1 has explicit EC and nickel-binding support.
9ARCH	ureC1	narration	file:9ARCH/ureC1/ureC1-deep-research-falcon.md	core_functions[0].supported_by[2]	Falcon deep research supports ureC1/NVIE_014740 as the EN76 urease alpha subunit in an intracellular urea-utilization system; culture evidence indicates urea is transported into the cell, hydrolyzed by urease, and used as an ammonia source when ammonia is limiting.
9ARCH	ureC2	not_verbatim	file:9ARCH/ureC2/ureC2-uniprot.txt	existing_annotations[0].review.supported_by[0]	RecName: Full=Urease; EC=3.5.1.5.
9ARCH	ureC2	not_verbatim	file:9ARCH/ureC2/ureC2-deep-research-falcon.md	existing_annotations[0].review.supported_by[2]	The report found no retrieved primary paper explicitly naming NVIE_015020/A0A060HQC5, but comparative genomics reports two ureABC copies in EN76, consistent with a ureC paralog.
