file	path	ref_id	status	similarity	supporting_text	best_match
genes/9BACT/HgcA/HgcA-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:23393089	REVIEW	0.58	HgcA encodes a putative corrinoid protein that likely serves as the methyl carrier for mercury methylation	The genes encode a putative corrinoid protein, HgcA, and a 2[4Fe-4S] ferredoxin, HgcB, consistent with roles as a methyl carrier and an electron donor required for corrinoid cofactor reduction, respectively
genes/9BACT/HgcA/HgcA-ai-review.yaml	.core_functions[2].supported_by[0]	PMID:23393089	LOW_SIM	0.21	HgcA is a corrinoid-dependent methyltransferase (related to the acetyl-CoA synthase family) with a binding site for a methylated B₁₂ cofactor	The genes encode a putative corrinoid protein, HgcA, and a 2[4Fe-4S] ferredoxin, HgcB, consistent with roles as a methyl carrier and an electron donor required for corrinoid cofactor reduction, respectively
genes/9CAUD/darB/darB-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:10515938	LOW_SIM	0.42	DNA methylase homolog DarB from bacteriophage P1 requires injection into host	Unlike these phages, bacteriophage P1 does not specify a complete set of replication proteins, as its vegetative replication depends on DNA polymerase III (DnaE) and primase (DnaG) activities of the host ( 18 )
genes/ACET2/P15329/P15329-ai-review.yaml	.existing_annotations[1].review.supported_by[0]	PMID:3066698	AUTOFIX	0.87	A second ORF which ends 349 bp 5' to the GTG start codon of the celE gene has also been identified. The encoded product contains a C terminus homologous to other C. thermocellum endoglucanases. [Note: This only refers to the dockerin domain homology, not the catalytic domain]	A second ORF which ends 349 bp 5' to the GTG start codon of the celE gene has also been identified
genes/ACET2/P15329/P15329-ai-review.yaml	.existing_annotations[3].review.supported_by[0]	PMID:3066698	AUTOFIX	1.00	The complete nucleotide sequence of the Clostridium thermocellum celE gene, coding for an endo-beta-1,4-glucanase (endoglucanase E; EGE) with xylan-hydrolysing activity has been determined. [Note: This describes CelE, not CelX. The paper only mentions celX as a separate ORF upstream.]	The complete nucleotide sequence of the Clostridium thermocellum celE gene, coding for an endo-beta-1,4-glucanase (endoglucanase E; EGE) with xylan-hydrolysing activity has been determined
genes/ACET2/ancA/ancA-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:8458832	LOW_SIM	0.30	Supporting evidence for ancA function	Otherwise, the sequence of ORF1p and ORF2p gave little clue concerning their potential function
genes/AMABI/AMA1/AMA1-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:29233888	LOW_SIM	0.08	Alpha-amanitin acts by binding non-competitively to RNA polymerase II and greatly slowing transcription elongation	Challenges remain in detecting and interpreting pathogenic DNA variants, particularly in non-coding regions
genes/AMABI/AMA1/AMA1-ai-review.yaml	.core_functions[1].supported_by[0]	PMID:20138890	NO_MATCH	0.00	POPB catalyzes two-step macrocyclization: hydrolytic cleavage followed by transpeptidation	
genes/ANOGA/7DL3/7DL3-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:35460690	AUTOFIX	0.88	AngaD7L3 binds serotonin. AngaD7L3 inhibits serotonin-induced platelet aggregation and vasoconstriction.	Subsequent functional assays confirmed AngaD7L1 inhibits U-46619-induced platelet aggregation and vasoconstriction, and AngaD7L3 inhibits serotonin-induced platelet aggregation and vasoconstriction
genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml	.existing_annotations[0].review.supported_by[1]	PMID:37503117	LOW_SIM	0.25	CLIPB4 is secreted into hemolymph as a zymogen	Using in vivo genetic analysis we show that the protease cascade branches downstream of the cSPs CLIPB4 and CLIPB17 into two branches one converging on CLIPB10 and the second on CLIPB8
genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml	.existing_annotations[1].review.supported_by[1]	PMID:37503117	LOW_SIM	0.20	CLIPB4 functions upstream of CLIPB8 and independently controls CLIPB10 cleavage; knockdown reduces infection-induced melanin excreta	Using in vivo genetic analysis we show that the protease cascade branches downstream of the cSPs CLIPB4 and CLIPB17 into two branches one converging on CLIPB10 and the second on CLIPB8
genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml	.existing_annotations[3].review.supported_by[2]	PMID:37503117	REVIEW	0.51	In vitro, CLIPB4 cleaves the cSPH cofactor CLIPA8	Interestingly, we show that the key cSPH CLIPA8 which is essential for the efficient activation cleavage of CLIPBs in vivo is efficiently cleaved itself by several CLIPBs in vitro, suggesting that cSPs and cSPHs regulate signal amplification and propagation in melanization cascades by providing positive reinforcement upstream and downstream of each other
genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml	.existing_annotations[5].review.supported_by[1]	PMID:37503117	LOW_SIM	0.41	CLIPB4 cleaves the cSPH cofactor CLIPA8	Interestingly, we show that the key cSPH CLIPA8 which is essential for the efficient activation cleavage of CLIPBs in vivo is efficiently cleaved itself by several CLIPBs in vitro, suggesting that cSPs and cSPHs regulate signal amplification and propagation in melanization cascades by providing positive reinforcement upstream and downstream of each other
genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml	.existing_annotations[10].review.supported_by[2]	PMID:37503117	LOW_SIM	0.20	CLIPB4 functions upstream of CLIPB8 and independently controls CLIPB10 cleavage; knockdown reduces infection-induced melanin excreta	Using in vivo genetic analysis we show that the protease cascade branches downstream of the cSPs CLIPB4 and CLIPB17 into two branches one converging on CLIPB10 and the second on CLIPB8
genes/ANOGA/CLIPB4/CLIPB4-ai-review.yaml	.existing_annotations[11].review.supported_by[1]	PMID:38598552	LOW_SIM	0.21	RNAi of CLIPB4 increases P. falciparum oocyst intensity and prevalence	falciparum infection
genes/ANOGA/TOLL9/TOLL9-ai-review.yaml	.existing_annotations[1].review.supported_by[1]	DOI:10.1186/s13071-024-06497-x	LOW_SIM	0.35	In 2024, dihydroartemisinin exposure in An. stephensi increased transcription and protein expression of Toll pathway components (Tube, MyD88, Rel1)	The transcriptional levels of anti- Plasmodium immune genes (including TEP1 , LRIM1 , and APL1C ), Toll pathway genes (including Tube , MyD88 , and Rel1 ), and the effector defensin 1 were upregulated by DHA treatment at 24 and 72 hpi
genes/ANOGA/TOLL9/TOLL9-ai-review.yaml	.existing_annotations[2].review.supported_by[1]	DOI:10.3390/biom13071159	LOW_SIM	0.17	Review of mosquito PRR recognition of arboviruses, situating Toll/TLR (including insect Toll-9) within vector immunity	Arthropod vectors, such as mosquitoes, have coevolved with arboviruses, resulting in a balance of virus replication and vector immune responses
genes/ANOGA/TOLL9/TOLL9-ai-review.yaml	.existing_annotations[7].review.supported_by[1]	DOI:10.1186/s13071-024-06497-x	REVIEW	0.53	Dihydroartemisinin (DHA) treatment upregulates Toll-pathway genes (Tube, MyD88, Rel1) and antimicrobial effectors; Rel1 RNAi abolishes DHA-mediated refractoriness to Plasmodium	The transcriptional levels of anti- Plasmodium immune genes (including TEP1 , LRIM1 , and APL1C ), Toll pathway genes (including Tube , MyD88 , and Rel1 ), and the effector defensin 1 were upregulated by DHA treatment at 24 and 72 hpi
genes/ANOGA/TOLL9/TOLL9-ai-review.yaml	.existing_annotations[7].review.supported_by[2]	DOI:10.1371/journal.ppat.1012965	LOW_SIM	0.05	Toll pathway implicated in anti-oocyst defenses: hemocyte recruitment, TEP1-dependent melanization, and effects of CSP disruption on Toll activation and parasite killing	The successful transmission of malaria by Anopheles mosquitoes relies on complex successive interactions between the parasite and various mosquito organs, host factors, and restriction factors
genes/ANOGA/TOLL9/TOLL9-ai-review.yaml	.existing_annotations[8].review.supported_by[1]	DOI:10.1186/s13071-024-06497-x	LOW_SIM	0.20	DHA exposure significantly reduced P. yoelii oocyst and sporozoite numbers; the protective effect was lost upon Rel1 knockdown, mechanistically implicating Toll signaling	Results DHA treatment via different approaches significantly reduced the number of Plasmodium oocysts and sporozoites in mosquitoes
genes/ANOGA/TOLL9/TOLL9-ai-review.yaml	.core_functions[0].supported_by[1]	DOI:10.1186/s13071-024-06497-x	LOW_SIM	0.18	In vivo An. stephensi challenge experiments showed that DHA exposure significantly reduced P. yoelii oocyst and sporozoite numbers; the protective effect was lost upon Rel1 knockdown	Results DHA treatment via different approaches significantly reduced the number of Plasmodium oocysts and sporozoites in mosquitoes
genes/ARATH/AT1G74310/AT1G74310-ai-review.yaml	.core_functions[4].supported_by[0]	PMID:23439916	AUTOFIX	0.85	HSP101 enhances the translation of HSA32 during recovery after heat treatment, and in turn, HSA32 retards the decay of HSP101. This mutual stabilization extends thermotolerance memory.	Results of immunoblot analyses suggest that HSP101 enhances the translation of HSA32 during recovery after heat treatment, and in turn, HSA32 retards the decay of HSP101
genes/ARATH/AT4G17750/AT4G17750-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:21931939	AUTOFIX	0.99	Arabidopsis HsfA1 transcription factors function as the main positive regulators in heat shock-responsive gene expression. HS-responsive gene expression, including that of molecular chaperones and transcription factors, was globally and drastically impaired in the hsfa1a/b/d triple mutant	# Arabidopsis HsfA1 transcription factors function as the main positive regulators in heat shock-responsive gene expression
genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml	.core_functions[0].supported_by[0]	PMID:17999647	AUTOFIX	0.80	A cascade of transcription factor DREB2A and heat stress transcription factor HsfA3 regulates the heat stress response of Arabidopsis. HsfA3 in turn was shown to be a potent activator on the promoters of Hsp genes. Direct binding to the corresponding promoters was demonstrated by electrophoretic mobility shift assays	A cascade of transcription factor DREB2A and heat stress transcription factor HsfA3 regulates the heat stress response of Arabidopsis
genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml	.core_functions[0].supported_by[1]	PMID:18261981	REVIEW	0.56	Functional analysis showing HSFA3 is activated by DREB2A during heat stress and localizes to the nucleus where it functions in transcriptional regulation	Functional analysis of an Arabidopsis heat-shock transcription factor HsfA3 in the transcriptional cascade downstream of the DREB2A stress-regulatory system
