gene_symbol	protein_id	term_id	term_label	evidence_type	reference_id	action	loss_status	covered_by
AAAS	Q9NRG9	GO:0005643	nuclear pore	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0006913	nucleocytoplasmic transport	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006913
AARSD1	Q9BTE6	GO:0002196	Ser-tRNA(Ala) deacylase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0002196
AARSD1	Q9BTE6	GO:0006450	regulation of translational fidelity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0002161; GO:0002196; GO:0106074
AATF	Q9NY61	GO:0005730	nucleolus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005730; GO:0032040
ABCA1	O95477	GO:0042626	ATPase-coupled transmembrane transporter activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042626; GO:0140359
ABCA1	O95477	GO:0033700	phospholipid efflux	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0033700
ABCA1	O95477	GO:0090554	phosphatidylcholine floppase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0090554
ABCA1	O95477	GO:0090556	phosphatidylserine floppase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0090556
ABCA7	Q8IZY2	GO:0042626	ATPase-coupled transmembrane transporter activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0140359
ABCA7	Q8IZY2	GO:0033344	cholesterol efflux	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0033344
ABCA7	Q8IZY2	GO:0033700	phospholipid efflux	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0033700
ABCA7	Q8IZY2	GO:0034188	apolipoprotein A-I receptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0034188
ABCA7	Q8IZY2	GO:0090554	phosphatidylcholine floppase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0090554
ABCA7	Q8IZY2	GO:0090556	phosphatidylserine floppase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0090556
ABCB7	O75027	GO:0042626	ATPase-coupled transmembrane transporter activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042626; GO:0140359; GO:0140481
ABCB7	O75027	GO:0055085	transmembrane transport	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042626; GO:0055085; GO:0140359; GO:0140466; GO:0140481
ABCB7	O75027	GO:0006879	intracellular iron ion homeostasis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006879
ABCB7	O75027	GO:0005743	mitochondrial inner membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005743
ABCD3	P28288	GO:0042626	ATPase-coupled transmembrane transporter activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042626; GO:0140359
ABCD3	P28288	GO:0005324	long-chain fatty acid transmembrane transporter activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005324
ABCD3	P28288	GO:0005778	peroxisomal membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005778
ABCD3	P28288	GO:0006635	fatty acid beta-oxidation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006635
ABCD3	P28288	GO:0015910	long-chain fatty acid import into peroxisome	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0015910
ABCD3	P28288	GO:0042760	very long-chain fatty acid catabolic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0042760
ABCD3	P28288	GO:0005524	ATP binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005524
ABCD3	P28288	GO:0007031	peroxisome organization	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0007031
ABCE1	P61221	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829; GO:0022626
ABCE1	P61221	GO:0006415	translational termination	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006415
ABCE1	P61221	GO:0005524	ATP binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005524
ABCE1	P61221	GO:0043024	ribosomal small subunit binding	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
ABCF2	Q9UG63	GO:0005524	ATP binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005524
ABHD2	P08910	GO:0043401	steroid hormone receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0043401
ABHD2	P08910	GO:0008126	acetylesterase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008126
ABHD2	P08910	GO:0047372	monoacylglycerol lipase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0047372
ABHD2	P08910	GO:0036126	sperm flagellum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0036126
ABHD2	P08910	GO:0046464	acylglycerol catabolic process	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0046464
ABHD2	P08910	GO:0048240	sperm capacitation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0048240
ABHD2	P08910	GO:0051792	medium-chain fatty acid biosynthetic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ABHD2	P08910	GO:0051793	medium-chain fatty acid catabolic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
ABHD2	P08910	GO:0097524	sperm plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0097524
ABI2	Q9NYB9	GO:0048858	cell projection morphogenesis	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
