gene_symbol	protein_id	term_id	term_label	evidence_type	reference_id	action	loss_status	covered_by
AAAS	Q9NRG9	GO:0000922	spindle pole	IEA	GO_REF:0000044	ACCEPT	UNIQUE	
AAAS	Q9NRG9	GO:0005635	nuclear envelope	IEA	GO_REF:0000044	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005643	nuclear pore	IEA	GO_REF:0000044	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	IDA	PMID:24315095	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005643	nuclear pore	NAS	PMID:24315095	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0006913	nucleocytoplasmic transport	NAS	PMID:27016207	ACCEPT	REDUNDANT	GO:0006913
AAAS	Q9NRG9	GO:0005654	nucleoplasm	IDA	GO_REF:0000052	KEEP_AS_NON_CORE	UNIQUE	
AAAS	Q9NRG9	GO:0031965	nuclear membrane	IDA	GO_REF:0000052	ACCEPT	UNIQUE	
AAAS	Q9NRG9	GO:0005635	nuclear envelope	IDA	PMID:27754849	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0000922	spindle pole	IDA	PMID:26246606	ACCEPT	UNIQUE	
AAAS	Q9NRG9	GO:0001578	microtubule bundle formation	IMP	PMID:26246606	KEEP_AS_NON_CORE	UNIQUE	
AAAS	Q9NRG9	GO:0072686	mitotic spindle	IDA	PMID:26246606	ACCEPT	UNIQUE	
AAAS	Q9NRG9	GO:0090307	mitotic spindle assembly	IMP	PMID:26246606	ACCEPT	UNIQUE	
AAAS	Q9NRG9	GO:0005643	nuclear pore	IDA	PMID:12730363	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-1176059	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-165043	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-165047	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-170796	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-180622	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-192627	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-192925	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-2990880	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-2990882	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-3000348	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-3000399	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-3000411	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-4551649	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-4551679	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-4570493	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-4615872	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-4615987	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-4655355	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-5228508	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-5228523	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-5252041	ACCEPT	REDUNDANT	GO:0005643
AAAS	Q9NRG9	GO:0005635	nuclear envelope	TAS	Reactome:R-HSA-5661474	ACCEPT	REDUNDANT	GO:0005643
