source_file	entity_id	entity_symbol	level	status	gap_kind	dark_aspect	n_provenance	provenance_refs	gap_statement
genes/AQUCT/A0A2G9RZF1/A0A2G9RZF1-ai-review.yaml	A0A2G9RZF1	A0A2G9RZF1 (core function)	core_function		BIOLOGY		0		A0A2G9RZF1 is a gene prediction fragment, not a complete protein. Its true molecular function cannot be determined from this 156-aa fragment. The complete gene product is a tolloid-family metalloprotease (BMP-1 or TLL1) with metalloendopeptidase activity, but which specific gene (BMP-1 on LG03 or TLL1 on LG01 of the chromosome-level assembly) corresponds to this fragment has not been determined by sequence alignment.
genes/ASPOR/Q2U1U6/Q2U1U6-ai-review.yaml	Q2U1U6	Q2U1U6 (core function)	core_function		BIOLOGY	MF_DARK	0		The catalytic activity and substrate specificity of Q2U1U6 have not been experimentally validated; it is unknown whether the protein acts on chondroitin sulfate, dermatan sulfate, hyaluronic acid, alginate, or another acidic polysaccharide.
genes/ASPOR/Q2U1U6/Q2U1U6-ai-review.yaml	Q2U1U6	Q2U1U6 (core function)	core_function		BIOLOGY	CC_DARK	0		It is unknown whether Q2U1U6 is secreted. Signal peptide prediction and localization have not been performed; at 134 aa the protein is unusually small for a secreted polysaccharide lyase, raising the question of whether it is a functional enzyme or a gene fragment.
genes/BETPN/Betv1/Betv1-ai-review.yaml	P15494	Betv1 (core function)	core_function		BIOLOGY|CURATION		1	file:BETPN/Betv1/Betv1-uniprot.txt	The specific physiological ligand and in-planta function of Bet v 1 are unresolved; it binds many lipophilic ligands in vitro but its endogenous cargo and role (defence vs. hormone/sterol transport) are not established.
genes/CAEBR/she-1/she-1-ai-review.yaml	A8XDR5	she-1 (core function)	core_function		BIOLOGY		0		The direct ubiquitylation substrate(s) presented by SHE-1 to its SCF complex, and the specific Skp1/Cullin partners forming that complex, are undetermined.
genes/CANLF/Canf1/Canf1-ai-review.yaml	O18873	Canf1 (core function)	core_function		BIOLOGY		1	PMID:36960093	The native (in-vivo) ligand and physiological role of Can f 1 remain unconfirmed: fatty acids are demonstrated as surrogate ligands in vitro, but the endogenous cargo carried in the dog and the biological function are not established.
genes/DERPT/Derp23/Derp23-ai-review.yaml	L7N6F8	Derp23 (core function)	core_function		BIOLOGY		1	file:DERPT/Derp23/Derp23-uniprot.txt	The molecular function of Der p 23 is undetermined: it has a peritrophin-A chitin-binding-domain fold but does not bind chitin in vitro, and no alternative ligand or activity has been established.
genes/DESRO/K9IFY6/K9IFY6-ai-review.yaml	K9IFY6	K9IFY6 (core function)	core_function	OPEN	BIOLOGY	RESIDUAL_SUBGAP	1	PMID:23411029	It is undetermined whether vampire bat CCL28 retains the direct, receptor-independent antimicrobial activity of its human orthologue, and therefore whether an antibacterial humoral response annotation is warranted.
genes/DESRO/K9IFY6/K9IFY6-ai-review.yaml	K9IFY6	K9IFY6 (core function)	core_function	OPEN	BIOLOGY	MF_DARK	1	file:DESRO/K9IFY6/K9IFY6-deep-research-falcon.md	The receptor actually engaged by vampire bat CCL28 is undetermined: neither CCR10 nor CCR3 usage has been tested for this protein, and it is unknown whether it acts on bat leukocytes, on host leukocytes at the bite site, or both.
genes/DESRO/K9IIP0/K9IIP0-ai-review.yaml	K9IIP0	K9IIP0 (core function)	core_function	OPEN	BIOLOGY	RESIDUAL_SUBGAP	2	PMID:23411029;file:DESRO/K9IIP0/K9IIP0-uniprot.txt	The function of the C-terminal CUB domain of TSG-6 is undetermined in any species, and for this protein the uncertainty is compounded: UniProt flags that the sequence lacks conserved residues required for propagating CUB feature annotation, so it is unknown whether the bat CUB domain is even intact in the functional sense.
genes/DESRO/K9IIP0/K9IIP0-ai-review.yaml	K9IIP0	K9IIP0 (core function)	core_function	OPEN	BIOLOGY	BP_DARK	1	PMID:23411029	It is undetermined whether salivary TSG-6 acts on the host at the bite site, and if so whether its principal target there is inflammation, chemokine-driven leukocyte recruitment, or fibrinolysis via inter-alpha-inhibitor.
