family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR18964	PTN001826175	GO:0003677	F	IBD	false	UniProtKB:P0AF20	taxon:1236	20190307
PTHR18964	PTN001826175	GO:0006355	P	IBD	false	UniProtKB:P0AF20	taxon:1236	20190307
PTHR18964	PTN001826186	GO:0045127	F	IBD	false	UniProtKB:P75959	taxon:1236	20190307
PTHR18964	PTN001826196	GO:0009384	F	IBD	false	UniProtKB:P45425	taxon:1236	20190307
PTHR18964	PTN001826196	GO:0019262	P	IBD	false	UniProtKB:P45425	taxon:1236	20190307
PTHR18964	PTN001826203	GO:0004396	F	IBD	false	UniProtKB:P23917|UniProtKB:P32718	taxon:1236	20240731
PTHR18964	PTN002317088	GO:0008761	F	IBD	false	MGI:MGI:1354951|RGD:69239|UniProtKB:Q9Y223|ZFIN:ZDB-GENE-040426-1848	taxon:	20260828
PTHR18964	PTN002317088	GO:0009384	F	IBD	false	MGI:MGI:1354951|RGD:69239|UniProtKB:Q9Y223	taxon:	20241120
PTHR18964	PTN002317097	GO:0003677	F	IBD	false	UniProtKB:P50456	taxon:1236	20190307
PTHR18964	PTN002317097	GO:0006351	P	IBD	false	UniProtKB:P50456	taxon:1236	20190307
