family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR47907	PTN000539981	GO:0005737	C	IBD	false	WB:WBGene00004762|UniProtKB:Q38ES8|SGD:S000004965|SGD:S000001357|FB:FBgn0037218|AGI_LocusCode:AT2G32850	taxon:	20260828
PTHR47907	PTN000539981	GO:0004674	F	IBD	false	SGD:S000001357|SGD:S000000263|SGD:S000004965	taxon:	20170228
PTHR47907	PTN000539992	GO:0098793	C	IBD	false	RGD:1305520	taxon:9347	20241121
PTHR47907	PTN000539992	GO:0004674	F	IBD	false	RGD:1305520	taxon:9347	20230720
PTHR47907	PTN000539992	GO:0035612	F	IBD	false	UniProtKB:Q2M2I8|RGD:1305520	taxon:9347	20230720
PTHR47907	PTN000539992	GO:2000369	P	IBD	false	UniProtKB:F1SPM8|RGD:1305520|UniProtKB:Q2M2I8	taxon:9347	20230720
PTHR47907	PTN001121691	GO:0035612	F	IBD	false	FB:FBgn0015772	taxon:	20211111
PTHR47907	PTN001121691	GO:0045747	P	IBD	false	FB:FBgn0015772	taxon:	20170228
PTHR47907	PTN001121691	GO:2000369	P	IBD	false	FB:FBgn0015772	taxon:	20170228
PTHR47907	PTN002743337	GO:0005634	C	IBD	false	MGI:MGI:2155456|UniProtKB:Q9NSY1	taxon:117571	20200324
PTHR47907	PTN002743337	GO:0019208	F	IBD	false	MGI:MGI:2155456	taxon:117571	20200324
PTHR47907	PTN002743337	GO:0030500	P	IBD	false	MGI:MGI:2155456	taxon:117571	20200324
