ida_id	domain_accession	domain_name	start	end
7b101910cee7eb2b20440cc916697cebd11656b3	PF14470	bPH_3	51	157
7b101910cee7eb2b20440cc916697cebd11656b3	IPR039519	YokE-like_PH	51	157
02c83f71b6ae809f95be37df6ab65b6c8bb5fc78	PF14470	bPH_3	15	108
02c83f71b6ae809f95be37df6ab65b6c8bb5fc78	IPR039519	YokE-like_PH	15	108
02c83f71b6ae809f95be37df6ab65b6c8bb5fc78	PF09851	SHOCT	160	187
02c83f71b6ae809f95be37df6ab65b6c8bb5fc78	IPR018649	SHOCT	160	187
147da927de776736b6dde64e379db604c1e91e1f	PF14471	DUF4428	9	57
147da927de776736b6dde64e379db604c1e91e1f	IPR027872	DUF4428	9	57
147da927de776736b6dde64e379db604c1e91e1f	PF14470	bPH_3	114	206
147da927de776736b6dde64e379db604c1e91e1f	IPR039519	YokE-like_PH	114	206
147da927de776736b6dde64e379db604c1e91e1f	PF09851	SHOCT	236	263
147da927de776736b6dde64e379db604c1e91e1f	IPR018649	SHOCT	236	263
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	PF14470	bPH_3	55	159
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	IPR039519	YokE-like_PH	55	159
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	PF14470	bPH_3	217	331
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	IPR039519	YokE-like_PH	217	331
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	PF09851	SHOCT	352	379
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	IPR018649	SHOCT	352	379
de004f99d8ccea231ed6626f2294d62e979e0abf	PF23428	DUF7115	1	107
de004f99d8ccea231ed6626f2294d62e979e0abf	IPR055539	DUF7115	1	107
de004f99d8ccea231ed6626f2294d62e979e0abf	PF14470	bPH_3	123	191
de004f99d8ccea231ed6626f2294d62e979e0abf	IPR039519	YokE-like_PH	123	191
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	PF14470	bPH_3	33	84
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	IPR039519	YokE-like_PH	33	84
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	PF00004	AAA	250	378
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	IPR003959	ATPase_AAA_core	250	378
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	PF17866	AAA_lid_6	382	465
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	IPR041627	AAA_lid_6	382	465
e430687b5a343303c35c9d40f83bd32a4db80579	PF13240	Zn_Ribbon_1	2	23
e430687b5a343303c35c9d40f83bd32a4db80579	IPR026870	Zinc_ribbon_dom	2	23
e430687b5a343303c35c9d40f83bd32a4db80579	PF14470	bPH_3	70	147
e430687b5a343303c35c9d40f83bd32a4db80579	IPR039519	YokE-like_PH	70	147
ebab0b6e77e2f98c515bd1859cc9a94ab07025a1	PF10708	DUF2510	9	43
ebab0b6e77e2f98c515bd1859cc9a94ab07025a1	IPR018929	DUF2510	9	43
ebab0b6e77e2f98c515bd1859cc9a94ab07025a1	PF14470	bPH_3	85	140
