ida_id	ida_signature	unique_proteins	prevalence_pct	representative_accession
7b101910cee7eb2b20440cc916697cebd11656b3	PF14470:IPR039519	1602	58.00	O32002
02c83f71b6ae809f95be37df6ab65b6c8bb5fc78	PF14470:IPR039519-PF09851:IPR018649	1049	37.98	O29568
147da927de776736b6dde64e379db604c1e91e1f	PF14471:IPR027872-PF14470:IPR039519-PF09851:IPR018649	48	1.74	B1BWF3
6994b5625bbb0ba0fcbbafb9aab791857925cd0b	PF14470:IPR039519-PF14470:IPR039519-PF09851:IPR018649	17	0.62	D4GR72
de004f99d8ccea231ed6626f2294d62e979e0abf	PF23428:IPR055539-PF14470:IPR039519	6	0.22	A0A0F7PBW4
fb298f9d6bdc66472e2e561720e9f8d10ed68e9d	PF14470:IPR039519-PF00004:IPR003959-PF17866:IPR041627	5	0.18	A0A4Q5M2X6
e430687b5a343303c35c9d40f83bd32a4db80579	PF13240:IPR026870-PF14470:IPR039519	4	0.14	A0A0A5GIL7
ebab0b6e77e2f98c515bd1859cc9a94ab07025a1	PF10708:IPR018929-PF14470:IPR039519	4	0.14	K0K3J2
1211c588e11e769259c1af55b896bec3b49e513a	PF14470:IPR039519-PF12773:IPR025874	3	0.11	K0IHI4
337d4b9af6ba0aed39b1532dfd53253471ca55e4	PF14472:IPR027860-PF14470:IPR039519-PF09851:IPR018649	3	0.11	A0ABP5DTN0
55ba83d8c7501e4d39e6ff95c20bf8e4e98aa6dd	PF14470:IPR039519-PF13240:IPR026870	3	0.11	C7DHR0
ae377b45b1d13888056ca0c27c4eb265d120527d	PF14470:IPR039519-PF26438:IPR058962	3	0.11	A0A8J8TRX5
0b2611f36df7412c40b43d6a386d35b08daf73c5	PF14472:IPR027860-PF14470:IPR039519-PF10708:IPR018929	2	0.07	A0A345L5E8
3967d41c5336c9ccbe959cfaef6da9d8abdf4a4f	PF14470:IPR039519-PF13250:IPR025280-PF13455	2	0.07	A0ABP3ZBM2
445ebd0e273ad2c1e9791bc321589b77c3baf361	PF12773:IPR025874-PF14470:IPR039519	2	0.07	L0WIL9
8aa57eb133b7285a576f3d654568a5910bc9dbfd	PF14470:IPR039519-PF00664:IPR011527-PF00005:IPR003439	2	0.07	A0A1F6D0I1
c04101473f19fdf3bf085722b78cdfb7b038a110	PF04191:IPR007318-PF14470:IPR039519	2	0.07	A0A1M4SM27
d9c1d734a5316ce6ed3533eb00958a75b712705a	PF10923:IPR021228-PF14470:IPR039519	2	0.07	A0A1M5EK29
e1b37acbdeac41af023bd14b1218e6186e7b448d	PF14470:IPR039519-PF04471:IPR007560	2	0.07	A0ABD5QHW9
02c44966a6c07e7cceda072ac9253a889969d100	PF14470:IPR039519-PF00571:IPR000644-PF00571:IPR000644-PF01769:IPR006667	1	0.04	A0A5Q2MWK4
