id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A2YMP7,Putative secretory carrier-associated membrane protein 1,protein,39946,Oryza sativa subsp. indica,Oryza sativa subsp. indica (Rice),SCAMP1,306,PTHR10687:SF74,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 1,True
O14828,Secretory carrier-associated membrane protein 3,protein,9606,Homo sapiens,Homo sapiens (Human),SCAMP3,347,PTHR10687:SF6,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 3,True
O15126,Secretory carrier-associated membrane protein 1,protein,9606,Homo sapiens,Homo sapiens (Human),SCAMP1,338,PTHR10687:SF8,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 1,True
O15127,Secretory carrier-associated membrane protein 2,protein,9606,Homo sapiens,Homo sapiens (Human),SCAMP2,329,PTHR10687:SF7,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 2,True
O35609,Secretory carrier-associated membrane protein 3,protein,10090,Mus musculus,Mus musculus (Mouse),Scamp3,349,PTHR10687:SF6,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 3,True
O77735,Secretory carrier-associated membrane protein 1,protein,9823,Sus scrofa,Sus scrofa (Pig),SCAMP1,338,PTHR10687:SF8,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 1,True
P56603,Secretory carrier-associated membrane protein 1,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Scamp1,338,PTHR10687:SF8,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 1,True
Q02465,Prespore protein Dd31,protein,44689,Dictyostelium discoideum,Dictyostelium discoideum (Social amoeba),spiA,269,PTHR10687:SF2,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN,True
Q0JAI9,Secretory carrier-associated membrane protein 6,protein,39947,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica (Rice),SCAMP6,273,PTHR10687:SF2,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN,True
Q17QF8,Secretory carrier-associated membrane protein 5,protein,9913,Bos taurus,Bos taurus (Bovine),SCAMP5,235,PTHR10687:SF5,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 5,True
Q28F21,Secretory carrier-associated membrane protein 5,protein,8364,Xenopus tropicalis,Xenopus tropicalis (Western clawed frog),scamp5,231,PTHR10687:SF5,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 5,True
Q58DF6,Secretory carrier-associated membrane protein 4,protein,9913,Bos taurus,Bos taurus (Bovine),SCAMP4,230,PTHR10687:SF11,SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 4,True
