family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR19229	PTN000442469	GO:0043231	C	IBD	false	UniProtKB:F1MWM0|MGI:MGI:2386607|UniProtKB:Q86UQ4|UniProtKB:Q99758|RGD:1307174|MGI:MGI:99607|MGI:MGI:3625331|UniProtKB:O95477|MGI:MGI:1351617|UniProtKB:Q8N139|MGI:MGI:2388707|RGD:620238|AGI_LocusCode:AT5G61730|UniProtKB:P78363|AGI_LocusCode:AT5G61740|UniProtKB:O94911|MGI:MGI:1351646|MGI:MGI:99606|UniProtKB:Q9BZC7|UniProtKB:Q8IZY2|UniProtKB:Q86UK0	taxon:	20260529
PTHR19229	PTN000442469	GO:0005319	F	IBD	false	UniProtKB:F1MWM0|UniProtKB:P78363|MGI:MGI:1351646|MGI:MGI:109424|MGI:MGI:1351617|UniProtKB:Q86UK0|UniProtKB:O95477|UniProtKB:Q8IZY2|UniProtKB:Q9BZC7|UniProtKB:Q99758|MGI:MGI:99607	taxon:	20260529
PTHR19229	PTN000442469	GO:0042626	F	IBD	false	UniProtKB:O94911|RGD:631344|UniProtKB:Q99758	taxon:	20241120
PTHR19229	PTN000442469	GO:0006869	P	IBD	false	MGI:MGI:2386607|UniProtKB:O95477|UniProtKB:Q99758|MGI:MGI:99607|MGI:MGI:2388707|AGI_LocusCode:AT5G61730|UniProtKB:P78363|UniProtKB:O94911|MGI:MGI:2676312|MGI:MGI:1351646|MGI:MGI:109424|UniProtKB:Q8IZY2|RGD:631344|UniProtKB:Q86UK0|UniProtKB:Q9BZC7|WB:WBGene00000421	taxon:	20250903
PTHR19229	PTN000442846	GO:0031288	P	IBD	false	dictyBase:DDB_G0293436|dictyBase:DDB_G0283387|dictyBase:DDB_G0291980|dictyBase:DDB_G0274119|dictyBase:DDB_G0291245|dictyBase:DDB_G0274121	taxon:	20221008
PTHR19229	PTN002710130	GO:0034191	F	IBD	false	UniProtKB:Q86UK0	taxon:117571	20180907
PTHR19229	PTN002710138	GO:0034188	F	IBD	false	UniProtKB:Q8IZY2|MGI:MGI:1351646	taxon:117571	20180907
PTHR19229	PTN002710138	GO:0090554	F	IBD	false	UniProtKB:Q8IZY2	taxon:117571	20180907
PTHR19229	PTN002710138	GO:0090556	F	IBD	false	UniProtKB:Q8IZY2	taxon:117571	20180907
PTHR19229	PTN002710138	GO:0033344	P	IBD	false	UniProtKB:Q8IZY2|MGI:MGI:1351646	taxon:117571	20200808
PTHR19229	PTN002710138	GO:0033700	P	IBD	false	UniProtKB:Q8IZY2|MGI:MGI:1351646	taxon:117571	20180907
PTHR19229	PTN002710147	GO:0140326	F	IBD	false	MGI:MGI:109424|UniProtKB:F1MWM0|UniProtKB:P78363	taxon:117571	20260529
PTHR19229	PTN002710165	GO:0090554	F	IBD	false	UniProtKB:O95477	taxon:117571	20180907
PTHR19229	PTN002710165	GO:0090556	F	IBD	false	UniProtKB:O95477	taxon:117571	20180907
PTHR19229	PTN002710165	GO:0033700	P	IBD	false	MGI:MGI:99607|UniProtKB:O95477	taxon:117571	20180907
PTHR19229	PTN008568157	GO:0005770	C	IBD	false	MGI:MGI:2386607	taxon:32523	20260529
