family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR10340	PTN000037999	GO:0005576	C	IBD	false	MGI:MGI:1931437|UniProtKB:Q92484	taxon:	20260528
PTHR10340	PTN000037999	GO:0008081	F	IBD	false	MGI:MGI:1916022|UniProtKB:Q92484|UniProtKB:Q92485	taxon:	20230405
PTHR10340	PTN000038096	GO:0008081	F	IBD	false	MGI:MGI:98325|UniProtKB:P17405|WB:WBGene00000211|WB:WBGene00000212	taxon:	20260528
PTHR10340	PTN000038097	GO:0005576	C	IBD	false	FB:FBgn0034997|MGI:MGI:98325|RGD:1549719|UniProtKB:P17405|WB:WBGene00000211|WB:WBGene00000212	taxon:33154	20260528
PTHR10340	PTN000038098	GO:0005764	C	IBD	false	FB:FBgn0034997|UniProtKB:P17405|UniProtKB:Q0VD19|WB:WBGene00000211	taxon:33213	20241119
PTHR10340	PTN000038098	GO:0061750	F	IBD	false	MGI:MGI:98325|UniProtKB:P17405	taxon:33213	20180112
PTHR10340	PTN000038098	GO:0006685	P	IBD	false	MGI:MGI:98325|UniProtKB:P17405|WB:WBGene00000211|WB:WBGene00000212	taxon:33213	20200807
PTHR10340	PTN000038098	GO:0046513	P	IBD	false	MGI:MGI:98325|RGD:1549719|UniProtKB:P17405|UniProtKB:Q0VD19|WB:WBGene00000211|WB:WBGene00000212	taxon:33213	20201231
PTHR10340	PTN000818947	GO:0000324	C	IBD	false	SGD:S000002860	taxon:4751	20180112
PTHR10340	PTN000818947	GO:0005576	C	IRD	true	PANTHER:PTN000038097	taxon:4751	20260528
PTHR10340	PTN000818947	GO:0000298	F	IBD	false	SGD:S000002860	taxon:4751	20180112
PTHR10340	PTN000818947	GO:0004309	F	IBD	false	SGD:S000002860	taxon:4751	20180112
PTHR10340	PTN000818947	GO:0008081	F	IRD	true	PANTHER:PTN000038096	taxon:4751	20260528
PTHR10340	PTN000818947	GO:0006798	P	IBD	false	CGD:CAL0000182615|SGD:S000002860	taxon:4751	20230405
