id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0QZ12,Polyprenol monophosphomannose synthase,protein,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),ppm1,265,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
A5GFZ5,Dolichol-phosphate mannosyltransferase subunit 1,protein,9823,Sus scrofa,Sus scrofa (Pig),DPM1,259,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
C5CBV8,Undecaprenyl-phosphate mannosyltransferase,protein,465515,Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230),Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230),Mlut_12000,243,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
O14466,Dolichol-phosphate mannosyltransferase,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),dpm1,236,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
O60762,Dolichol-phosphate mannosyltransferase subunit 1,protein,9606,Homo sapiens,Homo sapiens (Human),DPM1,260,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
O70152,Dolichol-phosphate mannosyltransferase subunit 1,protein,10090,Mus musculus,Mus musculus (Mouse),Dpm1,260,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
O96795,Dolichol-phosphate mannosyltransferase,protein,5665,Leishmania mexicana,Leishmania mexicana,dpms,262,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
P14020,Dolichol-phosphate mannosyltransferase,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),DPM1,267,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
P54856,Dolichol-phosphate mannosyltransferase,protein,5270,Mycosarcoma maydis,Mycosarcoma maydis (Corn smut fungus),DPM1,294,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
Q1JQ93,Dolichol-phosphate mannosyltransferase subunit 1,protein,9913,Bos taurus,Bos taurus (Bovine),DPM1,260,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
Q54LP3,Dolichol-phosphate mannosyltransferase subunit 1,protein,44689,Dictyostelium discoideum,Dictyostelium discoideum (Social amoeba),dpm1,254,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
Q8U4M3,Dolichol-phosphate mannosyltransferase,protein,186497,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),PF0058,352,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
Q9LM93,Dolichol-phosphate mannosyltransferase subunit 1,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),DPMS1,246,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
Q9VIU7,Dolichol-phosphate mannosyltransferase subunit 1,protein,7227,Drosophila melanogaster,Drosophila melanogaster (Fruit fly),Dpm1,241,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
Q9WU83,Dolichol-phosphate mannosyltransferase subunit 1,protein,10029,Cricetulus griseus,Cricetulus griseus (Chinese hamster),DPM1,266,PTHR43398:SF1,DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1,True
