bucket_id	bucket_label	bucket_type	module_area	gene_count	specific_membership_count	reviewed_gene_count	existing_review_files	missing_review_files	asta_research_files	module	module_file	module_file_exists	module_research_falcon	module_research_path	taxon_research_falcon	taxon_research_path	priority_phase	batch_status	pr_status	pr_url	scope_note
kegg:ppu00010	Glycolysis / Gluconeogenesis	kegg_pathway	central_carbon	5	38	0	1	4	0	entner_doudoroff_and_gluconeogenesis		false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__entner_doudoroff_and_gluconeogenesis__ppu00010-deep-research-falcon.md	1	SEEDED	NOT_STARTED		P. putida lacks canonical EMP glycolysis; needs careful split from generic glycolysis/gluconeogenesis.
kegg:ppu00020	Citrate cycle (TCA cycle)	kegg_pathway	central_carbon	17	30	4	4	13	0	tca_cycle		false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__tca_cycle__ppu00020-deep-research-falcon.md	1	SEEDED	NOT_STARTED		Needs species-neutral central-carbon module or split module.
kegg:ppu00030	Pentose phosphate pathway	kegg_pathway	central_carbon	19	36	1	5	14	0	pentose_phosphate_pathway		false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__pentose_phosphate_pathway__ppu00030-deep-research-falcon.md	1	SEEDED	NOT_STARTED		Needs species-neutral central-carbon module.
kegg:ppu00362	Benzoate degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	8	40	3	4	4	0	benzoate_degradation		false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__benzoate_degradation__ppu00362-deep-research-falcon.md	2	SEEDED	NOT_STARTED		Aromatic-catabolism priority bucket.
kegg:ppu00622	Xylene degradation	kegg_pathway	aromatic_and_xenobiotic_catabolism	4	6	0	4	0	0	benzoate_upper_pathway		false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__benzoate_upper_pathway__ppu00622-deep-research-falcon.md	2	SEEDED	NOT_STARTED		Aromatic-catabolism priority bucket.
kegg:ppu01220	Degradation of aromatic compounds	kegg_pathway	aromatic_and_xenobiotic_catabolism	8	20	0	7	1	0	aromatic_compound_degradation		false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__aromatic_compound_degradation__ppu01220-deep-research-falcon.md	2	SEEDED	NOT_STARTED		Broad aromatic-compound bucket; likely split into beta-ketoadipate and route-specific modules.
kegg:ppu00270	Cysteine and methionine metabolism	kegg_pathway	amino_acid_metabolism	16	46	2	1	15	0	methionine_biosynthesis	modules/methionine_biosynthesis.yaml	true	TODO	modules/methionine_biosynthesis-deep-research-falcon.md	TODO	projects/P_PUTIDA/deep-research/PSEPK__methionine_biosynthesis__ppu00270-deep-research-falcon.md	3	SEEDED	NOT_STARTED		Seeded submodule; KEGG bucket includes cysteine and methionine metabolism.
kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	kegg_pathway	amino_acid_metabolism	20	28	11	20	0	20	tryptophan_biosynthesis	modules/tryptophan_biosynthesis.yaml	true	DONE	modules/tryptophan_biosynthesis-deep-research-falcon.md	DONE	projects/P_PUTIDA/deep-research/PSEPK__tryptophan_biosynthesis__ppu00400-deep-research-falcon.md	3	SEEDED	DRAFT_PR	https://github.com/ai4curation/ai-gene-review/pull/1874	Seeded submodule; KEGG bucket also includes phenylalanine, tyrosine, and chorismate genes.
kegg:ppu00040	Pentose and glucuronate interconversions	kegg_pathway	other_kegg_pathway	8	8	0	0	8	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00040__ppu00040-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu00051	Fructose and mannose metabolism	kegg_pathway	other_kegg_pathway	8	18	4	3	5	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu00051__ppu00051-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
