suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_0002	false	P0A149	Y002_PSEPK	PP_0002	PP_0002	PP_0002	Uncharacterized protein PP_0002	reviewed	1.0	263			IPR025669;IPR050678;IPR027417;	PF13614;	PTHR13696;PTHR13696:SF52;	ppu:PP_0002;	PPUT160488:G1G01-2-MONOMER;		WP_003253182.1;	Reference proteome	ppu:PP_0002	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0019	false	Q88RW0	Q88RW0_PSEPK	PP_0019	PP_0019	PP_0019	Uncharacterized protein	unreviewed	1.0	232		GO:0003677	IPR001387;IPR010982;			ppu:PP_0019;	PPUT160488:G1G01-20-MONOMER;			Reference proteome	ppu:PP_0019	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0020	false	Q88RV9	Q88RV9_PSEPK	PP_0020	PP_0020	PP_0020	Uncharacterized protein	unreviewed	1.0	291						ppu:PP_0020;	PPUT160488:G1G01-21-MONOMER;			Reference proteome	ppu:PP_0020	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0021	false	Q88RV8	Q88RV8_PSEPK	PP_0021	PP_0021	PP_0021	Uncharacterized protein	unreviewed	1.0	307						ppu:PP_0021;	PPUT160488:G1G01-22-MONOMER;		WP_010951435.1;	Reference proteome	ppu:PP_0021	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0022	false	Q88RV7	Q88RV7_PSEPK	PP_0022	PP_0022	PP_0022	Uncharacterized protein	unreviewed	1.0	54						ppu:PP_0022;	PPUT160488:G1G01-23-MONOMER;			Reference proteome	ppu:PP_0022	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0023	false	Q88RV6	Q88RV6_PSEPK	PP_0023	PP_0023	PP_0023	Uncharacterized protein	unreviewed	1.0	42						ppu:PP_0023;	PPUT160488:G1G01-24-MONOMER;		WP_003253468.1;	Reference proteome	ppu:PP_0023	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0025	false	Q88RV4	Q88RV4_PSEPK	PP_0025	PP_0025	PP_0025	Uncharacterized protein	unreviewed	1.0	50						ppu:PP_0025;	PPUT160488:G1G01-26-MONOMER;			Reference proteome;Signal	ppu:PP_0025	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0028	false	Q88RV1	Q88RV1_PSEPK	PP_0028	PP_0028	PP_0028	DUF2790 domain-containing protein	unreviewed	1.0	108			IPR021245;	PF10976;		ppu:PP_0028;	PPUT160488:G1G01-29-MONOMER;		WP_010951440.1;	Reference proteome;Signal	ppu:PP_0028	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0031	false	Q88RU8	Q88RU8_PSEPK	PP_0031	PP_0031	PP_0031	Uncharacterized protein	unreviewed	1.0	195						ppu:PP_0031;	PPUT160488:G1G01-33-MONOMER;		WP_010951442.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_0031	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_0032	false	Q88RU7	Q88RU7_PSEPK	PP_0032	PP_0032	PP_0032	Secreted protein	unreviewed	1.0	73						ppu:PP_0032;	PPUT160488:G1G01-34-MONOMER;		WP_010951443.1;	Reference proteome;Signal	ppu:PP_0032	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
