family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR14445	PTN002683625	GO:0000900	F	IRD	true	PANTHER:PTN004461388	taxon:117571	20250805
PTHR14445	PTN002683625	GO:0048009	P	IBD	false	MGI:MGI:1888677	taxon:117571	20210217
PTHR14445	PTN002683636	GO:0016020	C	IBD	false	MGI:MGI:2138584	taxon:117571	20230110
PTHR14445	PTN002683636	GO:0031982	C	IBD	false	UniProtKB:Q6Y7W6|MGI:MGI:2138584	taxon:117571	20210217
PTHR14445	PTN002683636	GO:0043204	C	IBD	false	MGI:MGI:2138584|UniProtKB:Q6Y7W6	taxon:117571	20210217
PTHR14445	PTN002683636	GO:1990635	C	IBD	false	MGI:MGI:2138584|UniProtKB:Q6Y7W6	taxon:117571	20210217
PTHR14445	PTN002683636	GO:0048009	P	IBD	false	MGI:MGI:2138584|UniProtKB:Q6Y7W6	taxon:117571	20210217
PTHR14445	PTN004461388	GO:0005829	C	IBD	false	UniProtKB:Q6Y7W6	taxon:2759	20210217
PTHR14445	PTN004461388	GO:0000900	F	IBD	false	FB:FBgn0039936	taxon:2759	20250805
PTHR14445	PTN004461388	GO:0045947	P	IBD	false	UniProtKB:Q6Y7W6	taxon:2759	20250805
