suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
ubiX	PP_0548	Q88QE6	Q88QE6_PSEPK	ubiX	ubiX PP_0548	Flavin prenyltransferase UbiX (EC 2.5.1.129)	unreviewed	2.0	2.5.1.129	GO:0016831; GO:0106141	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/ubiX	PRESENT	genes/PSEPK/ubiX/ubiX-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ubiX/ubiX-deep-research-asta.md
PP_2217	PP_2217	Q88KS2	Q88KS2_PSEPK	PP_2217	PP_2217	enoyl-CoA hydratase (EC 4.2.1.17)	unreviewed	2.0	4.2.1.17	GO:0006635; GO:0018812	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/PP_2217	PRESENT	genes/PSEPK/PP_2217/PP_2217-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2217/PP_2217-deep-research-asta.md
galA	PP_2518	Q88JX5	GALA_PSEPK	galA	galA PP_2518	Gallate dioxygenase (EC 1.13.11.57) (Gallate degradation protein A)	reviewed	3.0	1.13.11.57	GO:0008198; GO:0019396; GO:0036238	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/galA	PRESENT	genes/PSEPK/galA/galA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/galA/galA-deep-research-asta.md
PP_2805	PP_2805	Q88J44	BVMO_PSEPK	PP_2805	PP_2805	Baeyer-Villiger monooxygenase (BVMO) (EC 1.14.13.-)	reviewed	2.0	1.14.13.-	GO:0004499; GO:0016709; GO:0050660; GO:0050661	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/PP_2805	PRESENT	genes/PSEPK/PP_2805/PP_2805-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2805/PP_2805-deep-research-asta.md
PP_2932	PP_2932	Q88IR7	Q88IR7_PSEPK	PP_2932	PP_2932	Amidase family protein	unreviewed	1.0			kegg:ppu00643	Styrene degradation	false	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/PP_2932	PRESENT	genes/PSEPK/PP_2932/PP_2932-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2932/PP_2932-deep-research-asta.md
paaF	PP_3284	Q88HR9	Q88HR9_PSEPK	paaF	paaF PP_3284	Enoyl-CoA hydratase-isomerase (EC 4.2.1.17)	unreviewed	1.0	4.2.1.17	GO:0004300; GO:0006635	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/paaF	PRESENT	genes/PSEPK/paaF/paaF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/paaF/paaF-deep-research-asta.md
fcs	PP_3356	Q88HK0	Q88HK0_PSEPK	fcs	fcs PP_3356	Feruloyl-CoA-synthetase (EC 6.2.1.34)	unreviewed	1.0	6.2.1.34	GO:0006631; GO:0031956; GO:0050563	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/fcs	PRESENT	genes/PSEPK/fcs/fcs-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fcs/fcs-deep-research-asta.md
vdh	PP_3357	Q88HJ9	Q88HJ9_PSEPK	vdh	vdh PP_3357	Vanillin dehydrogenase (EC 1.2.1.67)	unreviewed	1.0	1.2.1.67	GO:0050608	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/vdh	PRESENT	genes/PSEPK/vdh/vdh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/vdh/vdh-deep-research-asta.md
PP_3358	PP_3358	Q88HJ8	Q88HJ8_PSEPK	PP_3358	PP_3358	Hydroxycinnamoyl-CoA hydratase-lyase (EC 4.1.2.41, EC 4.2.1.101)	unreviewed	1.0	4.1.2.41; 4.2.1.101	GO:0008300; GO:0016829	kegg:ppu00996	Biosynthesis of various alkaloids	false	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/PP_3358	PRESENT	genes/PSEPK/PP_3358/PP_3358-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3358/PP_3358-deep-research-asta.md
PP_3657	PP_3657	Q88GR1	Q88GR1_PSEPK	PP_3657	PP_3657	p-nitrobenzoate reductase NfnB	unreviewed	1.0		GO:0016491	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/PP_3657	PRESENT	genes/PSEPK/PP_3657/PP_3657-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3657/PP_3657-deep-research-asta.md
vanA	PP_3736	Q88GI6	Q88GI6_PSEPK	vanA	vanA PP_3736	Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82)	unreviewed	1.0	1.14.13.82	GO:0005506; GO:0018489; GO:0051537	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/vanA	PRESENT	genes/PSEPK/vanA/vanA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/vanA/vanA-deep-research-asta.md
vanB	PP_3737	Q88GI5	Q88GI5_PSEPK	vanB	vanB PP_3737	Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)	unreviewed	1.0	1.14.13.-	GO:0016491; GO:0046872; GO:0051537	kegg:ppu00627	Aminobenzoate degradation	true	KEGG	ppu00627	Aminobenzoate degradation	genes/PSEPK/vanB	PRESENT	genes/PSEPK/vanB/vanB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/vanB/vanB-deep-research-asta.md
