suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
gcdH	PP_0158	Q88RH2	Q88RH2_PSEPK	gcdH	gcdH PP_0158	glutaryl-CoA dehydrogenase (ETF) (EC 1.3.8.6)	unreviewed	2.0	1.3.8.6	GO:0000062; GO:0004361; GO:0033539; GO:0046949; GO:0050660	kegg:ppu00380	Tryptophan metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/gcdH	PRESENT	genes/PSEPK/gcdH/gcdH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcdH/gcdH-deep-research-asta.md
PP_0159	PP_0159	Q88RH1	Q88RH1_PSEPK	PP_0159	PP_0159	CoA-transferase family III (EC 2.8.3.-)	unreviewed	1.0	2.8.3.-	GO:0008410	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/PP_0159	PRESENT	genes/PSEPK/PP_0159/PP_0159-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0159/PP_0159-deep-research-asta.md
davD	PP_0213	Q88RC0	DAVD_PSEPK	davD	davD PP_0213	Glutarate-semialdehyde dehydrogenase (EC 1.2.1.-)	reviewed	3.0	1.2.1.-	GO:0004777; GO:0005829; GO:0009450; GO:0019477; GO:0102810	kegg:ppu00350	Tyrosine metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/davD	PRESENT	genes/PSEPK/davD/davD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/davD/davD-deep-research-asta.md
davT	PP_0214	Q88RB9	DAVT_PSEPK	davT	davT PP_0214	5-aminovalerate aminotransferase DavT (EC 2.6.1.48) (5-aminovalerate transaminase) (Delta-aminovalerate aminotransferase)	reviewed	4.0	2.6.1.48	GO:0009448; GO:0019477; GO:0030170; GO:0034386; GO:0042802; GO:0047589	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/davT	PRESENT	genes/PSEPK/davT/davT-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/davT/davT-deep-research-asta.md
davA	PP_0382	Q88QV2	Q88QV2_PSEPK	davA	davA PP_0382	5-aminopentanamidase (EC 3.5.1.30)	unreviewed	1.0	3.5.1.30	GO:0033388; GO:0047588; GO:0050126	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/davA	PRESENT	genes/PSEPK/davA/davA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/davA/davA-deep-research-asta.md
davB	PP_0383	Q88QV1	Q88QV1_PSEPK	davB	davB PP_0383	Tryptophan 2-monooxygenase (EC 1.13.12.3)	unreviewed	2.0	1.13.12.3	GO:0009851; GO:0050361	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/davB	PRESENT	genes/PSEPK/davB/davB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/davB/davB-deep-research-asta.md
PP_0582	PP_0582	Q88QB2	Q88QB2_PSEPK	PP_0582	PP_0582	Thiolase family protein	unreviewed	1.0		GO:0003988; GO:0005829	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/PP_0582	PRESENT	genes/PSEPK/PP_0582/PP_0582-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0582/PP_0582-deep-research-asta.md
patD	PP_1481	Q88MT7	Q88MT7_PSEPK	patD	patD PP_1481	Medium chain aldehyde dehydrogenase (EC 1.2.1.19, EC 1.2.1.54)	unreviewed	2.0	1.2.1.19; 1.2.1.54	GO:0019145; GO:0047107	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/patD	PRESENT	genes/PSEPK/patD/patD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/patD/patD-deep-research-asta.md
fadB	PP_2136	Q88L02	FADB_PSEPK	fadB	fadB PP_2136	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	reviewed	5.0	1.1.1.35; 4.2.1.17; 5.1.2.3; 5.3.3.8	GO:0004165; GO:0006635; GO:0008692; GO:0016509; GO:0018812; GO:0036125; GO:0070403	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/fadB	PRESENT	genes/PSEPK/fadB/fadB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fadB/fadB-deep-research-asta.md
PP_2215	PP_2215	Q88KS4	Q88KS4_PSEPK	PP_2215	PP_2215	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	unreviewed	2.0	2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/PP_2215	PRESENT	genes/PSEPK/PP_2215/PP_2215-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2215/PP_2215-deep-research-asta.md
PP_2217	PP_2217	Q88KS2	Q88KS2_PSEPK	PP_2217	PP_2217	enoyl-CoA hydratase (EC 4.2.1.17)	unreviewed	2.0	4.2.1.17	GO:0006635; GO:0018812	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/PP_2217	PRESENT	genes/PSEPK/PP_2217/PP_2217-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2217/PP_2217-deep-research-asta.md
sad-I	PP_2488	Q88K05	Q88K05_PSEPK	sad-I	sad-I PP_2488	NAD+-dependent succinate semialdehyde dehydrogenase (EC 1.2.1.24)	unreviewed	1.0	1.2.1.24	GO:0004030; GO:0004777	kegg:ppu00350	Tyrosine metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/sad-I	PRESENT	genes/PSEPK/sad-I/sad-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sad-I/sad-I-deep-research-asta.md
prr	PP_2801	Q88J48	Q88J48_PSEPK	prr	prr PP_2801	Gamma-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	unreviewed	1.0	1.2.1.19	GO:0019145	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/prr	PRESENT	genes/PSEPK/prr/prr-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/prr/prr-deep-research-asta.md
glaH	PP_2909	Q88IU0	GLAH_PSEPK	glaH	glaH csiD PP_2909	Glutarate 2-hydroxylase (G-2-H) (EC 1.14.11.64)	reviewed	4.0	1.14.11.64	GO:0008198; GO:0019477; GO:0050498; GO:0106343	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/glaH	PRESENT	genes/PSEPK/glaH/glaH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glaH/glaH-deep-research-asta.md
lhgO	PP_2910	Q88IT9	Q88IT9_PSEPK	lhgO	lhgO PP_2910	L-2-hydroxyglutarate oxidase (EC 1.1.3.15)	unreviewed	1.0	1.1.3.15	GO:0003973; GO:0005737; GO:0047545	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/lhgO	PRESENT	genes/PSEPK/lhgO/lhgO-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lhgO/lhgO-deep-research-asta.md
paaF	PP_3284	Q88HR9	Q88HR9_PSEPK	paaF	paaF PP_3284	Enoyl-CoA hydratase-isomerase (EC 4.2.1.17)	unreviewed	1.0	4.2.1.17	GO:0004300; GO:0006635	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/paaF	PRESENT	genes/PSEPK/paaF/paaF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/paaF/paaF-deep-research-asta.md
PP_3355	PP_3355	Q88HK1	Q88HK1_PSEPK	PP_3355	PP_3355	Beta-ketothiolase	unreviewed	1.0		GO:0003985; GO:0006635	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/PP_3355	PRESENT	genes/PSEPK/PP_3355/PP_3355-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3355/PP_3355-deep-research-asta.md
dpkA	PP_3591	Q88GX6	Q88GX6_PSEPK	dpkA	dpkA PP_3591	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase (EC 1.5.1.21)	unreviewed	2.0	1.5.1.21	GO:0006560; GO:0042803; GO:0047125; GO:0050241	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/dpkA	PRESENT	genes/PSEPK/dpkA/dpkA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dpkA/dpkA-deep-research-asta.md
amaD	PP_3596	Q88GX1	Q88GX1_PSEPK	amaD	amaD PP_3596	D-lysine oxidase (EC 1.4.3.-)	unreviewed	1.0	1.4.3.-	GO:0005737; GO:0016491	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/amaD	PRESENT	genes/PSEPK/amaD/amaD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/amaD/amaD-deep-research-asta.md
alr	PP_3722	Q88GJ9	BSR_PSEPK	alr	alr PP_3722	Broad specificity amino-acid racemase (EC 5.1.1.10) (Broad spectrum racemase)	reviewed	5.0	5.1.1.10	GO:0005829; GO:0008784; GO:0018113; GO:0030170; GO:0042597; GO:0047679	kegg:ppu00470	D-Amino acid metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/alr	PRESENT	genes/PSEPK/alr/alr-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/alr/alr-deep-research-asta.md
bktB	PP_3754	Q88GH0	Q88GH0_PSEPK	bktB	bktB PP_3754	Beta-ketothiolase BktB (EC 2.3.1.16, EC 2.3.1.9)	unreviewed	2.0	2.3.1.16; 2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/bktB	PRESENT	genes/PSEPK/bktB/bktB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/bktB/bktB-deep-research-asta.md
PP_4108	PP_4108	Q88FI7	2AAAT_PSEPK	PP_4108	PP_4108	2-aminoadipate transaminase (EC 2.6.1.39) (2-aminoadipate aminotransferase) (L-2AA aminotransferase)	reviewed	4.0	2.6.1.39	GO:0030170; GO:0042802; GO:0047536	kegg:ppu00310	Lysine degradation	true	KEGG	ppu00310	Lysine degradation	genes/PSEPK/PP_4108	PRESENT	genes/PSEPK/PP_4108/PP_4108-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_4108/PP_4108-deep-research-asta.md
lpdG	PP_4187	Q88FB1	Q88FB1_PSEPK	lpdG	lpdG PP_4187	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/lpdG	PRESENT	genes/PSEPK/lpdG/lpdG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdG/lpdG-deep-research-asta.md
sucB	PP_4188	Q88FB0	Q88FB0_PSEPK	sucB	sucB PP_4188	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	unreviewed	2.0	2.3.1.61	GO:0004149; GO:0005829; GO:0006099; GO:0033512; GO:0045252	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/sucB	PRESENT	genes/PSEPK/sucB/sucB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucB/sucB-deep-research-asta.md
lpdV	PP_4404	Q88EP9	Q88EP9_PSEPK	lpdV	lpdV PP_4404	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/lpdV	PRESENT	genes/PSEPK/lpdV/lpdV-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdV/lpdV-deep-research-asta.md
gabD-II	PP_4422	Q88EN2	Q88EN2_PSEPK	gabD-II	gabD-II PP_4422	Succinate-semialdehyde dehydrogenase (NADP+) (EC 1.2.1.79)	unreviewed	1.0	1.2.1.79	GO:0004777; GO:0009450; GO:0036243	kegg:ppu00350	Tyrosine metabolism	false	KEGG	ppu00310	Lysine degradation	genes/PSEPK/gabD-II	PRESENT	genes/PSEPK/gabD-II/gabD-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gabD-II/gabD-II-deep-research-asta.md
