suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
dxs	PP_0527	Q88QG7	DXS_PSEPK	dxs	dxs PP_0527	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	reviewed	3.0	2.2.1.7	GO:0000287; GO:0005829; GO:0008661; GO:0009228; GO:0016114; GO:0019288; GO:0030976	kegg:ppu00730	Thiamine metabolism	false	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/dxs	PRESENT	genes/PSEPK/dxs/dxs-ai-review.yaml	CURATED	COMPLETE	genes/PSEPK/dxs/dxs-deep-research-openscientist.md
ispA	PP_0528	Q88QG6	Q88QG6_PSEPK	ispA	ispA PP_0528	Farnesyl diphosphate synthase (EC 2.5.1.1, EC 2.5.1.10)	unreviewed	2.0	2.5.1.1; 2.5.1.10	GO:0004161; GO:0004337; GO:0005737; GO:0008654; GO:0016114; GO:0046872	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/ispA	MISSING		OUT_OF_SCOPE	NOT_RUN	NO_FILE
ubiX	PP_0548	Q88QE6	Q88QE6_PSEPK	ubiX	ubiX PP_0548	Flavin prenyltransferase UbiX (EC 2.5.1.129)	unreviewed	2.0	2.5.1.129	GO:0016831; GO:0106141	kegg:ppu00627	Aminobenzoate degradation	false	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/ubiX	MISSING		OUT_OF_SCOPE	NOT_RUN	NO_FILE
PP_0582	PP_0582	Q88QB2	Q88QB2_PSEPK	PP_0582	PP_0582	Thiolase family protein	unreviewed	1.0		GO:0003988; GO:0005829	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/PP_0582	MISSING		OUT_OF_SCOPE	NOT_RUN	NO_FILE
ispH	PP_0606	Q88Q89	ISPH_PSEPK	ispH	ispH PP_0606	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	reviewed	3.0	1.17.7.4	GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051539; GO:0051745	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/ispH	PRESENT	genes/PSEPK/ispH/ispH-ai-review.yaml	CURATED	COMPLETE	genes/PSEPK/ispH/ispH-deep-research-openscientist.md
ispB	PP_0687	Q88Q11	Q88Q11_PSEPK	ispB	ispB PP_0687	Octaprenyl diphosphate synthase (EC 2.5.1.90) (All-trans-octaprenyl-diphosphate synthase) (Octaprenyl pyrophosphate synthase)	unreviewed	2.0	2.5.1.90	GO:0008299; GO:0046872; GO:0106350	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/ispB	MISSING		OUT_OF_SCOPE	NOT_RUN	NO_FILE
ispE	PP_0723	Q88PX5	ISPE_PSEPK	ispE	ispE PP_0723	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	reviewed	3.0	2.7.1.148	GO:0005524; GO:0016114; GO:0019288; GO:0050515	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/ispE	PRESENT	genes/PSEPK/ispE/ispE-ai-review.yaml	CURATED	COMPLETE	genes/PSEPK/ispE/ispE-deep-research-openscientist.md
ispG	PP_0853	Q88PJ7	ISPG_PSEPK	ispG	ispG PP_0853	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	reviewed	3.0	1.17.7.3	GO:0005506; GO:0016114; GO:0019288; GO:0046429; GO:0051539; GO:0141197	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/ispG	PRESENT	genes/PSEPK/ispG/ispG-ai-review.yaml	CURATED	RUNNING	genes/PSEPK/ispG/ispG-deep-research-openscientist.md
uppS	PP_1595	Q88MH6	UPPS_PSEPK	uppS	uppS PP_1595	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	reviewed	3.0	2.5.1.31	GO:0000287; GO:0005829; GO:0008360; GO:0008834; GO:0009252; GO:0016094; GO:0071555	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/uppS	MISSING		OUT_OF_SCOPE	NOT_RUN	NO_FILE
dxr	PP_1597	Q88MH4	DXR_PSEPK	dxr	dxr PP_1597	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	reviewed	3.0	1.1.1.267	GO:0030145; GO:0030604; GO:0051484; GO:0070402	kegg:ppu00900	Terpenoid backbone biosynthesis	true	KEGG	ppu00900	Terpenoid backbone biosynthesis	genes/PSEPK/dxr	PRESENT	genes/PSEPK/dxr/dxr-ai-review.yaml	CURATED	COMPLETE	genes/PSEPK/dxr/dxr-deep-research-openscientist.md
