gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_2416	PP_2416	Q88K75	Iron ABC transporter, ATP-binding protein		GO:0005524; GO:0016887	IPR003593;IPR003439;IPR027417;	PF00005;	ATP-binding;Nucleotide-binding;Reference proteome;Transport	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_2417	PP_2417	Q88K74	Iron ABC transporter, permease protein		GO:0005886; GO:0022857; GO:0033214	IPR037294;IPR000522;	PF01032;	Cell membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_2592	PP_2592	Q88JQ7	Ferric siderophore ABC transporter, ATP-binding protein		GO:0005524; GO:0005886; GO:0006826; GO:0016887	IPR003593;IPR003439;IPR017871;IPR027417;IPR051535;	PF00005;	ATP-binding;Cell membrane;Ion transport;Iron;Iron transport;Membrane;Nucleotide-binding;Reference proteome;Transport	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_2593	PP_2593	Q88JQ6	Ferric siderophore ABC transporter, permease protein		GO:0005886; GO:0022857; GO:0033214	IPR037294;IPR000522;	PF01032;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
fatD	PP_2594	Q88JQ5	Ferric anguibactin transport system permease protein FatD		GO:0005886; GO:0022857; GO:0033214	IPR037294;IPR000522;	PF01032;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_2731	PP_2731	Q88JB8	Metal ABC transporter ATPase			IPR045508;	PF20090;	Reference proteome	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_2821	PP_2821	Q88J28	Phosphate ABC transporter substrate-binding protein					Reference proteome;Signal	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_3804	PP_3804	Q88GC0	Metal ABC transporter substrate-binding protein		GO:0030001; GO:0046872	IPR050492;IPR006127;	PF01297;	Reference proteome;Signal	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_4688	PP_4688	Q88DY0	Heme/hemin ABC transporter, permease protein		GO:0005886; GO:0022857; GO:0033214	IPR037294;IPR000522;	PF01032;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_4689	PP_4689	Q88DX9	Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein			IPR050902;IPR002491;	PF01497;	Coiled coil;Reference proteome;Signal	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
PP_4933	PP_4933	Q88D94	Metal ABC transporter ATPase					Reference proteome	metal_siderophore_anion_abc_transporters	Metal, siderophore, and anion ABC transporters	metal_siderophore_anion_abc_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 11 metal, siderophore, heme, phosphate, and generic metal ABC importer components. The new module separates PP_2416/PP_2417 iron-import context, PP_2592/PP_2593/fatD ferric-siderophore import, low-resolution metal/phosphate substrate binding and ATPase context, and PP_4688/PP_4689 heme/hemin import. Siderophore-iron rows on non-siderophore-labeled permeases were broadened where appropriate.	PRESENT	CURATED	PRESENT
