gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0111	PP_0111	Q88RL8	Electron transport protein SCO1/SenC		GO:0046872	IPR003782;IPR036249;IPR013766;	PF02630;	Copper;Disulfide bond;Metal-binding;Reference proteome	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
PP_0125	PP_0125	Q88RK4	Cytochrome c-type protein		GO:0005506; GO:0009055; GO:0020037	IPR009056;IPR036909;IPR002323;	PF13442;	Electron transport;Heme;Iron;Metal-binding;Reference proteome;Signal;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
cc	PP_0126	Q88RK3	Cytochrome c4		GO:0005506; GO:0009055; GO:0020037; GO:0042597	IPR009056;IPR036909;IPR024167;IPR050597;	PF00034;	Electron transport;Heme;Iron;Metal-binding;Periplasm;Reference proteome;Signal;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
PP_0180	PP_0180	Q88RF0	Cytochrome c family protein		GO:0009055; GO:0015093; GO:0020037; GO:0033573; GO:0046872	IPR009056;IPR036909;IPR004923;	PF13442;PF03239;	Heme;Iron;Membrane;Metal-binding;Reference proteome;Signal;Transmembrane;Transmembrane helix	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
hmp	PP_0808	Q88PP0	Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	1.14.12.17	GO:0005344; GO:0008941; GO:0009636; GO:0019825; GO:0020037; GO:0046210; GO:0046872; GO:0071500; GO:0071949	IPR008333;IPR017927;IPR039261;IPR000971;IPR009050;IPR012292;IPR023950;IPR001433;IPR017938;	PF00970;PF00042;PF00175;	Detoxification;FAD;Flavoprotein;Heme;Iron;Metal-binding;NAD;NADP;Oxidoreductase;Oxygen transport;Reference proteome;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
cumA	PP_1034	Q88P19	Multicopper oxidase (EC 1.10.3.-)	1.10.3.-	GO:0005507; GO:0016491; GO:0030288	IPR011707;IPR011706;IPR045087;IPR033138;IPR002355;IPR008972;	PF07731;PF07732;	Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
PP_1083	PP_1083	Q88NX0	Bacterioferritin-associated ferredoxin		GO:0046872; GO:0051537	IPR052371;IPR007419;IPR041854;	PF04324;	2Fe-2S;Electron transport;Iron;Iron-sulfur;Metal-binding;Reference proteome;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
fdxA	PP_1625	P0A122	Ferredoxin 1		GO:0009055; GO:0046872; GO:0051538; GO:0051539	IPR017896;IPR017900;IPR000813;IPR022569;IPR054829;IPR050294;	PF11953;PF00037;	3Fe-4S;4Fe-4S;Electron transport;Iron;Iron-sulfur;Metal-binding;Reference proteome;Repeat;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
PP_1841	PP_1841	Q88LT6	Cytochrome c family protein		GO:0009055; GO:0020037; GO:0046872	IPR009056;IPR036909;IPR051811;	PF00034;	Electron transport;Heme;Iron;Metal-binding;Reference proteome;Signal;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
PP_2010	PP_2010	Q88LC5	Cytochrome b561		GO:0005886; GO:0009055; GO:0020037; GO:0022904; GO:0046872	IPR011577;IPR052168;IPR016174;	PF01292;	Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport	membrane_redox_electron_transfer_spillovers	Membrane redox and electron-transfer spillovers	membrane_redox_electron_transfer_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 25 membrane redox/electron-transfer spillover entries. The validated boundary module separates cytochromes, heme/copper proteins, ferredoxin/iron-sulfur proteins, Ccm proteins, flavoprotein redox components, Hmp/MsrQ detoxification or repair nodes, CumA/azurin, and the OFeT/FTR1-like iron transporter from ion-transport assertions where appropriate.	PRESENT	CURATED	PRESENT
