gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0496	PP_0496	Q88QJ5	Sodium/alanine symporter		GO:0005283; GO:0005886	IPR001463;	PF01235;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
PP_0569	PP_0569	Q88QC5	MATE efflux family protein		GO:0005886; GO:0015297; GO:0042910	IPR044644;IPR002528;	PF01554;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
PP_0670	PP_0670	Q88Q28	Transporter, bile acid/Na+ symporter family		GO:0005886; GO:0015104; GO:0015105; GO:0015297	IPR004706;IPR002657;IPR038770;	PF01758;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
gltS	PP_0996	Q88P57	Sodium/glutamate symporter		GO:0005886; GO:0015501; GO:0015813	IPR004445;	PF03616;	Amino-acid transport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
arcD-I	PP_1002	Q88P51	Arginine-ornithine antiporter		GO:0005886; GO:0006527; GO:0043858; GO:1903826	IPR002293;IPR004754;IPR050367;IPR022461;	PF13520;	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
arcD-II	PP_1003	Q88P50	Arginine-ornithine antiporter		GO:0005886; GO:0006527; GO:0043858; GO:1903826	IPR002293;IPR004754;IPR050367;IPR022461;	PF13520;	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
actP-I	PP_1743	Q88M32	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)		GO:0005886; GO:0006814; GO:0006847; GO:0015123; GO:0015293	IPR038377;IPR001734;IPR018212;IPR050277;	PF00474;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Signal;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
actP-II	PP_2797	Q88J52	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)		GO:0005886; GO:0006814; GO:0006847; GO:0015123; GO:0015293	IPR038377;IPR001734;IPR018212;IPR050277;	PF00474;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Signal;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
actP-III	PP_3272	Q88HT1	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)		GO:0005886; GO:0006814; GO:0006847; GO:0015123; GO:0015293	IPR038377;IPR001734;IPR018212;IPR050277;	PF00474;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
PP_3331	PP_3331	Q88HM3	Sodium:proline symporter			IPR005625;	PF03929;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
PP_4524	PP_4524	Q88EE1	Sodium-solute symporter		GO:0005886; GO:0015293	IPR038377;IPR001734;IPR050277;	PF00474;	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	sodium_solute_symporters_and_mate_efflux	Sodium-solute symporters and MATE efflux	sodium_solute_symporter_mate_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 sodium-solute/MATE transport-family entries. The validated boundary module separates AGCS amino-acid:sodium symport, GltS glutamate:sodium symport, ArcD arginine-ornithine antiport, ActP acetate transport, PutP sodium/proline symport, TcyP cystine transport, MATE xenobiotic efflux, PP_4524 broad SSF context, PP_3331 low-confidence symporter context, and PP_0670 as an ACR3 arsenite/antimonite transporter outlier.	PRESENT	CURATED	PRESENT
