suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
PP_0488	PP_0488	Q88QK2	Q88QK2_PSEPK	PP_0488	PP_0488	NADP-dependent dehydrogenase HI_1430 (EC 1.1.1.-)	unreviewed	1.0	1.1.1.-	GO:0016616	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/PP_0488	MISSING		MISSING	MISSING
PP_0614	PP_0614	Q88Q81	Q88Q81_PSEPK	PP_0614	PP_0614	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1 (EC 3.5.1.6, EC 3.5.3.9)	unreviewed	2.0	3.5.1.6; 3.5.3.9	GO:0003837; GO:0046872; GO:0047652	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/PP_0614	MISSING		MISSING	MISSING
upp	PP_0746	Q88PV2	UPP_PSEPK	upp	upp PP_0746	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	reviewed	3.0	2.4.2.9	GO:0000287; GO:0004845; GO:0005525; GO:0005737; GO:0006223; GO:0044206	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/upp	MISSING		MISSING	MISSING
ndk	PP_0849	Q88PK1	NDK_PSEPK	ndk	ndk PP_0849	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	reviewed	3.0	2.7.4.6	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/ndk	MISSING		MISSING	MISSING
maf-1	PP_0936	Q88PB4	NTPPA_PSEPK	maf-1	maf-1 PP_0936	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	reviewed	3.0	3.6.1.9	GO:0005737; GO:0009117; GO:0036218; GO:0036221	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/maf-1	MISSING		MISSING	MISSING
pyrC	PP_1086	Q88NW7	PYRC_PSEPK	pyrC	pyrC PP_1086	Dihydroorotase (DHOase) (EC 3.5.2.3)	reviewed	3.0	3.5.2.3	GO:0004151; GO:0005829; GO:0006207; GO:0008270; GO:0044205	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrC	PRESENT	genes/PSEPK/pyrC/pyrC-ai-review.yaml	CURATED	MISSING
dcd	PP_1100	Q88NV4	DCD_PSEPK	dcd	dcd PP_1100	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	reviewed	3.0	3.5.4.13	GO:0000166; GO:0006226; GO:0006229; GO:0008829; GO:0015949	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/dcd	MISSING		MISSING	MISSING
nrdB	PP_1177	Q88NN0	Q88NN0_PSEPK	nrdB	nrdB PP_1177	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	unreviewed	2.0	1.17.4.1	GO:0004748; GO:0009263; GO:0046872	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/nrdB	MISSING		MISSING	MISSING
nrdA	PP_1179	Q88NM8	Q88NM8_PSEPK	nrdA	nrdA PP_1179	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	unreviewed	2.0	1.17.4.1	GO:0004748; GO:0005524; GO:0005971; GO:0009263	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/nrdA	MISSING		MISSING	MISSING
ushA	PP_1414	Q88N04	Q88N04_PSEPK	ushA	ushA PP_1414	5'-nucleotidase-2',3'-cyclic phosphodiesterase (EC 3.1.3.5, EC 3.1.4.16, EC 3.6.1.45)	unreviewed	2.0	3.1.3.5; 3.1.4.16; 3.6.1.45	GO:0000166; GO:0008253; GO:0008663; GO:0008768; GO:0009166; GO:0030288; GO:0046872	kegg:ppu00760	Nicotinate and nicotinamide metabolism	false	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/ushA	MISSING		MISSING	MISSING
pyrH	PP_1593	Q88MH8	PYRH_PSEPK	pyrH	pyrH PP_1593	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	reviewed	3.0	2.7.4.22	GO:0005524; GO:0005829; GO:0006225; GO:0033862; GO:0044210	kegg:ppu00240	Pyrimidine metabolism	true	KEGG	ppu00240	Pyrimidine metabolism	genes/PSEPK/pyrH	MISSING		MISSING	MISSING
