suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
katE	PP_0115	Q88RL4	Q88RL4_PSEPK	katE	katE PP_0115	Catalase (EC 1.11.1.6)	unreviewed	3.0	1.11.1.6	GO:0004096; GO:0005829; GO:0006979; GO:0020037; GO:0042744; GO:0046872	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/katE	PRESENT	genes/PSEPK/katE/katE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/katE/katE-deep-research-asta.md
katA	PP_0481	Q88QK9	Q88QK9_PSEPK	katA	katA PP_0481	Catalase (EC 1.11.1.6)	unreviewed	3.0	1.11.1.6	GO:0004096; GO:0005737; GO:0020037; GO:0042542; GO:0042744; GO:0046872	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/katA	PRESENT	genes/PSEPK/katA/katA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/katA/katA-deep-research-asta.md
sodB	PP_0915	Q88PD5	SODF_PSEPK	sodB	sodB PP_0915	Superoxide dismutase [Fe] (EC 1.15.1.1)	reviewed	3.0	1.15.1.1	GO:0004784; GO:0005737; GO:0046914	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/sodB	PRESENT	genes/PSEPK/sodB/sodB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sodB/sodB-deep-research-asta.md
sodA	PP_0946	Q88PA4	Q88PA4_PSEPK	sodA	sodA PP_0946	Superoxide dismutase (EC 1.15.1.1)	unreviewed	2.0	1.15.1.1	GO:0004784; GO:0005737; GO:0030145	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/sodA	PRESENT	genes/PSEPK/sodA/sodA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sodA/sodA-deep-research-asta.md
PP_2887	PP_2887	Q88IW2	Q88IW2_PSEPK	PP_2887	PP_2887	Catalase-related peroxidase (EC 1.11.1.-)	unreviewed	2.0	1.11.1.-	GO:0004096; GO:0005737; GO:0020037; GO:0042542; GO:0042744; GO:0046872	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/PP_2887	PRESENT	genes/PSEPK/PP_2887/PP_2887-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2887/PP_2887-deep-research-asta.md
PP_3394	PP_3394	Q88HG4	Q88HG4_PSEPK	PP_3394	PP_3394	3-hydroxy-3-methylglutaryl-CoA lyase	unreviewed	1.0		GO:0004419; GO:0006552; GO:0046872; GO:0046912; GO:0046951	kegg:ppu00907	Pinene, camphor and geraniol degradation	false	KEGG	ppu04146	Peroxisome	genes/PSEPK/PP_3394	PRESENT	genes/PSEPK/PP_3394/PP_3394-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3394/PP_3394-deep-research-asta.md
mvaB	PP_3540	Q88H25	Q88H25_PSEPK	mvaB	mvaB PP_3540	hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	unreviewed	2.0	4.1.3.4	GO:0004419; GO:0006552; GO:0046872; GO:0046951	kegg:ppu00907	Pinene, camphor and geraniol degradation	false	KEGG	ppu04146	Peroxisome	genes/PSEPK/mvaB	PRESENT	genes/PSEPK/mvaB/mvaB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mvaB/mvaB-deep-research-asta.md
icd	PP_4011	Q88FS2	Q88FS2_PSEPK	icd	icd PP_4011	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	unreviewed	3.0	1.1.1.42	GO:0000287; GO:0004450; GO:0006097; GO:0006099; GO:0051287	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/icd	PRESENT	genes/PSEPK/icd/icd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/icd/icd-deep-research-asta.md
idh	PP_4012	Q88FS1	Q88FS1_PSEPK	idh	idh PP_4012	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	unreviewed	2.0	1.1.1.42	GO:0004450; GO:0006097; GO:0006099; GO:0046872	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/idh	PRESENT	genes/PSEPK/idh/idh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/idh/idh-deep-research-asta.md
nudC	PP_4029	Q88FQ8	NUDC_PSEPK	nudC	nudC PP_4029 PP4029	NAD-capped RNA hydrolase NudC (DeNADding enzyme NudC) (EC 3.6.1.-) (NADH pyrophosphatase) (EC 3.6.1.22)	reviewed	4.0	3.6.1.-; 3.6.1.22	GO:0000210; GO:0000287; GO:0005829; GO:0006742; GO:0008270; GO:0019677; GO:0030145; GO:0035529; GO:0110153	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/nudC	PRESENT	genes/PSEPK/nudC/nudC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/nudC/nudC-deep-research-asta.md
fadD-I	PP_4549	Q88EB7	Q88EB7_PSEPK	fadD-I	fadD-I PP_4549	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	unreviewed	2.0	6.2.1.3	GO:0004467; GO:0005524; GO:0016020	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/fadD-I	PRESENT	genes/PSEPK/fadD-I/fadD-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fadD-I/fadD-I-deep-research-asta.md
fadD-II	PP_4550	Q88EB6	Q88EB6_PSEPK	fadD-II	fadD-II PP_4550	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	unreviewed	2.0	6.2.1.3	GO:0004467; GO:0005524; GO:0016020	kegg:ppu04146	Peroxisome	true	KEGG	ppu04146	Peroxisome	genes/PSEPK/fadD-II	PRESENT	genes/PSEPK/fadD-II/fadD-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fadD-II/fadD-II-deep-research-asta.md
