gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
nfeD	PP_0200	Q88RD2	Membrane bound peptidase, nefD		GO:0016020	IPR029045;IPR052165;IPR012340;IPR002810;IPR056738;IPR056739;	PF01957;PF25145;PF24961;	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
desA	PP_0217	Q88RB6	Delta-9 fatty acid desaturase (EC 5.3.3.-)	5.3.3.-	GO:0006631; GO:0016020; GO:0016717; GO:0016853	IPR015876;IPR005804;IPR002560;	PF01610;PF00487;	Fatty acid metabolism;Iron;Isomerase;Lipid metabolism;Membrane;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_0332	PP_0332	Q88R02	Acyltransferase		GO:0016746	IPR002123;	PF01553;	Acyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_0923	PP_0923	Q88PC7	Acyltransferase		GO:0006629; GO:0016020; GO:0016746	IPR002123;	PF01553;	Acyltransferase;Lipid metabolism;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_1033	PP_1033	Q88P20	Sulfatase domain protein			IPR017850;IPR052701;IPR000917;	PF00884;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_1058	PP_1058	Q88NZ5	peptidoglycan glycosyltransferase (EC 2.4.99.28)	2.4.99.28	GO:0004180; GO:0006508; GO:0008955; GO:0009252; GO:0030288	IPR012338;IPR001264;IPR050396;IPR023346;IPR036950;	PF00912;	Carboxypeptidase;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Protease;Reference proteome;Transferase;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
degS	PP_1301	Q88NB1	Quality control serine endoprotease DegS (EC 3.4.21.-)	3.4.21.-	GO:0004252; GO:0006508	IPR051201;IPR001478;IPR036034;IPR009003;IPR001940;	PF13180;PF13365;	Hydrolase;Membrane;Protease;Reference proteome;Serine protease;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_1368	PP_1368	Q88N48	Membrane protein containing a glycosyltransferase domain		GO:0005886	IPR022791;	PF03706;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_1415	PP_1415	Q88N03	Membrane associated enzyme subunit		GO:0010468; GO:0016020	IPR017516;IPR007820;	PF05145;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
PP_1695	PP_1695	Q88M79	histidine kinase (EC 2.7.13.3)	2.7.13.3	GO:0000155; GO:0005886; GO:0009927; GO:0022857	IPR011006;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR035965;IPR004358;IPR001789;	PF02518;PF00512;PF12860;PF00072;	Coiled coil;Kinase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix	membrane_associated_enzymes_and_side_nodes	Membrane-associated enzymes and side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 membrane-associated enzyme and side-node genes. The reused/extended boundary module separates membrane peptidase/protease side nodes, lipid oxidoreductase and hydroxylase candidates, acyltransferase/lipid-transfer proteins, peptidoglycan and cell-envelope glycosyltransferase side nodes, kinase/phosphatase signaling proteins, sulfatase/broad hydrolase candidates, detoxification and sulfurtransferase side nodes, secreted/toxin-associated transferase or nuclease candidates, HflK/HflC FtsH-modulator context, and low-information membrane enzyme candidates.	PRESENT	CURATED	PRESENT
