suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
rpe	PP_0415	Q88QS3	Q88QS3_PSEPK	rpe	rpe PP_0415	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	unreviewed	3.0	5.1.3.1	GO:0004750; GO:0005737; GO:0006098; GO:0019323; GO:0046872	kegg:ppu00040	Pentose and glucuronate interconversions	false	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/rpe	PRESENT	genes/PSEPK/rpe/rpe-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rpe/rpe-deep-research-asta.md
prs	PP_0722	Q88PX6	KPRS_PSEPK	prs	prs prsA PP_0722	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	reviewed	4.0	2.7.6.1	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0009156; GO:0016301	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/prs	PRESENT	genes/PSEPK/prs/prs-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/prs/prs-deep-research-asta.md
trxB	PP_0786	Q88PR2	Q88PR2_PSEPK	trxB	trxB PP_0786	Thioredoxin reductase (EC 1.8.1.9)	unreviewed	2.0	1.8.1.9	GO:0004791; GO:0005737; GO:0019430	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/trxB	PRESENT	genes/PSEPK/trxB/trxB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/trxB/trxB-deep-research-asta.md
edd	PP_1010	Q88P43	Q88P43_PSEPK	edd	edd PP_1010	Phosphogluconate dehydratase (EC 4.2.1.12)	unreviewed	3.0	4.2.1.12	GO:0004456; GO:0005829; GO:0009255; GO:0019521; GO:0046872; GO:0051539	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/edd	PRESENT	genes/PSEPK/edd/edd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/edd/edd-deep-research-asta.md
zwfA	PP_1022	Q88P31	Q88P31_PSEPK	zwfA	zwfA zwf PP_1022	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	unreviewed	3.0	1.1.1.49	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	kegg:ppu00480	Glutathione metabolism	false	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/zwfA	PRESENT	genes/PSEPK/zwfA/zwfA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/zwfA/zwfA-deep-research-asta.md
pgl	PP_1023	Q88P30	Q88P30_PSEPK	pgl	pgl PP_1023	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	unreviewed	2.0	3.1.1.31	GO:0005975; GO:0006098; GO:0017057	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/pgl	PRESENT	genes/PSEPK/pgl/pgl-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pgl/pgl-deep-research-asta.md
eda	PP_1024	Q88P29	Q88P29_PSEPK	eda	eda PP_1024	2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14)	unreviewed	2.0	4.1.2.14	GO:0008675	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/eda	PRESENT	genes/PSEPK/eda/eda-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/eda/eda-deep-research-asta.md
ghrB	PP_1261	Q88NF1	Q88NF1_PSEPK	ghrB	ghrB PP_1261	2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase (EC 1.1.1.215, EC 1.1.1.79, EC 1.1.1.81)	unreviewed	2.0	1.1.1.215; 1.1.1.79; 1.1.1.81	GO:0005829; GO:0008873; GO:0016618; GO:0030267; GO:0051287	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/ghrB	PRESENT	genes/PSEPK/ghrB/ghrB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ghrB/ghrB-deep-research-asta.md
gcd	PP_1444	Q88MX4	Q88MX4_PSEPK	gcd	gcd PP_1444	Quinoprotein glucose dehydrogenase (EC 1.1.5.2)	unreviewed	2.0	1.1.5.2	GO:0008876; GO:0016020; GO:0048038	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/gcd	PRESENT	genes/PSEPK/gcd/gcd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcd/gcd-deep-research-asta.md
PP_1661	PP_1661	Q88MB3	Q88MB3_PSEPK	PP_1661	PP_1661	Dehydrogenase subunit	unreviewed	1.0		GO:0016614; GO:0050660	kegg:ppu00030	Pentose phosphate pathway	true	KEGG	ppu00030	Pentose phosphate pathway	genes/PSEPK/PP_1661	PRESENT	genes/PSEPK/PP_1661/PP_1661-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1661/PP_1661-deep-research-asta.md
