gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0573	PP_0573	Q88QC1	ShlB/FhaC/HecB family hemolysin secretion/activation protein		GO:0008320; GO:0046819; GO:0098046	IPR005565;IPR013686;IPR051544;	PF08479;PF03865;	Cell outer membrane;Membrane;Reference proteome;Transmembrane;Transmembrane beta strand	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
PP_0575	PP_0575	Q88QB9	Prepilin type IV endopeptidase peptidase domain-containing protein		GO:0004190; GO:0016020	IPR000045;	PF01478;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
PP_0607	PP_0607	Q88Q88	Type II secretion system protein H (General secretion pathway protein H)		GO:0005886; GO:0015627; GO:0015628	IPR045584;IPR022346;	PF12019;	Cell inner membrane;Cell membrane;Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
bamD	PP_0622	Q88Q73	Outer membrane protein assembly factor BamD		GO:0043165; GO:0051205; GO:1990063	IPR017689;IPR039565;IPR011990;	PF13525;	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
PP_0716	PP_0716	Q88PY2	HlyD family secretion protein		GO:0016020	IPR058634;IPR058625;IPR050739;	PF25963;PF25917;	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
lolB	PP_0724	Q88PX4	Outer-membrane lipoprotein LolB		GO:0009279; GO:0015031; GO:0044874	IPR029046;IPR004565;	PF03550;	Cell outer membrane;Chaperone;Lipoprotein;Membrane;Palmitate;Protein transport;Reference proteome;Signal;Transport	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
PP_0855	PP_0855	Q88PJ5	Ancillary SecYEG translocon subunit		GO:0005886; GO:0044877	IPR018704;IPR011990;IPR026039;	PF09976;	Cell membrane;Chaperone;Membrane;Reference proteome;Transmembrane;Transmembrane helix	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
bamB	PP_0856	Q88PJ4	Outer membrane protein assembly factor BamB		GO:0009279; GO:0043165; GO:0051205	IPR017687;IPR018391;IPR002372;IPR011047;IPR015943;	PF13360;	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
bamA__Q88MH2	PP_1599	Q88MH2	Outer membrane protein assembly factor BamA		GO:0043165; GO:0051205; GO:1990063	IPR000184;IPR010827;IPR039910;IPR023707;IPR034746;	PF01103;PF07244;	Cell outer membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane beta strand	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
PP_1976	PP_1976	Q88LF7	HlyD family secretion protein			IPR058792;IPR058625;IPR050739;	PF25954;PF25917;	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	protein_export_secretion_outer_membrane_assembly	Protein export, secretion, and outer-membrane assembly	protein_export_secretion_outer_membrane_assembly_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 15 protein export, secretion, and outer-membrane assembly genes. BamA/B/D/E and the BamE-domain candidate were separated from LolA/LolB lipoprotein localization, Type-II/Type-V secretion side components, a SecYEG accessory candidate, a prepilin peptidase candidate, and HlyD-family membrane-fusion candidates whose partners and substrates remain unresolved.	PRESENT	CURATED	PRESENT
