gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0075	PP_0075	Q88RQ4	Choline sulfate transporter		GO:0016020; GO:0055085	IPR011547;IPR001902;IPR002645;IPR036513;	PF01740;PF00916;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_0101	PP_0101	Q88RM8	Sulfate transporter		GO:0016020; GO:0055085	IPR011547;IPR001902;	PF00916;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
yjbB	PP_0145	Q88RI4	Na+/Pi-cotransporter		GO:0005436; GO:0005886; GO:0044341	IPR003841;IPR004633;IPR038078;	PF02690;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
modR	PP_0360	Q88QX4	Molybdate transport regulator		GO:0003700; GO:0015689; GO:0030151	IPR000847;IPR008995;IPR016462;IPR003725;IPR051815;IPR004606;IPR005116;IPR036388;IPR036390;	PF00126;PF03459;	Molybdenum;Reference proteome;Repeat;Transport	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_0718	PP_0718	Q88PY0	Sulfate transporter		GO:0016020; GO:0055085	IPR011547;IPR001902;IPR002645;IPR036513;	PF01740;PF00916;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
cysZ	PP_0785	Q88PR3	Sulfate transporter CysZ		GO:0000103; GO:0005886; GO:0009675; GO:0019344	IPR050480;IPR059112;IPR022985;	PF07264;	Amino-acid biosynthesis;Cell inner membrane;Cell membrane;Cysteine biosynthesis;Membrane;Reference proteome;Sulfate transport;Transmembrane;Transmembrane helix;Transport	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
pitB	PP_1373	Q88N43	Phosphate transporter		GO:0005315; GO:0005886; GO:0015293; GO:0035435	IPR001204;	PF01384;	Cell membrane;Membrane;Phosphate transport;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_1407	PP_1407	Q88N09	Sulfate transporter		GO:0016020; GO:0055085	IPR011547;IPR001902;IPR002645;IPR036513;	PF01740;PF00916;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_2094	PP_2094	Q88L41	Nitrate-binding protein NasS		GO:0012505	IPR044527;	PF13379;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Signal;Transport	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_4103	PP_4103	Q88FJ2	Phosphate transporter		GO:0005315; GO:0005886; GO:0015293; GO:0035435	IPR001204;	PF01384;	Cell membrane;Membrane;Phosphate transport;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_4112	PP_4112	A0A140FWK8	Sulphate transporter		GO:0016020	IPR052706;IPR011547;IPR002645;IPR036513;	PF01740;PF00916;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
phoU	PP_5325	Q88C58	Phosphate-specific transport system accessory protein PhoU		GO:0005737; GO:0006817; GO:0030643; GO:0045936	IPR028366;IPR038078;IPR026022;	PF01895;	Cytoplasm;Phosphate transport;Reference proteome;Transport	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
PP_5475	PP_5475	A0A140FW27	Nitrite transporter					Reference proteome	inorganic_nutrient_transporters	Inorganic nutrient transporters	inorganic_nutrient_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 inorganic nutrient transport-bucket genes. The new boundary module separates SulP/CysZ sulfate or organosulfate transporters, YjbB/PiT phosphate transport, ModR molybdate-responsive transcription regulation, NasS nitrate-binding side context, PhoU phosphate-transport accessory/regulatory context, and unresolved PP_5475 nitrite-transporter-name-only context.	PRESENT	CURATED	PRESENT
