gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
trkA	PP_0065	Q88RR4	Trk system potassium uptake protein TrkA		GO:0005886; GO:0015079	IPR006036;IPR036291;IPR006037;IPR036721;IPR003148;IPR050721;	PF02080;PF02254;	Ion transport;NAD;Potassium;Potassium transport;Reference proteome;Repeat;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
kefB-I	PP_0713	Q88PY5	Kef-type potassium/proton antiporter, CPA2 family		GO:0005886; GO:0008324; GO:0015297; GO:1902600	IPR006153;IPR004771;IPR038770;	PF00999;	Antiport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
PP_0928	PP_0928	Q88PC2	K+-dependent Na+/Ca+ exchanger related-protein		GO:0005262; GO:0005886; GO:0006874; GO:0008273	IPR004481;IPR004837;IPR044880;	PF01699;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
nhaA1	PP_1132	Q88NS2	Na(+)/H(+) antiporter NhaA 1 (Sodium/proton antiporter NhaA 1)		GO:0005886; GO:0006885; GO:0015385	IPR023171;IPR004670;	PF06965;	Antiport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Transmembrane;Transmembrane helix;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
kup	PP_1200	Q88NK7	Probable potassium transport system protein Kup		GO:0005886; GO:0015079; GO:0015293	IPR003855;IPR053952;IPR053951;IPR023051;	PF02705;PF22776;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Potassium;Potassium transport;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
PP_1467	PP_1467	Q88MV1	NhaP-type Na+(K+)/H+ antiporter		GO:0005886; GO:0015297; GO:1902600	IPR006153;IPR038770;IPR036291;	PF00999;	Antiport;Cell membrane;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
PP_1587	PP_1587	Q88MI4	NhaP-type Na+/H+ and K+/H+ antiporters		GO:0005886; GO:0015385; GO:0015386; GO:0051453; GO:0098719	IPR018422;IPR004705;IPR006153;IPR038770;	PF00999;	Antiport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Transmembrane;Transmembrane helix;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
mrpG	PP_2225	Q88KR5	Multicomponent potassium-proton antiporter, subunit G		GO:0015385	IPR005133;	PF03334;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
mrpF	PP_2226	Q88KR4	K(+)/H(+) antiporter subunit F		GO:0005886; GO:0015385	IPR007208;	PF04066;	Antiport;Cell membrane;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
mrpE	PP_2227	Q88KR3	Multicomponent potassium-proton antiporter, subunit E		GO:0005886; GO:0008324	IPR002758;	PF01899;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	monovalent_cation_antiporters_potassium_systems	Monovalent cation antiporters and potassium systems	monovalent_cation_antiporter_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 26 monovalent cation and potassium-system genes. The validated boundary module separates Trk/Kup potassium uptake, NhaA/NhaB/NhaP sodium/proton antiporters, Kef potassium/proton antiporters, Mrp multicomponent antiporter subunits, K/Na/Ca exchanger and potassium-channel candidates, and conservative side candidates including the NhaC-like PP_3556 and DASS-related yfbS.	PRESENT	CURATED	PRESENT
